MiniSonde 46440
"Log File Name : Vogel_Lake_Outlet_2022_46440"
"Setup Date (M/D/YYYY) : 6/17/2022"
"Setup Time (HH:MM:SS) : 13:04:07"
"Starting Date (M/D/YYYY) : 6/17/2022"
"Starting Time (HH:MM:SS) : 15:00:00"
"Stopping Date (M/D/YYYY) : 9/15/2022"
"Stopping Time (HH:MM:SS) : 12:00:00"
"Interval (HH:MM:SS) : 01:00:00"
"Sensor warmup (HH:MM:SS) : 00:00:30"
"Circltr warmup (HH:MM:SS) : 00:00:30"

"Date","Time","","Temp","","SpCond","","TurbSC","","LDO","","pH",""
"M/D/YYYY","HH:MM:SS","","°C","","µS/cm","","NTU","","mg/l","","Units",""

7/5/2022,16:00:00,"","22.11","","77","","0.0","","8.56","","7.15",""
7/5/2022,17:00:00,"","22.14","","76","","0.0","","8.59","","7.17",""
7/5/2022,18:00:00,"","22.04","","77","","0.0","","8.56","","7.03",""
7/5/2022,19:00:00,"","21.87","","77","","0.0","","8.42","","6.95",""
7/5/2022,20:00:00,"","21.79","","77","","0.0","","8.52","","6.98",""
7/5/2022,21:00:00,"","21.73","","77","","0.0","","8.64","","7.09",""
7/5/2022,22:00:00,"","21.68","","76","","0.0","","8.63","","7.17",""
7/5/2022,23:00:00,"","21.66","","76","","0.0","","8.74","","7.19",""
7/6/2022,00:00:00,"","21.51","","78","","0.0","","8.62","","7.10",""
7/6/2022,01:00:00,"","21.36","","78","","0.0","","8.63","","7.04",""
7/6/2022,02:00:00,"","21.23","","78","","0.0","","8.40","","6.99",""
7/6/2022,03:00:00,"","21.06","","78","","0.0","","8.39","","6.91",""
7/6/2022,04:00:00,"","20.91","","79","","0.0","","8.24","","6.87",""
7/6/2022,05:00:00,"","20.73","","78","","0.0","","8.05","","6.79",""
7/6/2022,06:00:00,"","20.56","","78","","0.0","","7.84","","6.78",""
7/6/2022,07:00:00,"","20.46","","78","","0.0","","7.97","","6.79",""
7/6/2022,08:00:00,"","20.40","","79","","0.0","","7.96","","6.79",""
7/6/2022,09:00:00,"","20.40","","78","","0.0","","7.87","","6.78",""
7/6/2022,10:00:00,"","20.48","","78","","0.0","","7.51","","6.74",""
7/6/2022,11:00:00,"","20.65","","78","","0.0","","7.77","","6.73",""
7/6/2022,12:00:00,"","20.84","","78","","0.0","","8.07","","6.78",""
7/6/2022,13:00:00,"","21.06","","78","","0.0","","8.53","","6.95",""
7/6/2022,14:00:00,"","21.34","","77","","0.0","","8.71","","7.21",""
7/6/2022,15:00:00,"","21.51","","76","","0.0","","8.76","","7.18",""
7/6/2022,16:00:00,"","21.62","","77","","0.0","","8.76","","7.26",""
7/6/2022,17:00:00,"","21.77","","77","","0.0","","8.77","","7.35",""
7/6/2022,18:00:00,"","21.79","","77","","0.0","","8.75","","7.32",""
7/6/2022,19:00:00,"","21.73","","77","","0.0","","8.83","","7.39",""
7/6/2022,20:00:00,"","21.62","","77","","0.0","","8.82","","7.36",""
7/6/2022,21:00:00,"","21.54","","77","","0.0","","8.81","","7.35",""
7/6/2022,22:00:00,"","21.42","","77","","0.0","","8.80","","7.33",""
7/6/2022,23:00:00,"","21.31","","78","","0.0","","8.68","","7.28",""
7/7/2022,00:00:00,"","21.20","","77","","0.0","","8.58","","7.23",""
7/7/2022,01:00:00,"","21.07","","77","","0.0","","8.57","","7.19",""
7/7/2022,02:00:00,"","20.96","","77","","0.0","","8.45","","7.12",""
7/7/2022,03:00:00,"","20.83","","77","","0.0","","8.40","","7.07",""
7/7/2022,04:00:00,"","20.70","","77","","0.0","","8.21","","7.04",""
7/7/2022,05:00:00,"","20.57","","77","","0.0","","8.09","","6.99",""
7/7/2022,06:00:00,"","20.43","","77","","0.0","","8.02","","6.95",""
7/7/2022,07:00:00,"","20.33","","77","","0.0","","7.61","","6.87",""
7/7/2022,08:00:00,"","20.24","","77","","0.0","","7.82","","6.86",""
7/7/2022,09:00:00,"","20.17","","77","","0.0","","7.84","","6.87",""
7/7/2022,10:00:00,"","20.10","","78","","0.0","","7.45","","6.82",""
7/7/2022,11:00:00,"","20.05","","77","","0.0","","7.45","","6.81",""
7/7/2022,12:00:00,"","20.03","","77","","0.0","","7.38","","6.80",""
7/7/2022,13:00:00,"","20.09","","77","","0.0","","7.55","","6.79",""
7/7/2022,14:00:00,"","20.18","","77","","0.0","","8.01","","6.87",""
7/7/2022,15:00:00,"","20.23","","77","","0.0","","8.08","","6.89",""
