Hydrolab MS5 46008
"Log File Name : Bird_Pond_2022_46008"
"Setup Date (M/D/YYYY) : 6/16/2022"
"Setup Time (HH:MM:SS) : 11:37:49"
"Starting Date (M/D/YYYY) : 6/16/2022"
"Starting Time (HH:MM:SS) : 16:00:00"
"Stopping Date (M/D/YYYY) : 9/15/2022"
"Stopping Time (HH:MM:SS) : 12:00:00"
"Interval (HH:MM:SS) : 01:00:00"
"Sensor warmup (HH:MM:SS) : 00:00:30"
"Circltr warmup (HH:MM:SS) : 00:00:30"

"Date","Time","","Temp","","pH","","SpCond","","TurbSC","","LDO%",""
"M/D/YYYY","HH:MM:SS","","°C","","Units","","µS/cm","","NTU","","Sat",""

"Late probe turn on at 073022 095934"
"Power loss from 010170 000000 to 073022 095939"
"Late probe turn on at 073022 095939"
"Power loss from 010170 000000 to 073022 095944"
"Late probe turn on at 073022 095944"
"Power loss from 010170 000000 to 073022 095950"
"Late probe turn on at 073022 095950"
"Power loss from 010170 000000 to 073022 095955"
"Late probe turn on at 073022 095955"
"Power loss from 010170 000000 to 073022 100000"
"Late probe turn on at 073022 100000"
7/30/2022,10:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073022 105934"
"Late probe turn on at 073022 105934"
"Power loss from 010170 000000 to 073022 105939"
"Late probe turn on at 073022 105939"
"Power loss from 010170 000000 to 073022 105944"
"Late probe turn on at 073022 105944"
"Power loss from 010170 000000 to 073022 105949"
"Late probe turn on at 073022 105949"
"Power loss from 010170 000000 to 073022 105955"
"Late probe turn on at 073022 105955"
"Power loss from 010170 000000 to 073022 110000"
"Late probe turn on at 073022 110000"
7/30/2022,11:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073022 115934"
"Late probe turn on at 073022 115934"
"Power loss from 010170 000000 to 073022 115939"
"Late probe turn on at 073022 115939"
"Power loss from 010170 000000 to 073022 115944"
"Late probe turn on at 073022 115944"
"Power loss from 010170 000000 to 073022 115950"
"Late probe turn on at 073022 115950"
"Power loss from 010170 000000 to 073022 115955"
"Late probe turn on at 073022 115955"
"Power loss from 010170 000000 to 073022 120000"
"Late probe turn on at 073022 120000"
7/30/2022,12:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073022 125934"
"Late probe turn on at 073022 125934"
"Power loss from 010170 000000 to 073022 125939"
"Late probe turn on at 073022 125939"
"Power loss from 010170 000000 to 073022 125945"
"Late probe turn on at 073022 125945"
"Power loss from 010170 000000 to 073022 125950"
"Late probe turn on at 073022 125950"
"Power loss from 010170 000000 to 073022 125955"
"Late probe turn on at 073022 125955"
"Power loss from 010170 000000 to 073022 130000"
"Late probe turn on at 073022 130000"
7/30/2022,13:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073022 135934"
"Late probe turn on at 073022 135934"
"Power loss from 010170 000000 to 073022 135939"
"Late probe turn on at 073022 135939"
"Power loss from 010170 000000 to 073022 135944"
"Late probe turn on at 073022 135944"
"Power loss from 010170 000000 to 073022 135950"
"Late probe turn on at 073022 135950"
"Power loss from 010170 000000 to 073022 135955"
"Late probe turn on at 073022 135955"
"Power loss from 010170 000000 to 073022 140000"
"Late probe turn on at 073022 140000"
7/30/2022,14:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073022 145934"
"Late probe turn on at 073022 145934"
"Power loss from 010170 000000 to 073022 145939"
"Late probe turn on at 073022 145939"
"Power loss from 010170 000000 to 073022 145944"
"Late probe turn on at 073022 145944"
"Power loss from 010170 000000 to 073022 145949"
"Late probe turn on at 073022 145949"
"Power loss from 010170 000000 to 073022 145955"
"Late probe turn on at 073022 145955"
"Power loss from 010170 000000 to 073022 150000"
"Late probe turn on at 073022 150000"
7/30/2022,15:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073022 155934"
"Late probe turn on at 073022 155934"
"Power loss from 010170 000000 to 073022 155939"
"Late probe turn on at 073022 155939"
"Power loss from 010170 000000 to 073022 155944"
"Late probe turn on at 073022 155944"
"Power loss from 010170 000000 to 073022 155949"
"Late probe turn on at 073022 155949"
"Power loss from 010170 000000 to 073022 155955"
"Late probe turn on at 073022 155955"
"Power loss from 010170 000000 to 073022 160000"
"Late probe turn on at 073022 160000"
7/30/2022,16:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073022 165934"
"Late probe turn on at 073022 165934"
"Power loss from 010170 000000 to 073022 165939"
"Late probe turn on at 073022 165939"
"Power loss from 010170 000000 to 073022 165945"
"Late probe turn on at 073022 165945"
"Power loss from 010170 000000 to 073022 165950"
"Late probe turn on at 073022 165950"
"Power loss from 010170 000000 to 073022 165955"
"Late probe turn on at 073022 165955"
"Power loss from 010170 000000 to 073022 170000"
"Late probe turn on at 073022 170000"
7/30/2022,17:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073022 175934"
"Late probe turn on at 073022 175934"
"Power loss from 010170 000000 to 073022 175939"
"Late probe turn on at 073022 175939"
"Power loss from 010170 000000 to 073022 175944"
"Late probe turn on at 073022 175944"
"Power loss from 010170 000000 to 073022 175950"
"Late probe turn on at 073022 175950"
"Power loss from 010170 000000 to 073022 175955"
"Late probe turn on at 073022 175955"
"Power loss from 010170 000000 to 073022 180000"
"Late probe turn on at 073022 180000"
7/30/2022,18:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073022 185934"
"Late probe turn on at 073022 185934"
"Power loss from 010170 000000 to 073022 185939"
"Late probe turn on at 073022 185939"
"Power loss from 010170 000000 to 073022 185944"
"Late probe turn on at 073022 185944"
"Power loss from 010170 000000 to 073022 185949"
"Late probe turn on at 073022 185949"
"Power loss from 010170 000000 to 073022 185955"
"Late probe turn on at 073022 185955"
"Power loss from 010170 000000 to 073022 190000"
"Late probe turn on at 073022 190000"
7/30/2022,19:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073022 195934"
"Late probe turn on at 073022 195934"
"Power loss from 010170 000000 to 073022 195939"
"Late probe turn on at 073022 195939"
"Power loss from 010170 000000 to 073022 195944"
"Late probe turn on at 073022 195944"
"Power loss from 010170 000000 to 073022 195949"
"Late probe turn on at 073022 195949"
"Power loss from 010170 000000 to 073022 195955"
"Late probe turn on at 073022 195955"
"Power loss from 010170 000000 to 073022 200000"
"Late probe turn on at 073022 200000"
7/30/2022,20:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073022 205934"
"Late probe turn on at 073022 205934"
"Power loss from 010170 000000 to 073022 205939"
"Late probe turn on at 073022 205939"
"Power loss from 010170 000000 to 073022 205944"
"Late probe turn on at 073022 205944"
"Power loss from 010170 000000 to 073022 205950"
"Late probe turn on at 073022 205950"
"Power loss from 010170 000000 to 073022 205955"
"Late probe turn on at 073022 205955"
"Power loss from 010170 000000 to 073022 210000"
"Late probe turn on at 073022 210000"
7/30/2022,21:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073022 215934"
"Late probe turn on at 073022 215934"
"Power loss from 010170 000000 to 073022 215939"
"Late probe turn on at 073022 215939"
"Power loss from 010170 000000 to 073022 215944"
"Late probe turn on at 073022 215944"
"Power loss from 010170 000000 to 073022 215950"
"Late probe turn on at 073022 215950"
"Power loss from 010170 000000 to 073022 215955"
"Late probe turn on at 073022 215955"
"Power loss from 010170 000000 to 073022 220000"
"Late probe turn on at 073022 220000"
7/30/2022,22:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073022 225934"
"Late probe turn on at 073022 225934"
"Power loss from 010170 000000 to 073022 225939"
"Late probe turn on at 073022 225939"
"Power loss from 010170 000000 to 073022 225944"
"Late probe turn on at 073022 225944"
"Power loss from 010170 000000 to 073022 225949"
"Late probe turn on at 073022 225949"
"Power loss from 010170 000000 to 073022 225955"
"Late probe turn on at 073022 225955"
"Power loss from 010170 000000 to 073022 230000"
"Late probe turn on at 073022 230000"
7/30/2022,23:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073022 235934"
"Late probe turn on at 073022 235934"
"Power loss from 010170 000000 to 073022 235939"
"Late probe turn on at 073022 235939"
"Power loss from 010170 000000 to 073022 235944"
"Late probe turn on at 073022 235944"
"Power loss from 010170 000000 to 073022 235949"
"Late probe turn on at 073022 235949"
"Power loss from 010170 000000 to 073022 235955"
"Late probe turn on at 073022 235955"
"Power loss from 010170 000000 to 073122 000000"
"Late probe turn on at 073122 000000"
7/31/2022,00:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073122 005934"
"Late probe turn on at 073122 005934"
"Power loss from 010170 000000 to 073122 005939"
"Late probe turn on at 073122 005939"
"Power loss from 010170 000000 to 073122 005944"
"Late probe turn on at 073122 005944"
"Power loss from 010170 000000 to 073122 005950"
"Late probe turn on at 073122 005950"
"Power loss from 010170 000000 to 073122 005955"
"Late probe turn on at 073122 005955"
"Power loss from 010170 000000 to 073122 010000"
"Late probe turn on at 073122 010000"
7/31/2022,01:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073122 015934"
"Late probe turn on at 073122 015934"
"Power loss from 010170 000000 to 073122 015939"
"Late probe turn on at 073122 015939"
"Power loss from 010170 000000 to 073122 015944"
"Late probe turn on at 073122 015944"
"Power loss from 010170 000000 to 073122 015949"
"Late probe turn on at 073122 015949"
"Power loss from 010170 000000 to 073122 015955"
"Late probe turn on at 073122 015955"
"Power loss from 010170 000000 to 073122 020000"
"Late probe turn on at 073122 020000"
7/31/2022,02:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073122 025934"
"Late probe turn on at 073122 025934"
"Power loss from 010170 000000 to 073122 025939"
"Late probe turn on at 073122 025939"
"Power loss from 010170 000000 to 073122 025944"
"Late probe turn on at 073122 025944"
"Power loss from 010170 000000 to 073122 025949"
"Late probe turn on at 073122 025949"
"Power loss from 010170 000000 to 073122 025955"
"Late probe turn on at 073122 025955"
"Power loss from 010170 000000 to 073122 030000"
"Late probe turn on at 073122 030000"
7/31/2022,03:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073122 035934"
"Late probe turn on at 073122 035934"
"Power loss from 010170 000000 to 073122 035939"
"Late probe turn on at 073122 035939"
"Power loss from 010170 000000 to 073122 035944"
"Late probe turn on at 073122 035944"
"Power loss from 010170 000000 to 073122 035949"
"Late probe turn on at 073122 035949"
"Power loss from 010170 000000 to 073122 035955"
"Late probe turn on at 073122 035955"
"Power loss from 010170 000000 to 073122 040000"
"Late probe turn on at 073122 040000"
7/31/2022,04:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073122 045934"
"Late probe turn on at 073122 045934"
"Power loss from 010170 000000 to 073122 045939"
"Late probe turn on at 073122 045939"
"Power loss from 010170 000000 to 073122 045944"
"Late probe turn on at 073122 045944"
"Power loss from 010170 000000 to 073122 045950"
"Late probe turn on at 073122 045950"
"Power loss from 010170 000000 to 073122 045955"
"Late probe turn on at 073122 045955"
"Power loss from 010170 000000 to 073122 050000"
"Late probe turn on at 073122 050000"
7/31/2022,05:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073122 055934"
"Late probe turn on at 073122 055934"
"Power loss from 010170 000000 to 073122 055939"
"Late probe turn on at 073122 055939"
"Power loss from 010170 000000 to 073122 055944"
"Late probe turn on at 073122 055944"
"Power loss from 010170 000000 to 073122 055949"
"Late probe turn on at 073122 055949"
"Power loss from 010170 000000 to 073122 055955"
"Late probe turn on at 073122 055955"
"Power loss from 010170 000000 to 073122 060000"
"Late probe turn on at 073122 060000"
7/31/2022,06:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073122 065934"
"Late probe turn on at 073122 065934"
"Power loss from 010170 000000 to 073122 065939"
"Late probe turn on at 073122 065939"
"Power loss from 010170 000000 to 073122 065944"
"Late probe turn on at 073122 065944"
"Power loss from 010170 000000 to 073122 065949"
"Late probe turn on at 073122 065949"
"Power loss from 010170 000000 to 073122 065955"
"Late probe turn on at 073122 065955"
"Power loss from 010170 000000 to 073122 070000"
"Late probe turn on at 073122 070000"
7/31/2022,07:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073122 075934"
"Late probe turn on at 073122 075934"
"Power loss from 010170 000000 to 073122 075939"
"Late probe turn on at 073122 075939"
"Power loss from 010170 000000 to 073122 075944"
"Late probe turn on at 073122 075944"
"Power loss from 010170 000000 to 073122 075949"
"Late probe turn on at 073122 075949"
"Power loss from 010170 000000 to 073122 075955"
"Late probe turn on at 073122 075955"
"Power loss from 010170 000000 to 073122 080000"
"Late probe turn on at 073122 080000"
7/31/2022,08:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073122 085934"
"Late probe turn on at 073122 085934"
"Power loss from 010170 000000 to 073122 085939"
"Late probe turn on at 073122 085939"
"Power loss from 010170 000000 to 073122 085944"
"Late probe turn on at 073122 085944"
"Power loss from 010170 000000 to 073122 085950"
"Late probe turn on at 073122 085950"
"Power loss from 010170 000000 to 073122 085955"
"Late probe turn on at 073122 085955"
"Power loss from 010170 000000 to 073122 090000"
"Late probe turn on at 073122 090000"
7/31/2022,09:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073122 095934"
"Late probe turn on at 073122 095934"
"Power loss from 010170 000000 to 073122 095939"
"Late probe turn on at 073122 095939"
"Power loss from 010170 000000 to 073122 095944"
"Late probe turn on at 073122 095944"
"Power loss from 010170 000000 to 073122 095949"
"Late probe turn on at 073122 095949"
"Power loss from 010170 000000 to 073122 095955"
"Late probe turn on at 073122 095955"
"Power loss from 010170 000000 to 073122 100000"
"Late probe turn on at 073122 100000"
7/31/2022,10:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073122 105934"
"Late probe turn on at 073122 105934"
"Power loss from 010170 000000 to 073122 105939"
"Late probe turn on at 073122 105939"
"Power loss from 010170 000000 to 073122 105944"
"Late probe turn on at 073122 105944"
"Power loss from 010170 000000 to 073122 105949"
"Late probe turn on at 073122 105949"
"Power loss from 010170 000000 to 073122 105954"
"Late probe turn on at 073122 105954"
"Power loss from 010170 000000 to 073122 110000"
"Late probe turn on at 073122 110000"
7/31/2022,11:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073122 115934"
"Late probe turn on at 073122 115934"
"Power loss from 010170 000000 to 073122 115939"
"Late probe turn on at 073122 115939"
"Power loss from 010170 000000 to 073122 115944"
"Late probe turn on at 073122 115944"
"Power loss from 010170 000000 to 073122 115949"
"Late probe turn on at 073122 115949"
"Power loss from 010170 000000 to 073122 115955"
"Late probe turn on at 073122 115955"
"Power loss from 010170 000000 to 073122 120000"
"Late probe turn on at 073122 120000"
7/31/2022,12:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073122 125934"
"Late probe turn on at 073122 125934"
"Power loss from 010170 000000 to 073122 125939"
"Late probe turn on at 073122 125939"
"Power loss from 010170 000000 to 073122 125944"
"Late probe turn on at 073122 125944"
"Power loss from 010170 000000 to 073122 125950"
"Late probe turn on at 073122 125950"
"Power loss from 010170 000000 to 073122 125955"
"Late probe turn on at 073122 125955"
"Power loss from 010170 000000 to 073122 130000"
"Late probe turn on at 073122 130000"
7/31/2022,13:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073122 135934"
"Late probe turn on at 073122 135934"
"Power loss from 010170 000000 to 073122 135939"
"Late probe turn on at 073122 135939"
"Power loss from 010170 000000 to 073122 135944"
"Late probe turn on at 073122 135944"
"Power loss from 010170 000000 to 073122 135949"
"Late probe turn on at 073122 135949"
"Power loss from 010170 000000 to 073122 135955"
"Late probe turn on at 073122 135955"
"Power loss from 010170 000000 to 073122 140000"
"Late probe turn on at 073122 140000"
7/31/2022,14:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073122 145934"
"Late probe turn on at 073122 145934"
"Power loss from 010170 000000 to 073122 145939"
"Late probe turn on at 073122 145939"
"Power loss from 010170 000000 to 073122 145944"
"Late probe turn on at 073122 145944"
"Power loss from 010170 000000 to 073122 145949"
"Late probe turn on at 073122 145949"
"Power loss from 010170 000000 to 073122 145955"
"Late probe turn on at 073122 145955"
"Power loss from 010170 000000 to 073122 150000"
"Late probe turn on at 073122 150000"
7/31/2022,15:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073122 155934"
"Late probe turn on at 073122 155934"
"Power loss from 010170 000000 to 073122 155939"
"Late probe turn on at 073122 155939"
"Power loss from 010170 000000 to 073122 155944"
"Late probe turn on at 073122 155944"
"Power loss from 010170 000000 to 073122 155949"
"Late probe turn on at 073122 155949"
"Power loss from 010170 000000 to 073122 155955"
"Late probe turn on at 073122 155955"
"Power loss from 010170 000000 to 073122 160000"
"Late probe turn on at 073122 160000"
7/31/2022,16:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073122 165934"
"Late probe turn on at 073122 165934"
"Power loss from 010170 000000 to 073122 165939"
"Late probe turn on at 073122 165939"
"Power loss from 010170 000000 to 073122 165944"
"Late probe turn on at 073122 165944"
"Power loss from 010170 000000 to 073122 165950"
"Late probe turn on at 073122 165950"
"Power loss from 010170 000000 to 073122 165955"
"Late probe turn on at 073122 165955"
"Power loss from 010170 000000 to 073122 170000"
"Late probe turn on at 073122 170000"
7/31/2022,17:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073122 175934"
"Late probe turn on at 073122 175934"
"Power loss from 010170 000000 to 073122 175939"
"Late probe turn on at 073122 175939"
"Power loss from 010170 000000 to 073122 175944"
"Late probe turn on at 073122 175944"
"Power loss from 010170 000000 to 073122 175949"
"Late probe turn on at 073122 175949"
"Power loss from 010170 000000 to 073122 175955"
"Late probe turn on at 073122 175955"
"Power loss from 010170 000000 to 073122 180000"
"Late probe turn on at 073122 180000"
7/31/2022,18:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073122 185934"
"Late probe turn on at 073122 185934"
"Power loss from 010170 000000 to 073122 185939"
"Late probe turn on at 073122 185939"
"Power loss from 010170 000000 to 073122 185944"
"Late probe turn on at 073122 185944"
"Power loss from 010170 000000 to 073122 185950"
"Late probe turn on at 073122 185950"
"Power loss from 010170 000000 to 073122 185955"
"Late probe turn on at 073122 185955"
"Power loss from 010170 000000 to 073122 190000"
"Late probe turn on at 073122 190000"
7/31/2022,19:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073122 195934"
"Late probe turn on at 073122 195934"
"Power loss from 010170 000000 to 073122 195939"
"Late probe turn on at 073122 195939"
"Power loss from 010170 000000 to 073122 195944"
"Late probe turn on at 073122 195944"
"Power loss from 010170 000000 to 073122 195949"
"Late probe turn on at 073122 195949"
"Power loss from 010170 000000 to 073122 195955"
"Late probe turn on at 073122 195955"
"Power loss from 010170 000000 to 073122 200000"
"Late probe turn on at 073122 200000"
7/31/2022,20:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073122 205934"
"Late probe turn on at 073122 205934"
"Power loss from 010170 000000 to 073122 205939"
"Late probe turn on at 073122 205939"
"Power loss from 010170 000000 to 073122 205944"
"Late probe turn on at 073122 205944"
"Power loss from 010170 000000 to 073122 205950"
"Late probe turn on at 073122 205950"
"Power loss from 010170 000000 to 073122 205955"
"Late probe turn on at 073122 205955"
"Power loss from 010170 000000 to 073122 210000"
"Late probe turn on at 073122 210000"
7/31/2022,21:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073122 215934"
"Late probe turn on at 073122 215934"
"Power loss from 010170 000000 to 073122 215939"
"Late probe turn on at 073122 215939"
"Power loss from 010170 000000 to 073122 215944"
"Late probe turn on at 073122 215944"
"Power loss from 010170 000000 to 073122 215949"
"Late probe turn on at 073122 215949"
"Power loss from 010170 000000 to 073122 215955"
"Late probe turn on at 073122 215955"
"Power loss from 010170 000000 to 073122 220000"
"Late probe turn on at 073122 220000"
7/31/2022,22:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073122 225934"
"Late probe turn on at 073122 225934"
"Power loss from 010170 000000 to 073122 225939"
"Late probe turn on at 073122 225939"
"Power loss from 010170 000000 to 073122 225944"
"Late probe turn on at 073122 225944"
"Power loss from 010170 000000 to 073122 225949"
"Late probe turn on at 073122 225949"
"Power loss from 010170 000000 to 073122 225955"
"Late probe turn on at 073122 225955"
"Power loss from 010170 000000 to 073122 230000"
"Late probe turn on at 073122 230000"
7/31/2022,23:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 073122 235934"
"Late probe turn on at 073122 235934"
"Power loss from 010170 000000 to 073122 235939"
"Late probe turn on at 073122 235939"
"Power loss from 010170 000000 to 073122 235944"
"Late probe turn on at 073122 235944"
"Power loss from 010170 000000 to 073122 235949"
"Late probe turn on at 073122 235949"
"Power loss from 010170 000000 to 073122 235955"
"Late probe turn on at 073122 235955"
"Power loss from 010170 000000 to 080122 000000"
"Late probe turn on at 080122 000000"
8/1/2022,00:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 080122 005934"
"Late probe turn on at 080122 005934"
"Power loss from 010170 000000 to 080122 005939"
"Late probe turn on at 080122 005939"
"Power loss from 010170 000000 to 080122 005944"
"Late probe turn on at 080122 005944"
"Power loss from 010170 000000 to 080122 005950"
"Late probe turn on at 080122 005950"
"Power loss from 010170 000000 to 080122 005955"
"Late probe turn on at 080122 005955"
"Power loss from 010170 000000 to 080122 010000"
"Late probe turn on at 080122 010000"
8/1/2022,01:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 080122 015934"
"Late probe turn on at 080122 015934"
"Power loss from 010170 000000 to 080122 015939"
"Late probe turn on at 080122 015939"
"Power loss from 010170 000000 to 080122 015944"
"Late probe turn on at 080122 015944"
"Power loss from 010170 000000 to 080122 015949"
"Late probe turn on at 080122 015949"
"Power loss from 010170 000000 to 080122 015955"
"Late probe turn on at 080122 015955"
"Power loss from 010170 000000 to 080122 020000"
"Late probe turn on at 080122 020000"
8/1/2022,02:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 080122 025934"
"Late probe turn on at 080122 025934"
"Power loss from 010170 000000 to 080122 025939"
"Late probe turn on at 080122 025939"
"Power loss from 010170 000000 to 080122 025944"
"Late probe turn on at 080122 025944"
"Power loss from 010170 000000 to 080122 025949"
"Late probe turn on at 080122 025949"
"Power loss from 010170 000000 to 080122 025955"
"Late probe turn on at 080122 025955"
"Power loss from 010170 000000 to 080122 030000"
"Late probe turn on at 080122 030000"
8/1/2022,03:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 080122 035934"
"Late probe turn on at 080122 035934"
"Power loss from 010170 000000 to 080122 035939"
"Late probe turn on at 080122 035939"
"Power loss from 010170 000000 to 080122 035944"
"Late probe turn on at 080122 035944"
"Power loss from 010170 000000 to 080122 035949"
"Late probe turn on at 080122 035949"
"Power loss from 010170 000000 to 080122 035955"
"Late probe turn on at 080122 035955"
"Power loss from 010170 000000 to 080122 040000"
"Late probe turn on at 080122 040000"
8/1/2022,04:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 080122 045934"
"Late probe turn on at 080122 045934"
"Power loss from 010170 000000 to 080122 045939"
"Late probe turn on at 080122 045939"
"Power loss from 010170 000000 to 080122 045944"
"Late probe turn on at 080122 045944"
"Power loss from 010170 000000 to 080122 045950"
"Late probe turn on at 080122 045950"
"Power loss from 010170 000000 to 080122 045955"
"Late probe turn on at 080122 045955"
"Power loss from 010170 000000 to 080122 050000"
"Late probe turn on at 080122 050000"
8/1/2022,05:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 080122 055934"
"Late probe turn on at 080122 055934"
"Power loss from 010170 000000 to 080122 055939"
"Late probe turn on at 080122 055939"
"Power loss from 010170 000000 to 080122 055944"
"Late probe turn on at 080122 055944"
"Power loss from 010170 000000 to 080122 055949"
"Late probe turn on at 080122 055949"
"Power loss from 010170 000000 to 080122 055955"
"Late probe turn on at 080122 055955"
"Power loss from 010170 000000 to 080122 060000"
"Late probe turn on at 080122 060000"
8/1/2022,06:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 080122 065933"
"Late probe turn on at 080122 065933"
"Power loss from 010170 000000 to 080122 065939"
"Late probe turn on at 080122 065939"
"Power loss from 010170 000000 to 080122 065944"
"Late probe turn on at 080122 065944"
"Power loss from 010170 000000 to 080122 065949"
"Late probe turn on at 080122 065949"
"Power loss from 010170 000000 to 080122 065955"
"Late probe turn on at 080122 065955"
"Power loss from 010170 000000 to 080122 070000"
"Late probe turn on at 080122 070000"
8/1/2022,07:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 080122 075933"
"Late probe turn on at 080122 075933"
"Power loss from 010170 000000 to 080122 075939"
"Late probe turn on at 080122 075939"
"Power loss from 010170 000000 to 080122 075944"
"Late probe turn on at 080122 075944"
"Power loss from 010170 000000 to 080122 075949"
"Late probe turn on at 080122 075949"
"Power loss from 010170 000000 to 080122 075954"
"Late probe turn on at 080122 075954"
"Power loss from 010170 000000 to 080122 080000"
"Late probe turn on at 080122 080000"
8/1/2022,08:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 080122 085933"
"Late probe turn on at 080122 085933"
"Power loss from 010170 000000 to 080122 085939"
"Late probe turn on at 080122 085939"
"Power loss from 010170 000000 to 080122 085944"
"Late probe turn on at 080122 085944"
"Power loss from 010170 000000 to 080122 085950"
"Late probe turn on at 080122 085950"
"Power loss from 010170 000000 to 080122 085955"
"Late probe turn on at 080122 085955"
"Power loss from 010170 000000 to 080122 090000"
"Late probe turn on at 080122 090000"
8/1/2022,09:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 080122 095934"
"Late probe turn on at 080122 095934"
"Power loss from 010170 000000 to 080122 095939"
"Late probe turn on at 080122 095939"
"Power loss from 010170 000000 to 080122 095944"
"Late probe turn on at 080122 095944"
"Power loss from 010170 000000 to 080122 095949"
"Late probe turn on at 080122 095949"
"Power loss from 010170 000000 to 080122 095955"
"Late probe turn on at 080122 095955"
"Power loss from 010170 000000 to 080122 100000"
"Late probe turn on at 080122 100000"
8/1/2022,10:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 080122 105934"
"Late probe turn on at 080122 105934"
"Power loss from 010170 000000 to 080122 105939"
"Late probe turn on at 080122 105939"
"Power loss from 010170 000000 to 080122 105944"
"Late probe turn on at 080122 105944"
"Power loss from 010170 000000 to 080122 105949"
