Hydrolab MS5 46008
"Log File Name : Bird_Pond_2022_46008"
"Setup Date (M/D/YYYY) : 6/16/2022"
"Setup Time (HH:MM:SS) : 11:37:49"
"Starting Date (M/D/YYYY) : 6/16/2022"
"Starting Time (HH:MM:SS) : 16:00:00"
"Stopping Date (M/D/YYYY) : 9/15/2022"
"Stopping Time (HH:MM:SS) : 12:00:00"
"Interval (HH:MM:SS) : 01:00:00"
"Sensor warmup (HH:MM:SS) : 00:00:30"
"Circltr warmup (HH:MM:SS) : 00:00:30"

"Date","Time","","Temp","","pH","","SpCond","","TurbSC","","LDO%",""
"M/D/YYYY","HH:MM:SS","","°C","","Units","","µS/cm","","NTU","","Sat",""

7/13/2022,09:00:00,"","19.26","","6.84","","82","","3000.0","#","69.3",""
7/13/2022,10:00:00,"","19.25","","7.03","","79","","3000.0","#","80.5",""
7/13/2022,11:00:00,"","19.26","","7.12","","84","","3000.0","#","81.9",""
7/13/2022,12:00:00,"","19.26","","7.28","","85","","3000.0","#","86.3",""
7/13/2022,13:00:00,"","19.28","","7.31","","85","","3000.0","#","85.6",""
7/13/2022,14:00:00,"","19.25","","7.13","","88","","3000.0","#","76.5",""
7/13/2022,15:00:00,"","19.28","","7.29","","86","","3000.0","#","86.9",""
7/13/2022,16:00:00,"","19.33","","7.32","","87","","3000.0","#","88.0",""
7/13/2022,17:00:00,"","19.34","","7.14","","87","","3000.0","#","84.3",""
7/13/2022,18:00:00,"","19.36","","7.14","","88","","3000.0","#","81.5",""
7/13/2022,19:00:00,"","19.33","","7.04","","89","","3000.0","#","78.0",""
7/13/2022,20:00:00,"","19.30","","7.17","","93","","3000.0","#","85.5",""
7/13/2022,21:00:00,"","19.28","","6.99","","95","","3000.0","#","77.4",""
7/13/2022,22:00:00,"","19.25","","6.85","","98","","3000.0","#","69.9",""
7/13/2022,23:00:00,"","19.21","","6.84","","101","","3000.0","#","46.4",""
7/14/2022,00:00:00,"","19.18","","6.81","","106","","3000.0","#","70.1",""
7/14/2022,01:00:00,"","19.15","","6.82","","98","","3000.0","#","11.7",""
7/14/2022,02:00:00,"","19.12","","6.89","","97","","3000.0","#","81.7",""
7/14/2022,03:00:00,"","19.08","","6.81","","89","","3000.0","#","11.9",""
7/14/2022,04:00:00,"","19.05","","6.83","","90","","3000.0","#","78.8",""
7/14/2022,05:00:00,"","19.02","","6.80","","94","","3000.0","#","25.4",""
7/14/2022,06:00:00,"","18.99","","6.79","","90","","3000.0","#","43.7",""
7/14/2022,07:00:00,"","18.96","","6.78","","89","","3000.0","#","18.3",""
7/14/2022,08:00:00,"","18.96","","6.77","","81","","3000.0","#","39.1",""
7/14/2022,09:00:00,"","18.95","","6.77","","84","","3000.0","#","27.8",""
7/14/2022,10:00:00,"","18.96","","6.76","","83","","3000.0","#","46.0",""
7/14/2022,11:00:00,"","19.01","","6.82","","86","","3000.0","#","78.1",""
7/14/2022,12:00:00,"","18.98","","6.99","","86","","3000.0","#","81.2",""
7/14/2022,13:00:00,"","19.01","","7.04","","83","","3000.0","#","82.9",""
7/14/2022,14:00:00,"","19.06","","6.88","","86","","3000.0","#","73.9",""
7/14/2022,15:00:00,"","19.11","","7.08","","85","","3000.0","#","86.5",""
7/14/2022,16:00:00,"","19.31","","6.90","","86","","3000.0","#","65.5",""
7/14/2022,17:00:00,"","19.34","","7.09","","87","","3000.0","#","86.7",""
7/14/2022,18:00:00,"","19.40","","6.97","","87","","3000.0","#","75.0",""
7/14/2022,19:00:00,"","19.75","","7.32","","86","","3000.0","#","91.2",""
7/14/2022,20:00:00,"","19.73","","7.32","","86","","3000.0","#","90.5",""
7/14/2022,21:00:00,"","19.77","","6.96","","86","","3000.0","#","74.2",""
7/14/2022,22:00:00,"","19.67","","6.86","","87","","3000.0","#","64.8",""
7/14/2022,23:00:00,"","19.57","","6.88","","97","","3000.0","#","87.0",""
7/15/2022,00:00:00,"","19.46","","6.83","","93","","3000.0","#","17.6",""
7/15/2022,01:00:00,"","19.38","","6.79","","94","","3000.0","#","56.7",""
7/15/2022,02:00:00,"","19.32","","6.77","","91","","3000.0","#","43.2",""
7/15/2022,03:00:00,"","19.25","","6.77","","93","","3000.0","#","15.7",""
7/15/2022,04:00:00,"","19.18","","6.78","","92","","3000.0","#","13.1",""
7/15/2022,05:00:00,"","19.13","","6.74","","89","","3000.0","#","37.8",""
7/15/2022,06:00:00,"","19.09","","6.74","","94","","2863.0","","31.7",""
7/15/2022,07:00:00,"","19.06","","6.75","","86","","2942.0","","39.6",""
7/15/2022,08:00:00,"","19.05","","6.78","","96","","2944.0","","74.9",""
7/15/2022,09:00:00,"","19.05","","6.77","","80","","2924.0","","56.7",""
7/15/2022,10:00:00,"","19.05","","6.75","","76","","2871.0","","26.6",""
7/15/2022,11:00:00,"","19.04","","6.72","","79","","2794.0","","28.0",""
7/15/2022,12:00:00,"","19.02","","6.72","","85","","2774.0","","60.1",""
7/15/2022,13:00:00,"","19.00","","6.74","","87","","2765.0","","0.0",""
7/15/2022,14:00:00,"","18.99","","6.76","","88","","2795.0","","71.0",""
7/15/2022,15:00:00,"","18.98","","6.82","","87","","2666.0","","85.3",""
7/15/2022,16:00:00,"","18.96","","6.78","","86","","2770.0","","60.8",""
7/15/2022,17:00:00,"","18.95","","6.77","","86","","2749.0","","62.4",""
7/15/2022,18:00:00,"","18.94","","6.76","","90","","2782.0","","64.6",""
7/15/2022,19:00:00,"","18.93","","6.74","","96","","2726.0","","72.2",""
7/15/2022,20:00:00,"","18.90","","6.81","","94","","2738.0","","80.5",""
7/15/2022,21:00:00,"","18.86","","6.78","","87","","2680.0","","59.6",""
7/15/2022,22:00:00,"","18.82","","7.06","","87","","2689.0","","86.4",""
7/15/2022,23:00:00,"","18.78","","6.80","","87","","2646.0","","51.6",""
7/16/2022,00:00:00,"","18.74","","6.79","","90","","2624.0","","69.7",""
7/16/2022,01:00:00,"","18.71","","6.78","","95","","2639.0","","0.0",""
7/16/2022,02:00:00,"","18.68","","6.77","","91","","2650.0","","0.0",""
7/16/2022,03:00:00,"","18.64","","6.76","","86","","2616.0","","0.0",""
7/16/2022,04:00:00,"","18.61","","6.77","","91","","2523.0","","0.0",""
7/16/2022,05:00:00,"","18.57","","6.75","","93","","2511.0","","0.0",""
7/16/2022,06:00:00,"","18.54","","6.73","","92","","2474.0","","0.0",""
7/16/2022,07:00:00,"","18.51","","6.73","","85","","2299.0","","0.0",""
7/16/2022,08:00:00,"","18.49","","6.72","","84","","2362.0","","0.0",""
7/16/2022,09:00:00,"","18.48","","6.73","","86","","2307.0","","0.0",""
7/16/2022,10:00:00,"","18.47","","6.70","","81","","2297.0","","0.0",""
7/16/2022,11:00:00,"","18.47","","6.69","","91","","2277.0","","0.0",""
7/16/2022,12:00:00,"","18.48","","6.69","","81","","2279.0","","0.0",""
7/16/2022,13:00:00,"","18.46","","6.69","","89","","2268.0","","0.0",""
7/16/2022,14:00:00,"","18.43","","6.67","","94","","2279.0","","0.0",""
7/16/2022,15:00:00,"","18.43","","6.75","","101","","2261.0","","0.0",""
7/16/2022,16:00:00,"","18.46","","6.85","","81","","2265.0","","0.0",""
7/16/2022,17:00:00,"","18.51","","6.76","","75","","2293.0","","0.0",""
7/16/2022,18:00:00,"","18.50","","6.72","","75","","2271.0","","0.0",""
7/16/2022,19:00:00,"","18.59","","6.72","","86","","2256.0","","0.0",""
7/16/2022,20:00:00,"","18.58","","6.83","","86","","2251.0","","0.0",""
7/16/2022,21:00:00,"","18.53","","6.78","","88","","2236.0","","0.0",""
7/16/2022,22:00:00,"","18.62","","6.79","","92","","2192.0","","0.0",""
7/16/2022,23:00:00,"","18.58","","6.79","","102","","2233.0","","0.0",""
7/17/2022,00:00:00,"","18.54","","6.77","","97","","2195.0","","0.0",""
7/17/2022,01:00:00,"","18.49","","6.76","","103","","2223.0","","0.0",""
7/17/2022,02:00:00,"","18.45","","6.76","","91","","2185.0","","0.0",""
7/17/2022,03:00:00,"","18.41","","6.75","","87","","2158.0","","0.0",""
7/17/2022,04:00:00,"","18.38","","6.74","","86","","2132.0","","0.0",""
7/17/2022,05:00:00,"","18.36","","6.72","","89","","2116.0","","0.0",""
7/17/2022,06:00:00,"","18.33","","6.71","","87","","2109.0","","0.0",""
7/17/2022,07:00:00,"","18.30","","6.75","","85","","2035.0","","0.0",""
7/17/2022,08:00:00,"","18.28","","6.74","","91","","2110.0","","0.0",""
7/17/2022,09:00:00,"","18.27","","6.76","","94","","2075.0","","0.0",""
7/17/2022,10:00:00,"","18.25","","6.72","","88","","2046.0","","0.0",""
7/17/2022,11:00:00,"","18.23","","6.72","","87","","2045.0","","0.0",""
7/17/2022,12:00:00,"","18.26","","6.71","","75","","2044.0","","0.0",""
7/17/2022,13:00:00,"","18.30","","6.69","","75","","2066.0","","0.0",""
7/17/2022,14:00:00,"","18.32","","6.69","","76","","2029.0","","0.0",""
7/17/2022,15:00:00,"","18.36","","6.71","","82","","2006.0","","0.0",""
7/17/2022,16:00:00,"","18.37","","7.15","","83","","2009.0","","0.0",""
7/17/2022,17:00:00,"","18.39","","7.33","","85","","1958.0","","0.0",""
7/17/2022,18:00:00,"","18.41","","7.15","","85","","1963.0","","0.0",""
7/17/2022,19:00:00,"","18.42","","7.06","","85","","1968.0","","0.0",""
7/17/2022,20:00:00,"","18.41","","6.97","","85","","1975.0","","0.0",""
7/17/2022,21:00:00,"","18.38","","7.03","","86","","1997.0","","0.0",""
7/17/2022,22:00:00,"","18.35","","6.95","","86","","1986.0","","0.0",""
7/17/2022,23:00:00,"","18.31","","6.96","","86","","2007.0","","0.0",""
7/18/2022,00:00:00,"","18.26","","6.90","","86","","2009.0","","0.0",""
7/18/2022,01:00:00,"","18.22","","6.95","","86","","2011.0","","0.0",""
7/18/2022,02:00:00,"","18.17","","6.96","","85","","1992.0","","0.0",""
7/18/2022,03:00:00,"","18.12","","7.04","","85","","1995.0","","0.0",""
7/18/2022,04:00:00,"","18.05","","7.11","","85","","1995.0","","0.0",""
7/18/2022,05:00:00,"","17.98","","7.24","","85","","1980.0","","0.0",""
7/18/2022,06:00:00,"","17.93","","7.17","","85","","1978.0","","0.0",""
7/18/2022,07:00:00,"","17.88","","7.27","","86","","1980.0","","0.0",""
7/18/2022,08:00:00,"","17.84","","7.28","","85","","2001.0","","0.0",""
7/18/2022,09:00:00,"","17.83","","7.27","","85","","2004.0","","0.0",""
7/18/2022,10:00:00,"","17.79","","7.29","","86","","1969.0","","0.0",""
7/18/2022,11:00:00,"","17.81","","7.40","","85","","1970.0","","0.0",""
7/18/2022,12:00:00,"","17.87","","7.48","","85","","1984.0","","0.0",""
7/18/2022,13:00:00,"","17.90","","7.49","","85","","1959.0","","0.0",""
7/18/2022,14:00:00,"","18.10","","7.52","","85","","1946.0","","0.0",""
7/18/2022,15:00:00,"","18.21","","7.55","","85","","1929.0","","0.0",""
7/18/2022,16:00:00,"","18.28","","7.53","","85","","1942.0","","0.0",""
7/18/2022,17:00:00,"","18.37","","7.59","","85","","1935.0","","0.0",""
7/18/2022,18:00:00,"","18.39","","7.61","","86","","1938.0","","0.0",""
7/18/2022,19:00:00,"","18.41","","7.56","","85","","1934.0","","0.0",""
7/18/2022,20:00:00,"","18.33","","7.44","","86","","1932.0","","0.0",""
7/18/2022,21:00:00,"","18.31","","7.41","","85","","1895.0","","0.0",""
7/18/2022,22:00:00,"","18.29","","7.28","","86","","1868.0","","0.0",""
7/18/2022,23:00:00,"","18.28","","7.36","","86","","1840.0","","0.0",""
7/19/2022,00:00:00,"","18.17","","7.30","","86","","1841.0","","0.0",""
7/19/2022,01:00:00,"","18.08","","7.26","","85","","1877.0","","0.0",""
7/19/2022,02:00:00,"","18.03","","7.10","","85","","1819.0","","0.0",""
7/19/2022,03:00:00,"","17.93","","7.18","","85","","1853.0","","0.0",""
7/19/2022,04:00:00,"","17.87","","7.42","","85","","1741.0","","0.0",""
7/19/2022,05:00:00,"","17.85","","7.29","","85","","1724.0","","0.0",""
7/19/2022,06:00:00,"","17.80","","7.19","","85","","1706.0","","0.0",""
7/19/2022,07:00:00,"","17.75","","7.23","","86","","1727.0","","0.0",""
7/19/2022,08:00:00,"","17.73","","7.06","","85","","1695.0","","0.0",""
7/19/2022,09:00:00,"","17.69","","7.19","","85","","1718.0","","0.0",""
7/19/2022,10:00:00,"","17.65","","7.31","","85","","1697.0","","0.0",""
7/19/2022,11:00:00,"","17.62","","7.21","","84","","1685.0","","0.0",""
7/19/2022,12:00:00,"","17.59","","7.15","","87","","1676.0","","0.0",""
7/19/2022,13:00:00,"","17.59","","7.08","","82","","1727.0","","0.0",""
7/19/2022,14:00:00,"","17.57","","7.16","","84","","1613.0","","0.0",""
7/19/2022,15:00:00,"","17.56","","7.07","","84","","1600.0","","0.0",""
7/19/2022,16:00:00,"","17.55","","7.02","","85","","1601.0","","0.0",""
7/19/2022,17:00:00,"","17.55","","6.99","","84","","1572.0","","0.0",""
7/19/2022,18:00:00,"","17.52","","7.03","","86","","1461.0","","0.0",""
7/19/2022,19:00:00,"","17.50","","6.90","","86","","1586.0","","0.0",""
7/19/2022,20:00:00,"","17.47","","6.88","","87","","853.0","","0.0",""
7/19/2022,21:00:00,"","17.45","","6.86","","91","","1478.0","","0.0",""
7/19/2022,22:00:00,"","17.42","","6.86","","96","","1004.0","","0.0",""
7/19/2022,23:00:00,"","17.39","","6.85","","105","","911.0","","0.0",""
7/20/2022,00:00:00,"","17.36","","6.85","","109","","962.0","","0.0",""
7/20/2022,01:00:00,"","17.32","","6.82","","111","","757.0","","0.0",""
7/20/2022,02:00:00,"","17.30","","6.82","","110","","782.0","","0.0",""
7/20/2022,03:00:00,"","17.27","","6.81","","106","","672.0","","0.0",""
7/20/2022,04:00:00,"","17.25","","6.83","","110","","584.0","","0.0",""
7/20/2022,05:00:00,"","17.21","","6.80","","93","","399.2","","0.0",""
7/20/2022,06:00:00,"","17.19","","6.79","","97","","346.7","","0.0",""
7/20/2022,07:00:00,"","17.17","","6.80","","98","","451.0","","0.0",""
7/20/2022,08:00:00,"","17.18","","6.78","","90","","205.4","","0.0",""
7/20/2022,09:00:00,"","17.19","","6.80","","97","","237.2","","0.0",""
7/20/2022,10:00:00,"","17.20","","6.78","","82","","322.4","","0.0",""
7/20/2022,11:00:00,"","17.23","","6.80","","84","","266.4","","0.0",""
7/20/2022,12:00:00,"","17.25","","6.78","","75","","225.8","","0.0",""
7/20/2022,13:00:00,"","17.30","","6.79","","73","","251.8","","0.0",""
7/20/2022,14:00:00,"","17.34","","6.86","","79","","168.3","","0.0",""
7/20/2022,15:00:00,"","17.42","","7.40","","85","","111.8","","0.0",""
7/20/2022,16:00:00,"","17.34","","7.14","","87","","140.2","","0.0",""
7/20/2022,17:00:00,"","17.43","","7.14","","87","","149.7","","0.0",""
7/20/2022,18:00:00,"","17.40","","6.94","","81","","85.6","","0.0",""
7/20/2022,19:00:00,"","17.37","","7.20","","88","","85.2","","0.0",""
7/20/2022,20:00:00,"","17.37","","7.00","","89","","123.5","","0.0",""
7/20/2022,21:00:00,"","17.35","","6.90","","89","","78.7","","0.0",""
7/20/2022,22:00:00,"","17.31","","6.88","","97","","116.0","","0.0",""
7/20/2022,23:00:00,"","17.28","","6.87","","102","","100.1","","0.0",""
7/21/2022,00:00:00,"","17.24","","6.86","","105","","108.3","","0.0",""
7/21/2022,01:00:00,"","17.20","","6.84","","101","","96.5","","0.0",""
7/21/2022,02:00:00,"","17.17","","6.83","","91","","88.5","","0.0",""
7/21/2022,03:00:00,"","17.14","","6.82","","94","","98.9","","0.0",""
7/21/2022,04:00:00,"","17.11","","6.81","","90","","76.3","","0.0",""
7/21/2022,05:00:00,"","17.09","","6.81","","90","","55.5","","0.0",""
7/21/2022,06:00:00,"","17.07","","6.80","","96","","52.9","","0.0",""
"Power loss from 010170 000000 to 072122 070001"
7/21/2022,08:00:00,"","17.03","","6.79","","87","","43.9","","0.0",""
7/21/2022,09:00:00,"","17.03","","6.77","","94","","44.5","","0.0",""
7/21/2022,10:00:00,"","17.01","","6.76","","81","","58.6","","0.0",""
"Power loss from 010170 000000 to 072122 110001"
7/21/2022,12:00:00,"","17.06","","6.75","","88","","56.0","","0.0",""
"Power loss from 010170 000000 to 072122 135957"
"Late probe turn on at 072122 135957"
7/21/2022,14:00:02,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 072122 165958"
"Late probe turn on at 072122 165958"
7/21/2022,17:00:02,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 072122 185952"
"Late probe turn on at 072122 185952"
"Power loss from 010170 000000 to 072122 195949"
"Late probe turn on at 072122 195949"
"Power loss from 010170 000000 to 072122 195959"
"Late probe turn on at 072122 195959"
7/21/2022,20:00:03,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 072122 205951"
"Late probe turn on at 072122 205951"
"Power loss from 010170 000000 to 072122 215949"
"Late probe turn on at 072122 215949"
"Power loss from 010170 000000 to 072122 220000"
"Late probe turn on at 072122 220000"
7/21/2022,22:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 072122 225952"
"Late probe turn on at 072122 225952"
"Power loss from 010170 000000 to 072122 235949"
"Late probe turn on at 072122 235949"
"Power loss from 010170 000000 to 072222 000000"
"Late probe turn on at 072222 000000"
7/22/2022,00:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 072222 005940"
"Late probe turn on at 072222 005940"
"Power loss from 010170 000000 to 072222 005949"
"Late probe turn on at 072222 005949"
"Power loss from 010170 000000 to 072222 005957"
"Late probe turn on at 072222 005957"
7/22/2022,01:00:01,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 072222 015940"
"Late probe turn on at 072222 015940"
"Power loss from 010170 000000 to 072222 015949"
"Late probe turn on at 072222 015949"
"Power loss from 010170 000000 to 072222 015957"
"Late probe turn on at 072222 015957"
7/22/2022,02:00:01,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 072222 025937"
"Late probe turn on at 072222 025937"
"Power loss from 010170 000000 to 072222 025946"
"Late probe turn on at 072222 025946"
"Power loss from 010170 000000 to 072222 025955"
"Late probe turn on at 072222 025955"
7/22/2022,03:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 072222 035936"
"Late probe turn on at 072222 035936"
"Power loss from 010170 000000 to 072222 035944"
"Late probe turn on at 072222 035944"
"Power loss from 010170 000000 to 072222 035952"
"Late probe turn on at 072222 035952"
"Power loss from 010170 000000 to 072222 035959"
"Late probe turn on at 072222 035959"
7/22/2022,04:00:03,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 072222 045937"
"Late probe turn on at 072222 045937"
"Power loss from 010170 000000 to 072222 045946"
"Late probe turn on at 072222 045946"
"Power loss from 010170 000000 to 072222 045954"
"Late probe turn on at 072222 045954"
"Power loss from 010170 000000 to 072222 055940"
"Late probe turn on at 072222 055940"
"Power loss from 010170 000000 to 072222 055949"
"Late probe turn on at 072222 055949"
"Power loss from 010170 000000 to 072222 055957"
"Late probe turn on at 072222 055957"
7/22/2022,06:00:01,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 072222 065938"
"Late probe turn on at 072222 065938"
"Power loss from 010170 000000 to 072222 065946"
"Late probe turn on at 072222 065946"
"Power loss from 010170 000000 to 072222 065954"
"Late probe turn on at 072222 065954"
7/22/2022,07:00:00,"","NAN","?","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 072222 075937"
"Late probe turn on at 072222 075937"
"Power loss from 010170 000000 to 072222 075945"
"Late probe turn on at 072222 075945"
"Power loss from 010170 000000 to 072222 075953"
"Late probe turn on at 072222 075953"
"Power loss from 010170 000000 to 072222 085936"
"Late probe turn on at 072222 085936"
"Power loss from 010170 000000 to 072222 085944"
"Late probe turn on at 072222 085944"
"Power loss from 010170 000000 to 072222 085952"
"Late probe turn on at 072222 085952"
"Power loss from 010170 000000 to 072222 090000"
"Late probe turn on at 072222 090000"
7/22/2022,09:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 072222 095937"
"Late probe turn on at 072222 095937"
"Power loss from 010170 000000 to 072222 095945"
"Late probe turn on at 072222 095945"
"Power loss from 010170 000000 to 072222 095953"
"Late probe turn on at 072222 095953"
"Power loss from 010170 000000 to 072222 105937"
"Late probe turn on at 072222 105937"
"Power loss from 010170 000000 to 072222 105946"
"Late probe turn on at 072222 105946"
"Power loss from 010170 000000 to 072222 105954"
"Late probe turn on at 072222 105954"
"Power loss from 010170 000000 to 072222 115935"
"Late probe turn on at 072222 115935"
"Power loss from 010170 000000 to 072222 115944"
"Late probe turn on at 072222 115944"
"Power loss from 010170 000000 to 072222 115952"
"Late probe turn on at 072222 115952"
"Power loss from 010170 000000 to 072222 120000"
"Late probe turn on at 072222 120000"
7/22/2022,12:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 072222 125933"
"Late probe turn on at 072222 125933"
"Power loss from 010170 000000 to 072222 125946"
"Late probe turn on at 072222 125946"
"Power loss from 010170 000000 to 072222 125955"
"Late probe turn on at 072222 125955"
7/22/2022,13:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 072222 135940"
"Late probe turn on at 072222 135940"
"Power loss from 010170 000000 to 072222 135949"
"Late probe turn on at 072222 135949"
"Power loss from 010170 000000 to 072222 135958"
"Late probe turn on at 072222 135958"
7/22/2022,14:00:02,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 072222 145942"
"Late probe turn on at 072222 145942"
"Power loss from 010170 000000 to 072222 145950"
"Late probe turn on at 072222 145950"
"Power loss from 010170 000000 to 072222 145959"
"Late probe turn on at 072222 145959"
7/22/2022,15:00:03,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 072222 155942"
"Late probe turn on at 072222 155942"
"Power loss from 010170 000000 to 072222 155951"
"Late probe turn on at 072222 155951"
"Power loss from 010170 000000 to 072222 160000"
"Late probe turn on at 072222 160000"
7/22/2022,16:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 072222 165941"
"Late probe turn on at 072222 165941"
"Power loss from 010170 000000 to 072222 165949"
"Late probe turn on at 072222 165949"
"Power loss from 010170 000000 to 072222 165957"
"Late probe turn on at 072222 165957"
7/22/2022,17:00:01,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 072222 175940"
"Late probe turn on at 072222 175940"
"Power loss from 010170 000000 to 072222 175949"
"Late probe turn on at 072222 175949"
"Power loss from 010170 000000 to 072222 175957"
"Late probe turn on at 072222 175957"
7/22/2022,18:00:01,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 072222 185940"
"Late probe turn on at 072222 185940"
"Power loss from 010170 000000 to 072222 185948"
"Late probe turn on at 072222 185948"
"Power loss from 010170 000000 to 072222 185956"
"Late probe turn on at 072222 185956"
7/22/2022,19:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 072222 195940"
"Late probe turn on at 072222 195940"
"Power loss from 010170 000000 to 072222 195948"
"Late probe turn on at 072222 195948"
"Power loss from 010170 000000 to 072222 195956"
"Late probe turn on at 072222 195956"
7/22/2022,20:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 072222 205935"
"Late probe turn on at 072222 205935"
"Power loss from 010170 000000 to 072222 205944"
"Late probe turn on at 072222 205944"
"Power loss from 010170 000000 to 072222 205951"
"Late probe turn on at 072222 205951"
"Power loss from 010170 000000 to 072222 205959"
"Late probe turn on at 072222 205959"
7/22/2022,21:00:03,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 072222 215935"
"Late probe turn on at 072222 215935"
"Power loss from 010170 000000 to 072222 215944"
"Late probe turn on at 072222 215944"
"Power loss from 010170 000000 to 072222 215953"
"Late probe turn on at 072222 215953"
"Power loss from 010170 000000 to 072222 225935"
"Late probe turn on at 072222 225935"
"Power loss from 010170 000000 to 072222 225944"
"Late probe turn on at 072222 225944"
"Power loss from 010170 000000 to 072222 225953"
"Late probe turn on at 072222 225953"
"Power loss from 010170 000000 to 072222 230000"
"Late probe turn on at 072222 230000"
7/22/2022,23:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 072222 235934"
"Late probe turn on at 072222 235934"
"Power loss from 010170 000000 to 072222 235944"
"Late probe turn on at 072222 235944"
"Power loss from 010170 000000 to 072222 235951"
"Late probe turn on at 072222 235951"
"Power loss from 010170 000000 to 072222 235959"
"Late probe turn on at 072222 235959"
7/23/2022,00:00:03,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 072322 005937"
"Late probe turn on at 072322 005937"
"Power loss from 010170 000000 to 072322 005945"
"Late probe turn on at 072322 005945"
"Power loss from 010170 000000 to 072322 005953"
"Late probe turn on at 072322 005953"
"Power loss from 010170 000000 to 072322 010000"
"Late probe turn on at 072322 010000"
7/23/2022,01:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 072322 015935"
"Late probe turn on at 072322 015935"
"Power loss from 010170 000000 to 072322 015943"
"Late probe turn on at 072322 015943"
"Power loss from 010170 000000 to 072322 015950"
"Late probe turn on at 072322 015950"
"Power loss from 010170 000000 to 072322 015958"
"Late probe turn on at 072322 015958"
7/23/2022,02:00:02,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 072322 025934"
"Late probe turn on at 072322 025934"
"Power loss from 010170 000000 to 072322 025942"
"Late probe turn on at 072322 025942"
"Power loss from 010170 000000 to 072322 025949"
"Late probe turn on at 072322 025949"
"Power loss from 010170 000000 to 072322 025956"
"Late probe turn on at 072322 025956"
7/23/2022,03:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 072322 035933"
"Late probe turn on at 072322 035933"
"Power loss from 010170 000000 to 072322 035941"
"Late probe turn on at 072322 035941"
"Power loss from 010170 000000 to 072322 035949"
"Late probe turn on at 072322 035949"
"Power loss from 010170 000000 to 072322 035956"
"Late probe turn on at 072322 035956"
7/23/2022,04:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 072322 045940"
"Late probe turn on at 072322 045940"
"Power loss from 010170 000000 to 072322 045948"
"Late probe turn on at 072322 045948"
"Power loss from 010170 000000 to 072322 045955"
"Late probe turn on at 072322 045955"
7/23/2022,05:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 072322 055934"
"Late probe turn on at 072322 055934"
"Power loss from 010170 000000 to 072322 055941"
"Late probe turn on at 072322 055941"
"Power loss from 010170 000000 to 072322 055949"
"Late probe turn on at 072322 055949"
"Power loss from 010170 000000 to 072322 055956"
"Late probe turn on at 072322 055956"
7/23/2022,06:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN",""
"Power loss from 010170 000000 to 072322 065933"
"Late probe turn on at 072322 065933"
"Power loss from 010170 000000 to 072322 065941"
"Late probe turn on at 072322 065941"
"Power loss from 010170 000000 to 072322 065948"
"Late probe turn on at 072322 065948"
"Power loss from 010170 000000 to 072322 065954"
"Late probe turn on at 072322 065954"
"Power loss from 010170 000000 to 072322 075939"
"Late probe turn on at 072322 075939"
