HYDROLAB MS5 65979,,,,,,,
Log File Name : Vodel_Lake_Outlet_2022_65979,,,,,,,
Setup Date (M/D/YYYY) : 6/17/2022,,,,,,,
Setup Time (HH:MM:SS) : 13:10:27,,,,,,,
Starting Date (M/D/YYYY) : 6/17/2022,,,,,,,
Starting Time (HH:MM:SS) : 15:00:00,,,,,,,
Stopping Date (M/D/YYYY) : 9/15/2022,,,,,,,
Stopping Time (HH:MM:SS) : 12:00:00,,,,,,,
Interval (HH:MM:SS) : 01:00:00,,,,,,,
Sensor warmup (HH:MM:SS) : 00:00:30,,,,,,,
Circltr warmup (HH:MM:SS) : 00:00:30,,,,,,,
,,,,,,,
Date,Time,Temp,pH,SpCond,TurbSC,LDO,
M/D/YYYY,HH:MM:SS,?C,Units,?S/cm,NTU,mg/l,LoggerID
,,,,,,,
Late probe turn on at 072722 075956,,,,,,,
Power loss from 010170 000000 to 072722 085937,,,,,,,
Late probe turn on at 072722 085937,,,,,,,
Power loss from 010170 000000 to 072722 085942,,,,,,,
Late probe turn on at 072722 085942,,,,,,,
Power loss from 010170 000000 to 072722 085947,,,,,,,
Late probe turn on at 072722 085947,,,,,,,
Power loss from 010170 000000 to 072722 085952,,,,,,,
Late probe turn on at 072722 085952,,,,,,,
Power loss from 010170 000000 to 072722 085957,,,,,,,
Late probe turn on at 072722 085957,,,,,,,
Power loss from 010170 000000 to 072722 095937,,,,,,,
Late probe turn on at 072722 095937,,,,,,,
Power loss from 010170 000000 to 072722 095942,,,,,,,
Late probe turn on at 072722 095942,,,,,,,
Power loss from 010170 000000 to 072722 095947,,,,,,,
Late probe turn on at 072722 095947,,,,,,,
Power loss from 010170 000000 to 072722 095952,,,,,,,
Late probe turn on at 072722 095952,,,,,,,
Power loss from 010170 000000 to 072722 095957,,,,,,,
Late probe turn on at 072722 095957,,,,,,,
Power loss from 010170 000000 to 072722 105937,,,,,,,
Late probe turn on at 072722 105937,,,,,,,
Power loss from 010170 000000 to 072722 105942,,,,,,,
Late probe turn on at 072722 105942,,,,,,,
Power loss from 010170 000000 to 072722 105947,,,,,,,
Late probe turn on at 072722 105947,,,,,,,
Power loss from 010170 000000 to 072722 105952,,,,,,,
Late probe turn on at 072722 105952,,,,,,,
Power loss from 010170 000000 to 072722 105957,,,,,,,
Late probe turn on at 072722 105957,,,,,,,
Power loss from 010170 000000 to 072722 115937,,,,,,,
Late probe turn on at 072722 115937,,,,,,,
Power loss from 010170 000000 to 072722 115942,,,,,,,
Late probe turn on at 072722 115942,,,,,,,
Power loss from 010170 000000 to 072722 115947,,,,,,,
Late probe turn on at 072722 115947,,,,,,,
Power loss from 010170 000000 to 072722 115952,,,,,,,
Late probe turn on at 072722 115952,,,,,,,
Power loss from 010170 000000 to 072722 115956,,,,,,,
Late probe turn on at 072722 115956,,,,,,,
Power loss from 010170 000000 to 072722 125936,,,,,,,
Late probe turn on at 072722 125936,,,,,,,
Power loss from 010170 000000 to 072722 125941,,,,,,,
Late probe turn on at 072722 125941,,,,,,,
Power loss from 010170 000000 to 072722 125946,,,,,,,
Late probe turn on at 072722 125946,,,,,,,
Power loss from 010170 000000 to 072722 125951,,,,,,,
Late probe turn on at 072722 125951,,,,,,,
Power loss from 010170 000000 to 072722 125956,,,,,,,
Late probe turn on at 072722 125956,,,,,,,
Power loss from 010170 000000 to 072722 135936,,,,,,,
Late probe turn on at 072722 135936,,,,,,,
Power loss from 010170 000000 to 072722 135941,,,,,,,
Late probe turn on at 072722 135941,,,,,,,
Power loss from 010170 000000 to 072722 135946,,,,,,,
Late probe turn on at 072722 135946,,,,,,,
Power loss from 010170 000000 to 072722 135951,,,,,,,
Late probe turn on at 072722 135951,,,,,,,
Power loss from 010170 000000 to 072722 135956,,,,,,,
Late probe turn on at 072722 135956,,,,,,,
Power loss from 010170 000000 to 072722 145936,,,,,,,
Late probe turn on at 072722 145936,,,,,,,
Power loss from 010170 000000 to 072722 145941,,,,,,,
Late probe turn on at 072722 145941,,,,,,,
Power loss from 010170 000000 to 072722 145946,,,,,,,
Late probe turn on at 072722 145946,,,,,,,
Power loss from 010170 000000 to 072722 145951,,,,,,,
Late probe turn on at 072722 145951,,,,,,,
Power loss from 010170 000000 to 072722 145956,,,,,,,
Late probe turn on at 072722 145956,,,,,,,
Power loss from 010170 000000 to 072722 155936,,,,,,,
Late probe turn on at 072722 155936,,,,,,,
Power loss from 010170 000000 to 072722 155941,,,,,,,
Late probe turn on at 072722 155941,,,,,,,
Power loss from 010170 000000 to 072722 155946,,,,,,,
Late probe turn on at 072722 155946,,,,,,,
Power loss from 010170 000000 to 072722 155951,,,,,,,
Late probe turn on at 072722 155951,,,,,,,
Power loss from 010170 000000 to 072722 155956,,,,,,,
Late probe turn on at 072722 155956,,,,,,,
Power loss from 010170 000000 to 072722 165936,,,,,,,
Late probe turn on at 072722 165936,,,,,,,
Power loss from 010170 000000 to 072722 165941,,,,,,,
Late probe turn on at 072722 165941,,,,,,,
Power loss from 010170 000000 to 072722 165946,,,,,,,
Late probe turn on at 072722 165946,,,,,,,
Power loss from 010170 000000 to 072722 165951,,,,,,,
Late probe turn on at 072722 165951,,,,,,,
Power loss from 010170 000000 to 072722 165956,,,,,,,
Late probe turn on at 072722 165956,,,,,,,
Power loss from 010170 000000 to 072722 175936,,,,,,,
Late probe turn on at 072722 175936,,,,,,,
Power loss from 010170 000000 to 072722 175941,,,,,,,
Late probe turn on at 072722 175941,,,,,,,
Power loss from 010170 000000 to 072722 175946,,,,,,,
Late probe turn on at 072722 175946,,,,,,,
Power loss from 010170 000000 to 072722 175951,,,,,,,
Late probe turn on at 072722 175951,,,,,,,
Power loss from 010170 000000 to 072722 175956,,,,,,,
Late probe turn on at 072722 175956,,,,,,,
Power loss from 010170 000000 to 072722 185936,,,,,,,
Late probe turn on at 072722 185936,,,,,,,
Power loss from 010170 000000 to 072722 185941,,,,,,,
Late probe turn on at 072722 185941,,,,,,,
Power loss from 010170 000000 to 072722 185946,,,,,,,
Late probe turn on at 072722 185946,,,,,,,
Power loss from 010170 000000 to 072722 185951,,,,,,,
Late probe turn on at 072722 185951,,,,,,,
Power loss from 010170 000000 to 072722 185956,,,,,,,
Late probe turn on at 072722 185956,,,,,,,
Power loss from 010170 000000 to 072722 195936,,,,,,,
Late probe turn on at 072722 195936,,,,,,,
Power loss from 010170 000000 to 072722 195941,,,,,,,
Late probe turn on at 072722 195941,,,,,,,
Power loss from 010170 000000 to 072722 195946,,,,,,,
Late probe turn on at 072722 195946,,,,,,,
Power loss from 010170 000000 to 072722 195951,,,,,,,
Late probe turn on at 072722 195951,,,,,,,
Power loss from 010170 000000 to 072722 195956,,,,,,,
Late probe turn on at 072722 195956,,,,,,,
Power loss from 010170 000000 to 072722 205936,,,,,,,
Late probe turn on at 072722 205936,,,,,,,
Power loss from 010170 000000 to 072722 205941,,,,,,,
Late probe turn on at 072722 205941,,,,,,,
Power loss from 010170 000000 to 072722 205946,,,,,,,
Late probe turn on at 072722 205946,,,,,,,
Power loss from 010170 000000 to 072722 205951,,,,,,,
Late probe turn on at 072722 205951,,,,,,,
Power loss from 010170 000000 to 072722 205956,,,,,,,
Late probe turn on at 072722 205956,,,,,,,
Power loss from 010170 000000 to 072722 215936,,,,,,,
Late probe turn on at 072722 215936,,,,,,,
Power loss from 010170 000000 to 072722 215941,,,,,,,
Late probe turn on at 072722 215941,,,,,,,
Power loss from 010170 000000 to 072722 215946,,,,,,,
Late probe turn on at 072722 215946,,,,,,,
Power loss from 010170 000000 to 072722 215951,,,,,,,
Late probe turn on at 072722 215951,,,,,,,
Power loss from 010170 000000 to 072722 215956,,,,,,,
Late probe turn on at 072722 215956,,,,,,,
Power loss from 010170 000000 to 072722 225936,,,,,,,
Late probe turn on at 072722 225936,,,,,,,
Power loss from 010170 000000 to 072722 225941,,,,,,,
Late probe turn on at 072722 225941,,,,,,,
Power loss from 010170 000000 to 072722 225946,,,,,,,
Late probe turn on at 072722 225946,,,,,,,
Power loss from 010170 000000 to 072722 225951,,,,,,,
Late probe turn on at 072722 225951,,,,,,,
Power loss from 010170 000000 to 072722 225956,,,,,,,
Late probe turn on at 072722 225956,,,,,,,
Power loss from 010170 000000 to 072722 235937,,,,,,,
Late probe turn on at 072722 235937,,,,,,,
Power loss from 010170 000000 to 072722 235942,,,,,,,
Late probe turn on at 072722 235942,,,,,,,
Power loss from 010170 000000 to 072722 235947,,,,,,,
Late probe turn on at 072722 235947,,,,,,,
Power loss from 010170 000000 to 072722 235952,,,,,,,
Late probe turn on at 072722 235952,,,,,,,
Power loss from 010170 000000 to 072722 235957,,,,,,,
Late probe turn on at 072722 235957,,,,,,,
Power loss from 010170 000000 to 072822 005937,,,,,,,
Late probe turn on at 072822 005937,,,,,,,
Power loss from 010170 000000 to 072822 005942,,,,,,,
Late probe turn on at 072822 005942,,,,,,,
Power loss from 010170 000000 to 072822 005946,,,,,,,
Late probe turn on at 072822 005946,,,,,,,
Power loss from 010170 000000 to 072822 005951,,,,,,,
Late probe turn on at 072822 005951,,,,,,,
Power loss from 010170 000000 to 072822 005956,,,,,,,
Late probe turn on at 072822 005956,,,,,,,
Power loss from 010170 000000 to 072822 015937,,,,,,,
Late probe turn on at 072822 015937,,,,,,,
Power loss from 010170 000000 to 072822 015942,,,,,,,
Late probe turn on at 072822 015942,,,,,,,
Power loss from 010170 000000 to 072822 015947,,,,,,,
Late probe turn on at 072822 015947,,,,,,,
Power loss from 010170 000000 to 072822 015952,,,,,,,
Late probe turn on at 072822 015952,,,,,,,
Power loss from 010170 000000 to 072822 015957,,,,,,,
Late probe turn on at 072822 015957,,,,,,,
Power loss from 010170 000000 to 072822 025937,,,,,,,
Late probe turn on at 072822 025937,,,,,,,
Power loss from 010170 000000 to 072822 025942,,,,,,,
Late probe turn on at 072822 025942,,,,,,,
Power loss from 010170 000000 to 072822 025946,,,,,,,
Late probe turn on at 072822 025946,,,,,,,
Power loss from 010170 000000 to 072822 025951,,,,,,,
Late probe turn on at 072822 025951,,,,,,,
Power loss from 010170 000000 to 072822 025956,,,,,,,
Late probe turn on at 072822 025956,,,,,,,
Power loss from 010170 000000 to 072822 035937,,,,,,,
Late probe turn on at 072822 035937,,,,,,,
Power loss from 010170 000000 to 072822 035941,,,,,,,
Late probe turn on at 072822 035941,,,,,,,
Power loss from 010170 000000 to 072822 035947,,,,,,,
Late probe turn on at 072822 035947,,,,,,,
Power loss from 010170 000000 to 072822 035952,,,,,,,
Late probe turn on at 072822 035952,,,,,,,
Power loss from 010170 000000 to 072822 035957,,,,,,,
Late probe turn on at 072822 035957,,,,,,,
Power loss from 010170 000000 to 072822 045937,,,,,,,
Late probe turn on at 072822 045937,,,,,,,
Power loss from 010170 000000 to 072822 045942,,,,,,,
Late probe turn on at 072822 045942,,,,,,,
Power loss from 010170 000000 to 072822 045947,,,,,,,
Late probe turn on at 072822 045947,,,,,,,
Power loss from 010170 000000 to 072822 045952,,,,,,,
Late probe turn on at 072822 045952,,,,,,,
Power loss from 010170 000000 to 072822 045956,,,,,,,
Late probe turn on at 072822 045956,,,,,,,
Power loss from 010170 000000 to 072822 055937,,,,,,,
Late probe turn on at 072822 055937,,,,,,,
Power loss from 010170 000000 to 072822 055942,,,,,,,
Late probe turn on at 072822 055942,,,,,,,
Power loss from 010170 000000 to 072822 055947,,,,,,,
Late probe turn on at 072822 055947,,,,,,,
Power loss from 010170 000000 to 072822 055952,,,,,,,
Late probe turn on at 072822 055952,,,,,,,
Power loss from 010170 000000 to 072822 055957,,,,,,,
Late probe turn on at 072822 055957,,,,,,,
Power loss from 010170 000000 to 072822 065937,,,,,,,
Late probe turn on at 072822 065937,,,,,,,
Power loss from 010170 000000 to 072822 065942,,,,,,,
Late probe turn on at 072822 065942,,,,,,,
Power loss from 010170 000000 to 072822 065947,,,,,,,
Late probe turn on at 072822 065947,,,,,,,
Power loss from 010170 000000 to 072822 065952,,,,,,,
Late probe turn on at 072822 065952,,,,,,,
Power loss from 010170 000000 to 072822 065957,,,,,,,
Late probe turn on at 072822 065957,,,,,,,
Power loss from 010170 000000 to 072822 075937,,,,,,,
Late probe turn on at 072822 075937,,,,,,,
Power loss from 010170 000000 to 072822 075942,,,,,,,
Late probe turn on at 072822 075942,,,,,,,
Power loss from 010170 000000 to 072822 075947,,,,,,,
Late probe turn on at 072822 075947,,,,,,,
Power loss from 010170 000000 to 072822 075952,,,,,,,
Late probe turn on at 072822 075952,,,,,,,
Power loss from 010170 000000 to 072822 075957,,,,,,,
Late probe turn on at 072822 075957,,,,,,,
Power loss from 010170 000000 to 072822 085937,,,,,,,
Late probe turn on at 072822 085937,,,,,,,
Power loss from 010170 000000 to 072822 085942,,,,,,,
Late probe turn on at 072822 085942,,,,,,,
Power loss from 010170 000000 to 072822 085947,,,,,,,
Late probe turn on at 072822 085947,,,,,,,
Power loss from 010170 000000 to 072822 085952,,,,,,,
Late probe turn on at 072822 085952,,,,,,,
Power loss from 010170 000000 to 072822 085957,,,,,,,
Late probe turn on at 072822 085957,,,,,,,
Power loss from 010170 000000 to 072822 095937,,,,,,,
Late probe turn on at 072822 095937,,,,,,,
Power loss from 010170 000000 to 072822 095942,,,,,,,
Late probe turn on at 072822 095942,,,,,,,
Power loss from 010170 000000 to 072822 095947,,,,,,,
Late probe turn on at 072822 095947,,,,,,,
Power loss from 010170 000000 to 072822 095952,,,,,,,
Late probe turn on at 072822 095952,,,,,,,
Power loss from 010170 000000 to 072822 095957,,,,,,,
Late probe turn on at 072822 095957,,,,,,,
Power loss from 010170 000000 to 072822 105937,,,,,,,
Late probe turn on at 072822 105937,,,,,,,
Power loss from 010170 000000 to 072822 105942,,,,,,,
Late probe turn on at 072822 105942,,,,,,,
Power loss from 010170 000000 to 072822 105947,,,,,,,
Late probe turn on at 072822 105947,,,,,,,
Power loss from 010170 000000 to 072822 105952,,,,,,,
Late probe turn on at 072822 105952,,,,,,,
Power loss from 010170 000000 to 072822 105957,,,,,,,
Late probe turn on at 072822 105957,,,,,,,
Power loss from 010170 000000 to 072822 115937,,,,,,,
Late probe turn on at 072822 115937,,,,,,,
Power loss from 010170 000000 to 072822 115942,,,,,,,
Late probe turn on at 072822 115942,,,,,,,
Power loss from 010170 000000 to 072822 115947,,,,,,,
Late probe turn on at 072822 115947,,,,,,,
Power loss from 010170 000000 to 072822 115952,,,,,,,
Late probe turn on at 072822 115952,,,,,,,
Power loss from 010170 000000 to 072822 115957,,,,,,,
Late probe turn on at 072822 115957,,,,,,,
Power loss from 010170 000000 to 072822 125937,,,,,,,
Late probe turn on at 072822 125937,,,,,,,
Power loss from 010170 000000 to 072822 125942,,,,,,,
Late probe turn on at 072822 125942,,,,,,,
Power loss from 010170 000000 to 072822 125947,,,,,,,
Late probe turn on at 072822 125947,,,,,,,
Power loss from 010170 000000 to 072822 125952,,,,,,,
Late probe turn on at 072822 125952,,,,,,,
Power loss from 010170 000000 to 072822 125957,,,,,,,
Late probe turn on at 072822 125957,,,,,,,
Power loss from 010170 000000 to 072822 135937,,,,,,,
Late probe turn on at 072822 135937,,,,,,,
Power loss from 010170 000000 to 072822 135942,,,,,,,
Late probe turn on at 072822 135942,,,,,,,
Power loss from 010170 000000 to 072822 135947,,,,,,,
Late probe turn on at 072822 135947,,,,,,,
Power loss from 010170 000000 to 072822 135952,,,,,,,
Late probe turn on at 072822 135952,,,,,,,
Power loss from 010170 000000 to 072822 135957,,,,,,,
Late probe turn on at 072822 135957,,,,,,,
Power loss from 010170 000000 to 072822 145937,,,,,,,
Late probe turn on at 072822 145937,,,,,,,
Power loss from 010170 000000 to 072822 145942,,,,,,,
Late probe turn on at 072822 145942,,,,,,,
Power loss from 010170 000000 to 072822 145947,,,,,,,
Late probe turn on at 072822 145947,,,,,,,
Power loss from 010170 000000 to 072822 145952,,,,,,,
Late probe turn on at 072822 145952,,,,,,,
Power loss from 010170 000000 to 072822 145957,,,,,,,
Late probe turn on at 072822 145957,,,,,,,
Power loss from 010170 000000 to 072822 155937,,,,,,,
Late probe turn on at 072822 155937,,,,,,,
Power loss from 010170 000000 to 072822 155942,,,,,,,
Late probe turn on at 072822 155942,,,,,,,
Power loss from 010170 000000 to 072822 155947,,,,,,,
Late probe turn on at 072822 155947,,,,,,,
Power loss from 010170 000000 to 072822 155952,,,,,,,
Late probe turn on at 072822 155952,,,,,,,
Power loss from 010170 000000 to 072822 155957,,,,,,,
Late probe turn on at 072822 155957,,,,,,,
Power loss from 010170 000000 to 072822 165937,,,,,,,
Late probe turn on at 072822 165937,,,,,,,
Power loss from 010170 000000 to 072822 165942,,,,,,,
Late probe turn on at 072822 165942,,,,,,,
Power loss from 010170 000000 to 072822 165947,,,,,,,
Late probe turn on at 072822 165947,,,,,,,
Power loss from 010170 000000 to 072822 165952,,,,,,,
Late probe turn on at 072822 165952,,,,,,,
Power loss from 010170 000000 to 072822 165957,,,,,,,
Late probe turn on at 072822 165957,,,,,,,
Power loss from 010170 000000 to 072822 175937,,,,,,,
Late probe turn on at 072822 175937,,,,,,,
Power loss from 010170 000000 to 072822 175942,,,,,,,
Late probe turn on at 072822 175942,,,,,,,
Power loss from 010170 000000 to 072822 175947,,,,,,,
Late probe turn on at 072822 175947,,,,,,,
Power loss from 010170 000000 to 072822 175952,,,,,,,
Late probe turn on at 072822 175952,,,,,,,
Power loss from 010170 000000 to 072822 175957,,,,,,,
Late probe turn on at 072822 175957,,,,,,,
Power loss from 010170 000000 to 072822 185937,,,,,,,
Late probe turn on at 072822 185937,,,,,,,
Power loss from 010170 000000 to 072822 185942,,,,,,,
Late probe turn on at 072822 185942,,,,,,,
Power loss from 010170 000000 to 072822 185947,,,,,,,
Late probe turn on at 072822 185947,,,,,,,
Power loss from 010170 000000 to 072822 185952,,,,,,,
Late probe turn on at 072822 185952,,,,,,,
Power loss from 010170 000000 to 072822 185957,,,,,,,
Late probe turn on at 072822 185957,,,,,,,
Power loss from 010170 000000 to 072822 195937,,,,,,,
Late probe turn on at 072822 195937,,,,,,,
Power loss from 010170 000000 to 072822 195942,,,,,,,
Late probe turn on at 072822 195942,,,,,,,
Power loss from 010170 000000 to 072822 195947,,,,,,,
Late probe turn on at 072822 195947,,,,,,,
Power loss from 010170 000000 to 072822 195952,,,,,,,
Late probe turn on at 072822 195952,,,,,,,
Power loss from 010170 000000 to 072822 195957,,,,,,,
Late probe turn on at 072822 195957,,,,,,,
Power loss from 010170 000000 to 072822 205937,,,,,,,
Late probe turn on at 072822 205937,,,,,,,
Power loss from 010170 000000 to 072822 205942,,,,,,,
Late probe turn on at 072822 205942,,,,,,,
Power loss from 010170 000000 to 072822 205947,,,,,,,
Late probe turn on at 072822 205947,,,,,,,
Power loss from 010170 000000 to 072822 205952,,,,,,,
Late probe turn on at 072822 205952,,,,,,,
Power loss from 010170 000000 to 072822 205958,,,,,,,
Late probe turn on at 072822 205958,,,,,,,
Power loss from 010170 000000 to 072822 215937,,,,,,,
Late probe turn on at 072822 215937,,,,,,,
Power loss from 010170 000000 to 072822 215942,,,,,,,
Late probe turn on at 072822 215942,,,,,,,
Power loss from 010170 000000 to 072822 215947,,,,,,,
Late probe turn on at 072822 215947,,,,,,,
Power loss from 010170 000000 to 072822 215952,,,,,,,
Late probe turn on at 072822 215952,,,,,,,
Power loss from 010170 000000 to 072822 215957,,,,,,,
Late probe turn on at 072822 215957,,,,,,,
Power loss from 010170 000000 to 072822 225937,,,,,,,
Late probe turn on at 072822 225937,,,,,,,
Power loss from 010170 000000 to 072822 225942,,,,,,,
Late probe turn on at 072822 225942,,,,,,,
Power loss from 010170 000000 to 072822 225947,,,,,,,
Late probe turn on at 072822 225947,,,,,,,
Power loss from 010170 000000 to 072822 225953,,,,,,,
Late probe turn on at 072822 225953,,,,,,,
Power loss from 010170 000000 to 072822 225958,,,,,,,
Late probe turn on at 072822 225958,,,,,,,
Power loss from 010170 000000 to 072822 235933,,,,,,,
Late probe turn on at 072822 235933,,,,,,,
Power loss from 010170 000000 to 072822 235938,,,,,,,
Late probe turn on at 072822 235938,,,,,,,
Power loss from 010170 000000 to 072822 235943,,,,,,,
Late probe turn on at 072822 235943,,,,,,,
Power loss from 010170 000000 to 072822 235948,,,,,,,
Late probe turn on at 072822 235948,,,,,,,
Power loss from 010170 000000 to 072822 235953,,,,,,,
Late probe turn on at 072822 235953,,,,,,,
Power loss from 010170 000000 to 072822 235958,,,,,,,
Late probe turn on at 072822 235958,,,,,,,
Power loss from 010170 000000 to 072922 005937,,,,,,,
Late probe turn on at 072922 005937,,,,,,,
Power loss from 010170 000000 to 072922 005942,,,,,,,
Late probe turn on at 072922 005942,,,,,,,
Power loss from 010170 000000 to 072922 005947,,,,,,,
Late probe turn on at 072922 005947,,,,,,,
Power loss from 010170 000000 to 072922 005952,,,,,,,
Late probe turn on at 072922 005952,,,,,,,
Power loss from 010170 000000 to 072922 005957,,,,,,,
Late probe turn on at 072922 005957,,,,,,,
Power loss from 010170 000000 to 072922 015937,,,,,,,
Late probe turn on at 072922 015937,,,,,,,
Power loss from 010170 000000 to 072922 015942,,,,,,,
Late probe turn on at 072922 015942,,,,,,,
Power loss from 010170 000000 to 072922 015947,,,,,,,
Late probe turn on at 072922 015947,,,,,,,
Power loss from 010170 000000 to 072922 015952,,,,,,,
Late probe turn on at 072922 015952,,,,,,,
Power loss from 010170 000000 to 072922 015957,,,,,,,
Late probe turn on at 072922 015957,,,,,,,
Power loss from 010170 000000 to 072922 025937,,,,,,,
Late probe turn on at 072922 025937,,,,,,,
Power loss from 010170 000000 to 072922 025942,,,,,,,
Late probe turn on at 072922 025942,,,,,,,
Power loss from 010170 000000 to 072922 025947,,,,,,,
Late probe turn on at 072922 025947,,,,,,,
Power loss from 010170 000000 to 072922 025952,,,,,,,
Late probe turn on at 072922 025952,,,,,,,
Power loss from 010170 000000 to 072922 025957,,,,,,,
Late probe turn on at 072922 025957,,,,,,,
Power loss from 010170 000000 to 072922 035937,,,,,,,
Late probe turn on at 072922 035937,,,,,,,
Power loss from 010170 000000 to 072922 035942,,,,,,,
Late probe turn on at 072922 035942,,,,,,,
Power loss from 010170 000000 to 072922 035947,,,,,,,
Late probe turn on at 072922 035947,,,,,,,
Power loss from 010170 000000 to 072922 035952,,,,,,,
Late probe turn on at 072922 035952,,,,,,,
Power loss from 010170 000000 to 072922 035957,,,,,,,
Late probe turn on at 072922 035957,,,,,,,
Power loss from 010170 000000 to 072922 045937,,,,,,,
Late probe turn on at 072922 045937,,,,,,,
Power loss from 010170 000000 to 072922 045942,,,,,,,
Late probe turn on at 072922 045942,,,,,,,
Power loss from 010170 000000 to 072922 045947,,,,,,,
Late probe turn on at 072922 045947,,,,,,,
Power loss from 010170 000000 to 072922 045952,,,,,,,
Late probe turn on at 072922 045952,,,,,,,
Power loss from 010170 000000 to 072922 045957,,,,,,,
Late probe turn on at 072922 045957,,,,,,,
Power loss from 010170 000000 to 072922 055937,,,,,,,
Late probe turn on at 072922 055937,,,,,,,
Power loss from 010170 000000 to 072922 055942,,,,,,,
Late probe turn on at 072922 055942,,,,,,,
Power loss from 010170 000000 to 072922 055947,,,,,,,
Late probe turn on at 072922 055947,,,,,,,
Power loss from 010170 000000 to 072922 055952,,,,,,,
Late probe turn on at 072922 055952,,,,,,,
Power loss from 010170 000000 to 072922 055957,,,,,,,
Late probe turn on at 072922 055957,,,,,,,
Power loss from 010170 000000 to 072922 065937,,,,,,,
Late probe turn on at 072922 065937,,,,,,,
Power loss from 010170 000000 to 072922 065942,,,,,,,
Late probe turn on at 072922 065942,,,,,,,
Power loss from 010170 000000 to 072922 065947,,,,,,,
Late probe turn on at 072922 065947,,,,,,,
Power loss from 010170 000000 to 072922 065952,,,,,,,
Late probe turn on at 072922 065952,,,,,,,
Power loss from 010170 000000 to 072922 065957,,,,,,,
Late probe turn on at 072922 065957,,,,,,,
Power loss from 010170 000000 to 072922 075937,,,,,,,
Late probe turn on at 072922 075937,,,,,,,
Power loss from 010170 000000 to 072922 075942,,,,,,,
Late probe turn on at 072922 075942,,,,,,,
Power loss from 010170 000000 to 072922 075947,,,,,,,
Late probe turn on at 072922 075947,,,,,,,
Power loss from 010170 000000 to 072922 075952,,,,,,,
Late probe turn on at 072922 075952,,,,,,,
Power loss from 010170 000000 to 072922 075957,,,,,,,
Late probe turn on at 072922 075957,,,,,,,
Power loss from 010170 000000 to 072922 085937,,,,,,,
Late probe turn on at 072922 085937,,,,,,,
Power loss from 010170 000000 to 072922 085942,,,,,,,
Late probe turn on at 072922 085942,,,,,,,
Power loss from 010170 000000 to 072922 085947,,,,,,,
Late probe turn on at 072922 085947,,,,,,,
Power loss from 010170 000000 to 072922 085952,,,,,,,
Late probe turn on at 072922 085952,,,,,,,
Power loss from 010170 000000 to 072922 085957,,,,,,,
Late probe turn on at 072922 085957,,,,,,,
Power loss from 010170 000000 to 072922 095937,,,,,,,
Late probe turn on at 072922 095937,,,,,,,
Power loss from 010170 000000 to 072922 095942,,,,,,,
Late probe turn on at 072922 095942,,,,,,,
Power loss from 010170 000000 to 072922 095947,,,,,,,
Late probe turn on at 072922 095947,,,,,,,
Power loss from 010170 000000 to 072922 095952,,,,,,,
Late probe turn on at 072922 095952,,,,,,,
Power loss from 010170 000000 to 072922 095957,,,,,,,
Late probe turn on at 072922 095957,,,,,,,
Power loss from 010170 000000 to 072922 105937,,,,,,,
Late probe turn on at 072922 105937,,,,,,,
Power loss from 010170 000000 to 072922 105942,,,,,,,
Late probe turn on at 072922 105942,,,,,,,
Power loss from 010170 000000 to 072922 105947,,,,,,,
Late probe turn on at 072922 105947,,,,,,,
Power loss from 010170 000000 to 072922 105952,,,,,,,
Late probe turn on at 072922 105952,,,,,,,
Power loss from 010170 000000 to 072922 105957,,,,,,,
Late probe turn on at 072922 105957,,,,,,,
Power loss from 010170 000000 to 072922 115937,,,,,,,
Late probe turn on at 072922 115937,,,,,,,
Power loss from 010170 000000 to 072922 115942,,,,,,,
Late probe turn on at 072922 115942,,,,,,,
Power loss from 010170 000000 to 072922 115947,,,,,,,
Late probe turn on at 072922 115947,,,,,,,
Power loss from 010170 000000 to 072922 115952,,,,,,,
Late probe turn on at 072922 115952,,,,,,,
Power loss from 010170 000000 to 072922 115957,,,,,,,
Late probe turn on at 072922 115957,,,,,,,
Power loss from 010170 000000 to 072922 125937,,,,,,,
Late probe turn on at 072922 125937,,,,,,,
Power loss from 010170 000000 to 072922 125942,,,,,,,
Late probe turn on at 072922 125942,,,,,,,
Power loss from 010170 000000 to 072922 125947,,,,,,,
Late probe turn on at 072922 125947,,,,,,,
Power loss from 010170 000000 to 072922 125952,,,,,,,
Late probe turn on at 072922 125952,,,,,,,
Power loss from 010170 000000 to 072922 125957,,,,,,,
Late probe turn on at 072922 125957,,,,,,,
Power loss from 010170 000000 to 072922 135937,,,,,,,
Late probe turn on at 072922 135937,,,,,,,
Power loss from 010170 000000 to 072922 135942,,,,,,,
Late probe turn on at 072922 135942,,,,,,,
Power loss from 010170 000000 to 072922 135947,,,,,,,
Late probe turn on at 072922 135947,,,,,,,
Power loss from 010170 000000 to 072922 135952,,,,,,,
Late probe turn on at 072922 135952,,,,,,,
Power loss from 010170 000000 to 072922 135957,,,,,,,
Late probe turn on at 072922 135957,,,,,,,
Power loss from 010170 000000 to 072922 145937,,,,,,,
Late probe turn on at 072922 145937,,,,,,,
Power loss from 010170 000000 to 072922 145942,,,,,,,
Late probe turn on at 072922 145942,,,,,,,
Power loss from 010170 000000 to 072922 145947,,,,,,,
Late probe turn on at 072922 145947,,,,,,,
Power loss from 010170 000000 to 072922 145952,,,,,,,
Late probe turn on at 072922 145952,,,,,,,
Power loss from 010170 000000 to 072922 145957,,,,,,,
Late probe turn on at 072922 145957,,,,,,,
Power loss from 010170 000000 to 072922 155937,,,,,,,
