HYDROLAB MS5 65979,,,,,,,
Log File Name : Vodel_Lake_Outlet_2022_65979,,,,,,,
Setup Date (M/D/YYYY) : 6/17/2022,,,,,,,
Setup Time (HH:MM:SS) : 13:10:27,,,,,,,
Starting Date (M/D/YYYY) : 6/17/2022,,,,,,,
Starting Time (HH:MM:SS) : 15:00:00,,,,,,,
Stopping Date (M/D/YYYY) : 9/15/2022,,,,,,,
Stopping Time (HH:MM:SS) : 12:00:00,,,,,,,
Interval (HH:MM:SS) : 01:00:00,,,,,,,
Sensor warmup (HH:MM:SS) : 00:00:30,,,,,,,
Circltr warmup (HH:MM:SS) : 00:00:30,,,,,,,
,,,,,,,
Date,Time,Temp,pH,SpCond,TurbSC,LDO,
M/D/YYYY,HH:MM:SS,?C,Units,?S/cm,NTU,mg/l,LoggerID
,,,,,,,
Late probe turn on at 071622 180000,,,,,,,
7/16/2022,18:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071622 185935,,,,,,,
Late probe turn on at 071622 185935,,,,,,,
Power loss from 010170 000000 to 071622 185942,,,,,,,
Late probe turn on at 071622 185942,,,,,,,
Power loss from 010170 000000 to 071622 185948,,,,,,,
Late probe turn on at 071622 185948,,,,,,,
Power loss from 010170 000000 to 071622 185954,,,,,,,
Late probe turn on at 071622 185954,,,,,,,
Power loss from 010170 000000 to 071622 190000,,,,,,,
Late probe turn on at 071622 190000,,,,,,,
7/16/2022,19:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071622 195935,,,,,,,
Late probe turn on at 071622 195935,,,,,,,
Power loss from 010170 000000 to 071622 195941,,,,,,,
Late probe turn on at 071622 195941,,,,,,,
Power loss from 010170 000000 to 071622 195948,,,,,,,
Late probe turn on at 071622 195948,,,,,,,
Power loss from 010170 000000 to 071622 195954,,,,,,,
Late probe turn on at 071622 195954,,,,,,,
Power loss from 010170 000000 to 071622 195959,,,,,,,
Late probe turn on at 071622 195959,,,,,,,
7/16/2022,20:00:03,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071622 205936,,,,,,,
Late probe turn on at 071622 205936,,,,,,,
Power loss from 010170 000000 to 071622 205942,,,,,,,
Late probe turn on at 071622 205942,,,,,,,
Power loss from 010170 000000 to 071622 205948,,,,,,,
Late probe turn on at 071622 205948,,,,,,,
Power loss from 010170 000000 to 071622 205954,,,,,,,
Late probe turn on at 071622 205954,,,,,,,
Power loss from 010170 000000 to 071622 210000,,,,,,,
Late probe turn on at 071622 210000,,,,,,,
7/16/2022,21:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071622 215935,,,,,,,
Late probe turn on at 071622 215935,,,,,,,
Power loss from 010170 000000 to 071622 215942,,,,,,,
Late probe turn on at 071622 215942,,,,,,,
Power loss from 010170 000000 to 071622 215948,,,,,,,
Late probe turn on at 071622 215948,,,,,,,
Power loss from 010170 000000 to 071622 215954,,,,,,,
Late probe turn on at 071622 215954,,,,,,,
Power loss from 010170 000000 to 071622 220000,,,,,,,
Late probe turn on at 071622 220000,,,,,,,
7/16/2022,22:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071622 225935,,,,,,,
Late probe turn on at 071622 225935,,,,,,,
Power loss from 010170 000000 to 071622 225942,,,,,,,
Late probe turn on at 071622 225942,,,,,,,
Power loss from 010170 000000 to 071622 225948,,,,,,,
Late probe turn on at 071622 225948,,,,,,,
Power loss from 010170 000000 to 071622 225954,,,,,,,
Late probe turn on at 071622 225954,,,,,,,
Power loss from 010170 000000 to 071622 225959,,,,,,,
Late probe turn on at 071622 225959,,,,,,,
7/16/2022,23:00:03,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071622 235935,,,,,,,
Late probe turn on at 071622 235935,,,,,,,
Power loss from 010170 000000 to 071622 235941,,,,,,,
Late probe turn on at 071622 235941,,,,,,,
Power loss from 010170 000000 to 071622 235947,,,,,,,
Late probe turn on at 071622 235947,,,,,,,
Power loss from 010170 000000 to 071622 235953,,,,,,,
Late probe turn on at 071622 235953,,,,,,,
Power loss from 010170 000000 to 071622 235959,,,,,,,
Late probe turn on at 071622 235959,,,,,,,
7/17/2022,0:00:03,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071722 005935,,,,,,,
Late probe turn on at 071722 005935,,,,,,,
Power loss from 010170 000000 to 071722 005941,,,,,,,
Late probe turn on at 071722 005941,,,,,,,
Power loss from 010170 000000 to 071722 005947,,,,,,,
Late probe turn on at 071722 005947,,,,,,,
Power loss from 010170 000000 to 071722 005953,,,,,,,
Late probe turn on at 071722 005953,,,,,,,
Power loss from 010170 000000 to 071722 005959,,,,,,,
Late probe turn on at 071722 005959,,,,,,,
7/17/2022,1:00:03,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071722 015935,,,,,,,
Late probe turn on at 071722 015935,,,,,,,
Power loss from 010170 000000 to 071722 015941,,,,,,,
Late probe turn on at 071722 015941,,,,,,,
Power loss from 010170 000000 to 071722 015947,,,,,,,
Late probe turn on at 071722 015947,,,,,,,
Power loss from 010170 000000 to 071722 015953,,,,,,,
Late probe turn on at 071722 015953,,,,,,,
Power loss from 010170 000000 to 071722 015959,,,,,,,
Late probe turn on at 071722 015959,,,,,,,
7/17/2022,2:00:03,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071722 025935,,,,,,,
Late probe turn on at 071722 025935,,,,,,,
Power loss from 010170 000000 to 071722 025941,,,,,,,
Late probe turn on at 071722 025941,,,,,,,
Power loss from 010170 000000 to 071722 025947,,,,,,,
Late probe turn on at 071722 025947,,,,,,,
Power loss from 010170 000000 to 071722 025953,,,,,,,
Late probe turn on at 071722 025953,,,,,,,
Power loss from 010170 000000 to 071722 025959,,,,,,,
Late probe turn on at 071722 025959,,,,,,,
7/17/2022,3:00:03,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071722 035935,,,,,,,
Late probe turn on at 071722 035935,,,,,,,
Power loss from 010170 000000 to 071722 035941,,,,,,,
Late probe turn on at 071722 035941,,,,,,,
Power loss from 010170 000000 to 071722 035947,,,,,,,
Late probe turn on at 071722 035947,,,,,,,
Power loss from 010170 000000 to 071722 035953,,,,,,,
Late probe turn on at 071722 035953,,,,,,,
Power loss from 010170 000000 to 071722 035959,,,,,,,
Late probe turn on at 071722 035959,,,,,,,
7/17/2022,4:00:03,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071722 045935,,,,,,,
Late probe turn on at 071722 045935,,,,,,,
Power loss from 010170 000000 to 071722 045941,,,,,,,
Late probe turn on at 071722 045941,,,,,,,
Power loss from 010170 000000 to 071722 045947,,,,,,,
Late probe turn on at 071722 045947,,,,,,,
Power loss from 010170 000000 to 071722 045953,,,,,,,
Late probe turn on at 071722 045953,,,,,,,
Power loss from 010170 000000 to 071722 045958,,,,,,,
Late probe turn on at 071722 045958,,,,,,,
7/17/2022,5:00:02,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071722 055935,,,,,,,
Late probe turn on at 071722 055935,,,,,,,
Power loss from 010170 000000 to 071722 055941,,,,,,,
Late probe turn on at 071722 055941,,,,,,,
Power loss from 010170 000000 to 071722 055947,,,,,,,
Late probe turn on at 071722 055947,,,,,,,
Power loss from 010170 000000 to 071722 055953,,,,,,,
Late probe turn on at 071722 055953,,,,,,,
Power loss from 010170 000000 to 071722 055959,,,,,,,
Late probe turn on at 071722 055959,,,,,,,
7/17/2022,6:00:02,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071722 065935,,,,,,,
Late probe turn on at 071722 065935,,,,,,,
Power loss from 010170 000000 to 071722 065941,,,,,,,
Late probe turn on at 071722 065941,,,,,,,
Power loss from 010170 000000 to 071722 065947,,,,,,,
Late probe turn on at 071722 065947,,,,,,,
Power loss from 010170 000000 to 071722 065952,,,,,,,
Late probe turn on at 071722 065952,,,,,,,
Power loss from 010170 000000 to 071722 065958,,,,,,,
Late probe turn on at 071722 065958,,,,,,,
7/17/2022,7:00:02,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071722 075935,,,,,,,
Late probe turn on at 071722 075935,,,,,,,
Power loss from 010170 000000 to 071722 075941,,,,,,,
Late probe turn on at 071722 075941,,,,,,,
Power loss from 010170 000000 to 071722 075947,,,,,,,
Late probe turn on at 071722 075947,,,,,,,
Power loss from 010170 000000 to 071722 075952,,,,,,,
Late probe turn on at 071722 075952,,,,,,,
Power loss from 010170 000000 to 071722 075958,,,,,,,
Late probe turn on at 071722 075958,,,,,,,
7/17/2022,8:00:02,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071722 085935,,,,,,,
Late probe turn on at 071722 085935,,,,,,,
Power loss from 010170 000000 to 071722 085941,,,,,,,
Late probe turn on at 071722 085941,,,,,,,
Power loss from 010170 000000 to 071722 085947,,,,,,,
Late probe turn on at 071722 085947,,,,,,,
Power loss from 010170 000000 to 071722 085952,,,,,,,
Late probe turn on at 071722 085952,,,,,,,
Power loss from 010170 000000 to 071722 085958,,,,,,,
Late probe turn on at 071722 085958,,,,,,,
7/17/2022,9:00:02,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071722 095935,,,,,,,
Late probe turn on at 071722 095935,,,,,,,
Power loss from 010170 000000 to 071722 095941,,,,,,,
Late probe turn on at 071722 095941,,,,,,,
Power loss from 010170 000000 to 071722 095946,,,,,,,
Late probe turn on at 071722 095946,,,,,,,
Power loss from 010170 000000 to 071722 095952,,,,,,,
Late probe turn on at 071722 095952,,,,,,,
Power loss from 010170 000000 to 071722 095958,,,,,,,
Late probe turn on at 071722 095958,,,,,,,
7/17/2022,10:00:02,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071722 105935,,,,,,,
Late probe turn on at 071722 105935,,,,,,,
Power loss from 010170 000000 to 071722 105941,,,,,,,
Late probe turn on at 071722 105941,,,,,,,
Power loss from 010170 000000 to 071722 105946,,,,,,,
Late probe turn on at 071722 105946,,,,,,,
Power loss from 010170 000000 to 071722 105952,,,,,,,
Late probe turn on at 071722 105952,,,,,,,
Power loss from 010170 000000 to 071722 105958,,,,,,,
Late probe turn on at 071722 105958,,,,,,,
7/17/2022,11:00:01,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071722 115935,,,,,,,
Late probe turn on at 071722 115935,,,,,,,
Power loss from 010170 000000 to 071722 115941,,,,,,,
Late probe turn on at 071722 115941,,,,,,,
Power loss from 010170 000000 to 071722 115946,,,,,,,
Late probe turn on at 071722 115946,,,,,,,
Power loss from 010170 000000 to 071722 115952,,,,,,,
Late probe turn on at 071722 115952,,,,,,,
Power loss from 010170 000000 to 071722 115958,,,,,,,
Late probe turn on at 071722 115958,,,,,,,
7/17/2022,12:00:02,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071722 125935,,,,,,,
Late probe turn on at 071722 125935,,,,,,,
Power loss from 010170 000000 to 071722 125940,,,,,,,
Late probe turn on at 071722 125940,,,,,,,
Power loss from 010170 000000 to 071722 125946,,,,,,,
Late probe turn on at 071722 125946,,,,,,,
Power loss from 010170 000000 to 071722 125952,,,,,,,
Late probe turn on at 071722 125952,,,,,,,
Power loss from 010170 000000 to 071722 125957,,,,,,,
Late probe turn on at 071722 125957,,,,,,,
7/17/2022,13:00:01,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071722 135935,,,,,,,
Late probe turn on at 071722 135935,,,,,,,
Power loss from 010170 000000 to 071722 135940,,,,,,,
Late probe turn on at 071722 135940,,,,,,,
Power loss from 010170 000000 to 071722 135946,,,,,,,
Late probe turn on at 071722 135946,,,,,,,
Power loss from 010170 000000 to 071722 135952,,,,,,,
Late probe turn on at 071722 135952,,,,,,,
Power loss from 010170 000000 to 071722 135957,,,,,,,
Late probe turn on at 071722 135957,,,,,,,
7/17/2022,14:00:01,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071722 145935,,,,,,,
Late probe turn on at 071722 145935,,,,,,,
Power loss from 010170 000000 to 071722 145941,,,,,,,
Late probe turn on at 071722 145941,,,,,,,
Power loss from 010170 000000 to 071722 145946,,,,,,,
Late probe turn on at 071722 145946,,,,,,,
Power loss from 010170 000000 to 071722 145952,,,,,,,
Late probe turn on at 071722 145952,,,,,,,
Power loss from 010170 000000 to 071722 145958,,,,,,,
Late probe turn on at 071722 145958,,,,,,,
7/17/2022,15:00:01,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071722 155935,,,,,,,
Late probe turn on at 071722 155935,,,,,,,
Power loss from 010170 000000 to 071722 155941,,,,,,,
Late probe turn on at 071722 155941,,,,,,,
Power loss from 010170 000000 to 071722 155947,,,,,,,
Late probe turn on at 071722 155947,,,,,,,
Power loss from 010170 000000 to 071722 155952,,,,,,,
Late probe turn on at 071722 155952,,,,,,,
Power loss from 010170 000000 to 071722 155958,,,,,,,
Late probe turn on at 071722 155958,,,,,,,
7/17/2022,16:00:02,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071722 165935,,,,,,,
Late probe turn on at 071722 165935,,,,,,,
Power loss from 010170 000000 to 071722 165941,,,,,,,
Late probe turn on at 071722 165941,,,,,,,
Power loss from 010170 000000 to 071722 165947,,,,,,,
Late probe turn on at 071722 165947,,,,,,,
Power loss from 010170 000000 to 071722 165952,,,,,,,
Late probe turn on at 071722 165952,,,,,,,
Power loss from 010170 000000 to 071722 165958,,,,,,,
Late probe turn on at 071722 165958,,,,,,,
7/17/2022,17:00:02,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071722 175935,,,,,,,
Late probe turn on at 071722 175935,,,,,,,
Power loss from 010170 000000 to 071722 175941,,,,,,,
Late probe turn on at 071722 175941,,,,,,,
Power loss from 010170 000000 to 071722 175946,,,,,,,
Late probe turn on at 071722 175946,,,,,,,
Power loss from 010170 000000 to 071722 175952,,,,,,,
Late probe turn on at 071722 175952,,,,,,,
Power loss from 010170 000000 to 071722 175958,,,,,,,
Late probe turn on at 071722 175958,,,,,,,
7/17/2022,18:00:02,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071722 185935,,,,,,,
Late probe turn on at 071722 185935,,,,,,,
Power loss from 010170 000000 to 071722 185940,,,,,,,
Late probe turn on at 071722 185940,,,,,,,
Power loss from 010170 000000 to 071722 185946,,,,,,,
Late probe turn on at 071722 185946,,,,,,,
Power loss from 010170 000000 to 071722 185952,,,,,,,
Late probe turn on at 071722 185952,,,,,,,
Power loss from 010170 000000 to 071722 185957,,,,,,,
Late probe turn on at 071722 185957,,,,,,,
7/17/2022,19:00:01,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071722 195935,,,,,,,
Late probe turn on at 071722 195935,,,,,,,
Power loss from 010170 000000 to 071722 195941,,,,,,,
Late probe turn on at 071722 195941,,,,,,,
Power loss from 010170 000000 to 071722 195947,,,,,,,
Late probe turn on at 071722 195947,,,,,,,
Power loss from 010170 000000 to 071722 195952,,,,,,,
Late probe turn on at 071722 195952,,,,,,,
Power loss from 010170 000000 to 071722 195958,,,,,,,
Late probe turn on at 071722 195958,,,,,,,
7/17/2022,20:00:02,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071722 205935,,,,,,,
Late probe turn on at 071722 205935,,,,,,,
Power loss from 010170 000000 to 071722 205941,,,,,,,
Late probe turn on at 071722 205941,,,,,,,
Power loss from 010170 000000 to 071722 205946,,,,,,,
Late probe turn on at 071722 205946,,,,,,,
Power loss from 010170 000000 to 071722 205952,,,,,,,
Late probe turn on at 071722 205952,,,,,,,
Power loss from 010170 000000 to 071722 205958,,,,,,,
Late probe turn on at 071722 205958,,,,,,,
7/17/2022,21:00:02,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071722 215935,,,,,,,
Late probe turn on at 071722 215935,,,,,,,
Power loss from 010170 000000 to 071722 215941,,,,,,,
Late probe turn on at 071722 215941,,,,,,,
Power loss from 010170 000000 to 071722 215947,,,,,,,
Late probe turn on at 071722 215947,,,,,,,
Power loss from 010170 000000 to 071722 215952,,,,,,,
Late probe turn on at 071722 215952,,,,,,,
Power loss from 010170 000000 to 071722 215958,,,,,,,
Late probe turn on at 071722 215958,,,,,,,
7/17/2022,22:00:02,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071722 225935,,,,,,,
Late probe turn on at 071722 225935,,,,,,,
Power loss from 010170 000000 to 071722 225941,,,,,,,
Late probe turn on at 071722 225941,,,,,,,
Power loss from 010170 000000 to 071722 225946,,,,,,,
Late probe turn on at 071722 225946,,,,,,,
Power loss from 010170 000000 to 071722 225952,,,,,,,
Late probe turn on at 071722 225952,,,,,,,
Power loss from 010170 000000 to 071722 225958,,,,,,,
Late probe turn on at 071722 225958,,,,,,,
7/17/2022,23:00:01,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071722 235935,,,,,,,
Late probe turn on at 071722 235935,,,,,,,
Power loss from 010170 000000 to 071722 235940,,,,,,,
Late probe turn on at 071722 235940,,,,,,,
Power loss from 010170 000000 to 071722 235946,,,,,,,
Late probe turn on at 071722 235946,,,,,,,
Power loss from 010170 000000 to 071722 235952,,,,,,,
Late probe turn on at 071722 235952,,,,,,,
Power loss from 010170 000000 to 071722 235957,,,,,,,
Late probe turn on at 071722 235957,,,,,,,
7/18/2022,0:00:01,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071822 005935,,,,,,,
Late probe turn on at 071822 005935,,,,,,,
Power loss from 010170 000000 to 071822 005940,,,,,,,
Late probe turn on at 071822 005940,,,,,,,
Power loss from 010170 000000 to 071822 005946,,,,,,,
Late probe turn on at 071822 005946,,,,,,,
Power loss from 010170 000000 to 071822 005952,,,,,,,
Late probe turn on at 071822 005952,,,,,,,
Power loss from 010170 000000 to 071822 005957,,,,,,,
Late probe turn on at 071822 005957,,,,,,,
7/18/2022,1:00:01,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071822 015935,,,,,,,
Late probe turn on at 071822 015935,,,,,,,
Power loss from 010170 000000 to 071822 015940,,,,,,,
Late probe turn on at 071822 015940,,,,,,,
Power loss from 010170 000000 to 071822 015946,,,,,,,
Late probe turn on at 071822 015946,,,,,,,
Power loss from 010170 000000 to 071822 015952,,,,,,,
Late probe turn on at 071822 015952,,,,,,,
Power loss from 010170 000000 to 071822 015957,,,,,,,
Late probe turn on at 071822 015957,,,,,,,
7/18/2022,2:00:01,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071822 025935,,,,,,,
Late probe turn on at 071822 025935,,,,,,,
Power loss from 010170 000000 to 071822 025940,,,,,,,
Late probe turn on at 071822 025940,,,,,,,
Power loss from 010170 000000 to 071822 025946,,,,,,,
Late probe turn on at 071822 025946,,,,,,,
Power loss from 010170 000000 to 071822 025952,,,,,,,
Late probe turn on at 071822 025952,,,,,,,
Power loss from 010170 000000 to 071822 025957,,,,,,,
Late probe turn on at 071822 025957,,,,,,,
7/18/2022,3:00:01,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071822 035935,,,,,,,
Late probe turn on at 071822 035935,,,,,,,
Power loss from 010170 000000 to 071822 035940,,,,,,,
Late probe turn on at 071822 035940,,,,,,,
Power loss from 010170 000000 to 071822 035946,,,,,,,
Late probe turn on at 071822 035946,,,,,,,
Power loss from 010170 000000 to 071822 035951,,,,,,,
Late probe turn on at 071822 035951,,,,,,,
Power loss from 010170 000000 to 071822 035957,,,,,,,
Late probe turn on at 071822 035957,,,,,,,
7/18/2022,4:00:01,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071822 045934,,,,,,,
Late probe turn on at 071822 045934,,,,,,,
Power loss from 010170 000000 to 071822 045940,,,,,,,
Late probe turn on at 071822 045940,,,,,,,
Power loss from 010170 000000 to 071822 045946,,,,,,,
Late probe turn on at 071822 045946,,,,,,,
Power loss from 010170 000000 to 071822 045951,,,,,,,
Late probe turn on at 071822 045951,,,,,,,
Power loss from 010170 000000 to 071822 045957,,,,,,,
Late probe turn on at 071822 045957,,,,,,,
7/18/2022,5:00:01,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071822 055935,,,,,,,
Late probe turn on at 071822 055935,,,,,,,
Power loss from 010170 000000 to 071822 055941,,,,,,,
Late probe turn on at 071822 055941,,,,,,,
Power loss from 010170 000000 to 071822 055946,,,,,,,
Late probe turn on at 071822 055946,,,,,,,
Power loss from 010170 000000 to 071822 055952,,,,,,,
Late probe turn on at 071822 055952,,,,,,,
Power loss from 010170 000000 to 071822 055957,,,,,,,
Late probe turn on at 071822 055957,,,,,,,
7/18/2022,6:00:01,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071822 065934,,,,,,,
Late probe turn on at 071822 065934,,,,,,,
Power loss from 010170 000000 to 071822 065940,,,,,,,
Late probe turn on at 071822 065940,,,,,,,
Power loss from 010170 000000 to 071822 065946,,,,,,,
Late probe turn on at 071822 065946,,,,,,,
Power loss from 010170 000000 to 071822 065951,,,,,,,
Late probe turn on at 071822 065951,,,,,,,
Power loss from 010170 000000 to 071822 065957,,,,,,,
Late probe turn on at 071822 065957,,,,,,,
7/18/2022,7:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071822 075934,,,,,,,
Late probe turn on at 071822 075934,,,,,,,
Power loss from 010170 000000 to 071822 075940,,,,,,,
Late probe turn on at 071822 075940,,,,,,,
Power loss from 010170 000000 to 071822 075946,,,,,,,
Late probe turn on at 071822 075946,,,,,,,
Power loss from 010170 000000 to 071822 075951,,,,,,,
Late probe turn on at 071822 075951,,,,,,,
Power loss from 010170 000000 to 071822 075957,,,,,,,
Late probe turn on at 071822 075957,,,,,,,
7/18/2022,8:00:01,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071822 085934,,,,,,,
Late probe turn on at 071822 085934,,,,,,,
Power loss from 010170 000000 to 071822 085940,,,,,,,
Late probe turn on at 071822 085940,,,,,,,
Power loss from 010170 000000 to 071822 085946,,,,,,,
Late probe turn on at 071822 085946,,,,,,,
Power loss from 010170 000000 to 071822 085951,,,,,,,
Late probe turn on at 071822 085951,,,,,,,
Power loss from 010170 000000 to 071822 085957,,,,,,,
Late probe turn on at 071822 085957,,,,,,,
7/18/2022,9:00:01,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071822 095935,,,,,,,
Late probe turn on at 071822 095935,,,,,,,
Power loss from 010170 000000 to 071822 095940,,,,,,,
Late probe turn on at 071822 095940,,,,,,,
Power loss from 010170 000000 to 071822 095946,,,,,,,
Late probe turn on at 071822 095946,,,,,,,
Power loss from 010170 000000 to 071822 095951,,,,,,,
Late probe turn on at 071822 095951,,,,,,,
Power loss from 010170 000000 to 071822 095957,,,,,,,
Late probe turn on at 071822 095957,,,,,,,
7/18/2022,10:00:01,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071822 105934,,,,,,,
Late probe turn on at 071822 105934,,,,,,,
Power loss from 010170 000000 to 071822 105940,,,,,,,
Late probe turn on at 071822 105940,,,,,,,
Power loss from 010170 000000 to 071822 105945,,,,,,,
Late probe turn on at 071822 105945,,,,,,,
Power loss from 010170 000000 to 071822 105951,,,,,,,
Late probe turn on at 071822 105951,,,,,,,
Power loss from 010170 000000 to 071822 105957,,,,,,,
Late probe turn on at 071822 105957,,,,,,,
7/18/2022,11:00:01,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071822 115934,,,,,,,
Late probe turn on at 071822 115934,,,,,,,
Power loss from 010170 000000 to 071822 115940,,,,,,,
Late probe turn on at 071822 115940,,,,,,,
Power loss from 010170 000000 to 071822 115945,,,,,,,
Late probe turn on at 071822 115945,,,,,,,
Power loss from 010170 000000 to 071822 115951,,,,,,,
Late probe turn on at 071822 115951,,,,,,,
Power loss from 010170 000000 to 071822 115957,,,,,,,
Late probe turn on at 071822 115957,,,,,,,
7/18/2022,12:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071822 125934,,,,,,,
Late probe turn on at 071822 125934,,,,,,,
Power loss from 010170 000000 to 071822 125940,,,,,,,
Late probe turn on at 071822 125940,,,,,,,
Power loss from 010170 000000 to 071822 125946,,,,,,,
Late probe turn on at 071822 125946,,,,,,,
Power loss from 010170 000000 to 071822 125951,,,,,,,
Late probe turn on at 071822 125951,,,,,,,
Power loss from 010170 000000 to 071822 125957,,,,,,,
Late probe turn on at 071822 125957,,,,,,,
7/18/2022,13:00:01,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071822 135934,,,,,,,
Late probe turn on at 071822 135934,,,,,,,
Power loss from 010170 000000 to 071822 135940,,,,,,,
Late probe turn on at 071822 135940,,,,,,,
Power loss from 010170 000000 to 071822 135946,,,,,,,
Late probe turn on at 071822 135946,,,,,,,
Power loss from 010170 000000 to 071822 135951,,,,,,,
Late probe turn on at 071822 135951,,,,,,,
Power loss from 010170 000000 to 071822 135957,,,,,,,
Late probe turn on at 071822 135957,,,,,,,
7/18/2022,14:00:01,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071822 145935,,,,,,,
Late probe turn on at 071822 145935,,,,,,,
Power loss from 010170 000000 to 071822 145940,,,,,,,
Late probe turn on at 071822 145940,,,,,,,
Power loss from 010170 000000 to 071822 145946,,,,,,,
Late probe turn on at 071822 145946,,,,,,,
Power loss from 010170 000000 to 071822 145951,,,,,,,
Late probe turn on at 071822 145951,,,,,,,
Power loss from 010170 000000 to 071822 145957,,,,,,,
Late probe turn on at 071822 145957,,,,,,,
7/18/2022,15:00:01,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071822 155934,,,,,,,
Late probe turn on at 071822 155934,,,,,,,
Power loss from 010170 000000 to 071822 155940,,,,,,,
Late probe turn on at 071822 155940,,,,,,,
Power loss from 010170 000000 to 071822 155946,,,,,,,
Late probe turn on at 071822 155946,,,,,,,
Power loss from 010170 000000 to 071822 155951,,,,,,,
Late probe turn on at 071822 155951,,,,,,,
Power loss from 010170 000000 to 071822 155957,,,,,,,
Late probe turn on at 071822 155957,,,,,,,
7/18/2022,16:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071822 165934,,,,,,,
Late probe turn on at 071822 165934,,,,,,,
Power loss from 010170 000000 to 071822 165940,,,,,,,
Late probe turn on at 071822 165940,,,,,,,
Power loss from 010170 000000 to 071822 165945,,,,,,,
Late probe turn on at 071822 165945,,,,,,,
Power loss from 010170 000000 to 071822 165951,,,,,,,
Late probe turn on at 071822 165951,,,,,,,
Power loss from 010170 000000 to 071822 165957,,,,,,,
Late probe turn on at 071822 165957,,,,,,,
7/18/2022,17:00:01,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071822 175934,,,,,,,
Late probe turn on at 071822 175934,,,,,,,
Power loss from 010170 000000 to 071822 175940,,,,,,,
Late probe turn on at 071822 175940,,,,,,,
Power loss from 010170 000000 to 071822 175946,,,,,,,
Late probe turn on at 071822 175946,,,,,,,
Power loss from 010170 000000 to 071822 175951,,,,,,,
Late probe turn on at 071822 175951,,,,,,,
Power loss from 010170 000000 to 071822 175957,,,,,,,
Late probe turn on at 071822 175957,,,,,,,
7/18/2022,18:00:01,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071822 185934,,,,,,,
Late probe turn on at 071822 185934,,,,,,,
Power loss from 010170 000000 to 071822 185940,,,,,,,
Late probe turn on at 071822 185940,,,,,,,
Power loss from 010170 000000 to 071822 185946,,,,,,,
Late probe turn on at 071822 185946,,,,,,,
Power loss from 010170 000000 to 071822 185951,,,,,,,
Late probe turn on at 071822 185951,,,,,,,
Power loss from 010170 000000 to 071822 185957,,,,,,,
