Hydrolab MS5 47418,,,,,,,,,,
Log File Name : Vogel_Lake_47418,,,,,,,,,,
Setup Date (M/D/YYYY) : 5/27/2021,,,,,,,,,,
Setup Time (HH:MM:SS) : 10:17:08,,,,,,,,,,
Starting Date (M/D/YYYY) : 5/27/2021,,,,,,,,,,
Starting Time (HH:MM:SS) : 12:00:00,,,,,,,,,,
Stopping Date (M/D/YYYY) : 9/27/2021,,,,,,,,,,
Stopping Time (HH:MM:SS) : 12:00:00,,,,,,,,,,
Interval (HH:MM:SS) : 00:15:00,,,,,,,,,,
Sensor warmup (HH:MM:SS) : 00:02:00,,,,,,,,,,
Circltr warmup (HH:MM:SS) : 00:02:00,,,,,,,,,,
,,,,,,,,,,
Date,Time,Temp,pH,SpCond,TurbSC,LDO,IBatt,,,
M/D/YYYY,HH:MM:SS,?C,Units,?S/cm,NTU,mg/l,%Left,LoggerID,,
,,,,,,,,,,
Late probe turn on at 060421 082858,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 082905,,,,,,,,47418,,
Late probe turn on at 060421 082905,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 082909,,,,,,,,47418,,
Late probe turn on at 060421 082909,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 082915,,,,,,,,47418,,
Late probe turn on at 060421 082915,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 082920,,,,,,,,47418,,
Late probe turn on at 060421 082920,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 082924,,,,,,,,47418,,
Late probe turn on at 060421 082924,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 082930,,,,,,,,47418,,
Late probe turn on at 060421 082930,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 082934,,,,,,,,47418,,
Late probe turn on at 060421 082934,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 082938,,,,,,,,47418,,
Late probe turn on at 060421 082938,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 082942,,,,,,,,47418,,
Late probe turn on at 060421 082942,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 082949,,,,,,,,47418,,
Late probe turn on at 060421 082949,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 082953,,,,,,,,47418,,
Late probe turn on at 060421 082953,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 082957,,,,,,,,47418,,
Late probe turn on at 060421 082957,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 084306,,,,,,,,47418,,
Late probe turn on at 060421 084306,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 084314,,,,,,,,47418,,
Late probe turn on at 060421 084314,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 084321,,,,,,,,47418,,
Late probe turn on at 060421 084321,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 084328,,,,,,,,47418,,
Late probe turn on at 060421 084328,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 084336,,,,,,,,47418,,
Late probe turn on at 060421 084336,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 084342,,,,,,,,47418,,
Late probe turn on at 060421 084342,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 084349,,,,,,,,47418,,
Late probe turn on at 060421 084349,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 084353,,,,,,,,47418,,
Late probe turn on at 060421 084353,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 084400,,,,,,,,47418,,
Late probe turn on at 060421 084400,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 084404,,,,,,,,47418,,
Late probe turn on at 060421 084404,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 084410,,,,,,,,47418,,
Late probe turn on at 060421 084410,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 084414,,,,,,,,47418,,
Late probe turn on at 060421 084414,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 084420,,,,,,,,47418,,
Late probe turn on at 060421 084420,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 084425,,,,,,,,47418,,
Late probe turn on at 060421 084425,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 084429,,,,,,,,47418,,
Late probe turn on at 060421 084429,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 084435,,,,,,,,47418,,
Late probe turn on at 060421 084435,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 084439,,,,,,,,47418,,
Late probe turn on at 060421 084439,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 084443,,,,,,,,47418,,
Late probe turn on at 060421 084443,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 084447,,,,,,,,47418,,
Late probe turn on at 060421 084447,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 084452,,,,,,,,47418,,
Late probe turn on at 060421 084452,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 084458,,,,,,,,47418,,
Late probe turn on at 060421 084458,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 085805,,,,,,,,47418,,
Late probe turn on at 060421 085805,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 085814,,,,,,,,47418,,
Late probe turn on at 060421 085814,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 085821,,,,,,,,47418,,
Late probe turn on at 060421 085821,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 085828,,,,,,,,47418,,
Late probe turn on at 060421 085828,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 085836,,,,,,,,47418,,
Late probe turn on at 060421 085836,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 085842,,,,,,,,47418,,
Late probe turn on at 060421 085842,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 085847,,,,,,,,47418,,
Late probe turn on at 060421 085847,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 085853,,,,,,,,47418,,
Late probe turn on at 060421 085853,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 085857,,,,,,,,47418,,
Late probe turn on at 060421 085857,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 085904,,,,,,,,47418,,
Late probe turn on at 060421 085904,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 085908,,,,,,,,47418,,
Late probe turn on at 060421 085908,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 085914,,,,,,,,47418,,
Late probe turn on at 060421 085914,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 085918,,,,,,,,47418,,
Late probe turn on at 060421 085918,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 085922,,,,,,,,47418,,
Late probe turn on at 060421 085922,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 085928,,,,,,,,47418,,
Late probe turn on at 060421 085928,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 085933,,,,,,,,47418,,
Late probe turn on at 060421 085933,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 085937,,,,,,,,47418,,
Late probe turn on at 060421 085937,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 085941,,,,,,,,47418,,
Late probe turn on at 060421 085941,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 085947,,,,,,,,47418,,
Late probe turn on at 060421 085947,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 085951,,,,,,,,47418,,
Late probe turn on at 060421 085951,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 085956,,,,,,,,47418,,
Late probe turn on at 060421 085956,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 090000,,,,,,,,47418,,
Late probe turn on at 060421 090000,,,,,,,,47418,,
6/4/2021,9:00:00,55,NAN,NAN,NAN,NAN,0,47418,,
Power loss from 010170 000000 to 060421 091306,,,,,,,,47418,,
Late probe turn on at 060421 091306,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 091314,,,,,,,,47418,,
Late probe turn on at 060421 091314,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 091321,,,,,,,,47418,,
Late probe turn on at 060421 091321,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 091329,,,,,,,,47418,,
Late probe turn on at 060421 091329,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 091336,,,,,,,,47418,,
Late probe turn on at 060421 091336,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 091342,,,,,,,,47418,,
Late probe turn on at 060421 091342,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 091346,,,,,,,,47418,,
Late probe turn on at 060421 091346,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 091353,,,,,,,,47418,,
Late probe turn on at 060421 091353,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 091357,,,,,,,,47418,,
Late probe turn on at 060421 091357,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 091404,,,,,,,,47418,,
Late probe turn on at 060421 091404,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 091408,,,,,,,,47418,,
Late probe turn on at 060421 091408,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 091414,,,,,,,,47418,,
Late probe turn on at 060421 091414,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 091418,,,,,,,,47418,,
Late probe turn on at 060421 091418,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 091422,,,,,,,,47418,,
Late probe turn on at 060421 091422,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 091429,,,,,,,,47418,,
Late probe turn on at 060421 091429,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 091433,,,,,,,,47418,,
Late probe turn on at 060421 091433,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 091437,,,,,,,,47418,,
Late probe turn on at 060421 091437,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 091441,,,,,,,,47418,,
Late probe turn on at 060421 091441,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 091445,,,,,,,,47418,,
Late probe turn on at 060421 091445,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 091449,,,,,,,,47418,,
Late probe turn on at 060421 091449,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 091456,,,,,,,,47418,,
Late probe turn on at 060421 091456,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 091500,,,,,,,,47418,,
Late probe turn on at 060421 091500,,,,,,,,47418,,
6/4/2021,9:15:00,55,NAN,NAN,NAN,NAN,0,47418,,
Power loss from 010170 000000 to 060421 092806,,,,,,,,47418,,
Late probe turn on at 060421 092806,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 092814,,,,,,,,47418,,
Late probe turn on at 060421 092814,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 092821,,,,,,,,47418,,
Late probe turn on at 060421 092821,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 092828,,,,,,,,47418,,
Late probe turn on at 060421 092828,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 092835,,,,,,,,47418,,
Late probe turn on at 060421 092835,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 092842,,,,,,,,47418,,
Late probe turn on at 060421 092842,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 092846,,,,,,,,47418,,
Late probe turn on at 060421 092846,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 092853,,,,,,,,47418,,
Late probe turn on at 060421 092853,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 092857,,,,,,,,47418,,
Late probe turn on at 060421 092857,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 092903,,,,,,,,47418,,
Late probe turn on at 060421 092903,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 092908,,,,,,,,47418,,
Late probe turn on at 060421 092908,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 092914,,,,,,,,47418,,
Late probe turn on at 060421 092914,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 092918,,,,,,,,47418,,
Late probe turn on at 060421 092918,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 092922,,,,,,,,47418,,
Late probe turn on at 060421 092922,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 092928,,,,,,,,47418,,
Late probe turn on at 060421 092928,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 092933,,,,,,,,47418,,
Late probe turn on at 060421 092933,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 092937,,,,,,,,47418,,
Late probe turn on at 060421 092937,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 092941,,,,,,,,47418,,
Late probe turn on at 060421 092941,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 092945,,,,,,,,47418,,
Late probe turn on at 060421 092945,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 092949,,,,,,,,47418,,
Late probe turn on at 060421 092949,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 092954,,,,,,,,47418,,
Late probe turn on at 060421 092954,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 092958,,,,,,,,47418,,
Late probe turn on at 060421 092958,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 094306,,,,,,,,47418,,
Late probe turn on at 060421 094306,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 094314,,,,,,,,47418,,
Late probe turn on at 060421 094314,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 094321,,,,,,,,47418,,
Late probe turn on at 060421 094321,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 094329,,,,,,,,47418,,
Late probe turn on at 060421 094329,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 094336,,,,,,,,47418,,
Late probe turn on at 060421 094336,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 094342,,,,,,,,47418,,
Late probe turn on at 060421 094342,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 094346,,,,,,,,47418,,
Late probe turn on at 060421 094346,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 094353,,,,,,,,47418,,
Late probe turn on at 060421 094353,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 094357,,,,,,,,47418,,
Late probe turn on at 060421 094357,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 094403,,,,,,,,47418,,
Late probe turn on at 060421 094403,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 094408,,,,,,,,47418,,
Late probe turn on at 060421 094408,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 094412,,,,,,,,47418,,
Late probe turn on at 060421 094412,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 094418,,,,,,,,47418,,
Late probe turn on at 060421 094418,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 094422,,,,,,,,47418,,
Late probe turn on at 060421 094422,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 094426,,,,,,,,47418,,
Late probe turn on at 060421 094426,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 094430,,,,,,,,47418,,
Late probe turn on at 060421 094430,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 094437,,,,,,,,47418,,
Late probe turn on at 060421 094437,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 094441,,,,,,,,47418,,
Late probe turn on at 060421 094441,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 094445,,,,,,,,47418,,
Late probe turn on at 060421 094445,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 094449,,,,,,,,47418,,
Late probe turn on at 060421 094449,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 094453,,,,,,,,47418,,
Late probe turn on at 060421 094453,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 094457,,,,,,,,47418,,
Late probe turn on at 060421 094457,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 095806,,,,,,,,47418,,
Late probe turn on at 060421 095806,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 095814,,,,,,,,47418,,
Late probe turn on at 060421 095814,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 095821,,,,,,,,47418,,
Late probe turn on at 060421 095821,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 095828,,,,,,,,47418,,
Late probe turn on at 060421 095828,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 095835,,,,,,,,47418,,
Late probe turn on at 060421 095835,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 095842,,,,,,,,47418,,
Late probe turn on at 060421 095842,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 095846,,,,,,,,47418,,
Late probe turn on at 060421 095846,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 095853,,,,,,,,47418,,
Late probe turn on at 060421 095853,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 095857,,,,,,,,47418,,
Late probe turn on at 060421 095857,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 095903,,,,,,,,47418,,
Late probe turn on at 060421 095903,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 095907,,,,,,,,47418,,
Late probe turn on at 060421 095907,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 095912,,,,,,,,47418,,
Late probe turn on at 060421 095912,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 095918,,,,,,,,47418,,
Late probe turn on at 060421 095918,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 095922,,,,,,,,47418,,
Late probe turn on at 060421 095922,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 095926,,,,,,,,47418,,
Late probe turn on at 060421 095926,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 095930,,,,,,,,47418,,
Late probe turn on at 060421 095930,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 095937,,,,,,,,47418,,
Late probe turn on at 060421 095937,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 095941,,,,,,,,47418,,
Late probe turn on at 060421 095941,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 095945,,,,,,,,47418,,
Late probe turn on at 060421 095945,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 095949,,,,,,,,47418,,
Late probe turn on at 060421 095949,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 095953,,,,,,,,47418,,
Late probe turn on at 060421 095953,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 095958,,,,,,,,47418,,
Late probe turn on at 060421 095958,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 101305,,,,,,,,47418,,
Late probe turn on at 060421 101305,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 101313,,,,,,,,47418,,
Late probe turn on at 060421 101313,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 101321,,,,,,,,47418,,
Late probe turn on at 060421 101321,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 101328,,,,,,,,47418,,
Late probe turn on at 060421 101328,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 101335,,,,,,,,47418,,
Late probe turn on at 060421 101335,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 101341,,,,,,,,47418,,
Late probe turn on at 060421 101341,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 101346,,,,,,,,47418,,
Late probe turn on at 060421 101346,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 101352,,,,,,,,47418,,
Late probe turn on at 060421 101352,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 101356,,,,,,,,47418,,
Late probe turn on at 060421 101356,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 101403,,,,,,,,47418,,
Late probe turn on at 060421 101403,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 101407,,,,,,,,47418,,
Late probe turn on at 060421 101407,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 101411,,,,,,,,47418,,
Late probe turn on at 060421 101411,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 101417,,,,,,,,47418,,
Late probe turn on at 060421 101417,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 101421,,,,,,,,47418,,
Late probe turn on at 060421 101421,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 101425,,,,,,,,47418,,
Late probe turn on at 060421 101425,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 101430,,,,,,,,47418,,
Late probe turn on at 060421 101430,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 101434,,,,,,,,47418,,
Late probe turn on at 060421 101434,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 101438,,,,,,,,47418,,
Late probe turn on at 060421 101438,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 101442,,,,,,,,47418,,
Late probe turn on at 060421 101442,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 101446,,,,,,,,47418,,
Late probe turn on at 060421 101446,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 101451,,,,,,,,47418,,
Late probe turn on at 060421 101451,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 101455,,,,,,,,47418,,
Late probe turn on at 060421 101455,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 101459,,,,,,,,47418,,
Late probe turn on at 060421 101459,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 102806,,,,,,,,47418,,
Late probe turn on at 060421 102806,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 102814,,,,,,,,47418,,
Late probe turn on at 060421 102814,,,,,,,,47418,,
Power loss from 010170 000000 to 060421 102821,,,,,,,,47418,,
Late probe turn on at 060421 102821,,,,,,,,47418,,
