Mini Sonde 5 64819
"Log File Name : Vogel_Lake_64819"
"Setup Date (M/D/YYYY) : 5/27/2021"
"Setup Time (HH:MM:SS) : 10:24:42"
"Starting Date (M/D/YYYY) : 5/27/2021"
"Starting Time (HH:MM:SS) : 12:00:00"
"Stopping Date (M/D/YYYY) : 9/27/2021"
"Stopping Time (HH:MM:SS) : 12:00:00"
"Interval (HH:MM:SS) : 00:15:00"
"Sensor warmup (HH:MM:SS) : 00:02:00"
"Circltr warmup (HH:MM:SS) : 00:02:00"

"Date","Time","","Temp","","pH","","SpCond","","TurbSC","","LDO","","IBatt",""
"M/D/YYYY","HH:MM:SS","","°C","","Units","","µS/cm","","NTU","","mg/l","","%Left",""

"Late probe turn on at 060321 045939"
"Power loss from 010170 000000 to 060321 045945"
"Late probe turn on at 060321 045945"
"Power loss from 010170 000000 to 060321 045949"
"Late probe turn on at 060321 045949"
"Power loss from 010170 000000 to 060321 045954"
"Late probe turn on at 060321 045954"
"Power loss from 010170 000000 to 060321 045959"
"Late probe turn on at 060321 045959"
6/3/2021,05:00:03,"","55.00","#","NAN","","NAN","","NAN","","NAN","","0",""
"Power loss from 010170 000000 to 060321 051304"
"Late probe turn on at 060321 051304"
"Power loss from 010170 000000 to 060321 051312"
"Late probe turn on at 060321 051312"
"Power loss from 010170 000000 to 060321 051318"
"Late probe turn on at 060321 051318"
"Power loss from 010170 000000 to 060321 051324"
"Late probe turn on at 060321 051324"
"Power loss from 010170 000000 to 060321 051331"
"Late probe turn on at 060321 051331"
"Power loss from 010170 000000 to 060321 051337"
"Late probe turn on at 060321 051337"
"Power loss from 010170 000000 to 060321 051343"
"Late probe turn on at 060321 051343"
"Power loss from 010170 000000 to 060321 051349"
"Late probe turn on at 060321 051349"
"Power loss from 010170 000000 to 060321 051355"
"Late probe turn on at 060321 051355"
"Power loss from 010170 000000 to 060321 051401"
"Late probe turn on at 060321 051401"
"Power loss from 010170 000000 to 060321 051406"
"Late probe turn on at 060321 051406"
"Power loss from 010170 000000 to 060321 051412"
"Late probe turn on at 060321 051412"
"Power loss from 010170 000000 to 060321 051418"
"Late probe turn on at 060321 051418"
"Power loss from 010170 000000 to 060321 051423"
"Late probe turn on at 060321 051423"
"Power loss from 010170 000000 to 060321 051427"
"Late probe turn on at 060321 051427"
"Power loss from 010170 000000 to 060321 051433"
"Late probe turn on at 060321 051433"
"Power loss from 010170 000000 to 060321 051437"
"Late probe turn on at 060321 051437"
"Power loss from 010170 000000 to 060321 051443"
"Late probe turn on at 060321 051443"
"Power loss from 010170 000000 to 060321 051447"
"Late probe turn on at 060321 051447"
"Power loss from 010170 000000 to 060321 051453"
"Late probe turn on at 060321 051453"
"Power loss from 010170 000000 to 060321 051457"
"Late probe turn on at 060321 051457"
6/3/2021,05:15:01,"","55.00","#","NAN","","NAN","","NAN","","NAN","","0",""
"Power loss from 010170 000000 to 060321 052804"
"Late probe turn on at 060321 052804"
"Power loss from 010170 000000 to 060321 052811"
"Late probe turn on at 060321 052811"
"Power loss from 010170 000000 to 060321 052818"
"Late probe turn on at 060321 052818"
"Power loss from 010170 000000 to 060321 052824"
"Late probe turn on at 060321 052824"
"Power loss from 010170 000000 to 060321 052830"
"Late probe turn on at 060321 052830"
"Power loss from 010170 000000 to 060321 052837"
"Late probe turn on at 060321 052837"
"Power loss from 010170 000000 to 060321 052843"
"Late probe turn on at 060321 052843"
"Power loss from 010170 000000 to 060321 052849"
"Late probe turn on at 060321 052849"
"Power loss from 010170 000000 to 060321 052855"
"Late probe turn on at 060321 052855"
"Power loss from 010170 000000 to 060321 052901"
"Late probe turn on at 060321 052901"
"Power loss from 010170 000000 to 060321 052906"
"Late probe turn on at 060321 052906"
"Power loss from 010170 000000 to 060321 052912"
"Late probe turn on at 060321 052912"
"Power loss from 010170 000000 to 060321 052917"
"Late probe turn on at 060321 052917"
"Power loss from 010170 000000 to 060321 052923"
"Late probe turn on at 060321 052923"
"Power loss from 010170 000000 to 060321 052927"
"Late probe turn on at 060321 052927"
"Power loss from 010170 000000 to 060321 052933"
"Late probe turn on at 060321 052933"
"Power loss from 010170 000000 to 060321 052937"
"Late probe turn on at 060321 052937"
"Power loss from 010170 000000 to 060321 052943"
"Late probe turn on at 060321 052943"
"Power loss from 010170 000000 to 060321 052947"
"Late probe turn on at 060321 052947"
"Power loss from 010170 000000 to 060321 052953"
"Late probe turn on at 060321 052953"
"Power loss from 010170 000000 to 060321 052957"
"Late probe turn on at 060321 052957"
"Power loss from 010170 000000 to 060321 054304"
"Late probe turn on at 060321 054304"
"Power loss from 010170 000000 to 060321 054311"
"Late probe turn on at 060321 054311"
"Power loss from 010170 000000 to 060321 054318"
"Late probe turn on at 060321 054318"
"Power loss from 010170 000000 to 060321 054324"
"Late probe turn on at 060321 054324"
"Power loss from 010170 000000 to 060321 054330"
"Late probe turn on at 060321 054330"
"Power loss from 010170 000000 to 060321 054336"
"Late probe turn on at 060321 054336"
"Power loss from 010170 000000 to 060321 054342"
"Late probe turn on at 060321 054342"
"Power loss from 010170 000000 to 060321 054348"
"Late probe turn on at 060321 054348"
"Power loss from 010170 000000 to 060321 054354"
"Late probe turn on at 060321 054354"
"Power loss from 010170 000000 to 060321 054400"
"Late probe turn on at 060321 054400"
"Power loss from 010170 000000 to 060321 054405"
"Late probe turn on at 060321 054405"
"Power loss from 010170 000000 to 060321 054411"
"Late probe turn on at 060321 054411"
"Power loss from 010170 000000 to 060321 054416"
"Late probe turn on at 060321 054416"
"Power loss from 010170 000000 to 060321 054421"
"Late probe turn on at 060321 054421"
"Power loss from 010170 000000 to 060321 054426"
"Late probe turn on at 060321 054426"
"Power loss from 010170 000000 to 060321 054431"
"Late probe turn on at 060321 054431"
"Power loss from 010170 000000 to 060321 054436"
"Late probe turn on at 060321 054436"
"Power loss from 010170 000000 to 060321 054441"
"Late probe turn on at 060321 054441"
"Power loss from 010170 000000 to 060321 054446"
"Late probe turn on at 060321 054446"
"Power loss from 010170 000000 to 060321 054451"
"Late probe turn on at 060321 054451"
"Power loss from 010170 000000 to 060321 054455"
"Late probe turn on at 060321 054455"
"Power loss from 010170 000000 to 060321 055804"
"Late probe turn on at 060321 055804"
"Power loss from 010170 000000 to 060321 055811"
"Late probe turn on at 060321 055811"
"Power loss from 010170 000000 to 060321 055818"
"Late probe turn on at 060321 055818"
"Power loss from 010170 000000 to 060321 055824"
"Late probe turn on at 060321 055824"
"Power loss from 010170 000000 to 060321 055831"
"Late probe turn on at 060321 055831"
"Power loss from 010170 000000 to 060321 055837"
"Late probe turn on at 060321 055837"
"Power loss from 010170 000000 to 060321 055843"
"Late probe turn on at 060321 055843"
"Power loss from 010170 000000 to 060321 055849"
"Late probe turn on at 060321 055849"
"Power loss from 010170 000000 to 060321 055855"
"Late probe turn on at 060321 055855"
"Power loss from 010170 000000 to 060321 055900"
"Late probe turn on at 060321 055900"
"Power loss from 010170 000000 to 060321 055906"
"Late probe turn on at 060321 055906"
"Power loss from 010170 000000 to 060321 055912"
"Late probe turn on at 060321 055912"
"Power loss from 010170 000000 to 060321 055917"
"Late probe turn on at 060321 055917"
"Power loss from 010170 000000 to 060321 055922"
"Late probe turn on at 060321 055922"
"Power loss from 010170 000000 to 060321 055927"
"Late probe turn on at 060321 055927"
"Power loss from 010170 000000 to 060321 055931"
"Late probe turn on at 060321 055931"
"Power loss from 010170 000000 to 060321 055937"
"Late probe turn on at 060321 055937"
"Power loss from 010170 000000 to 060321 055941"
"Late probe turn on at 060321 055941"
"Power loss from 010170 000000 to 060321 055946"
"Late probe turn on at 060321 055946"
"Power loss from 010170 000000 to 060321 055951"
"Late probe turn on at 060321 055951"
"Power loss from 010170 000000 to 060321 055956"
"Late probe turn on at 060321 055956"
"Power loss from 010170 000000 to 060321 060000"
"Late probe turn on at 060321 060000"
6/3/2021,06:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN","","0",""
"Power loss from 010170 000000 to 060321 061304"
"Late probe turn on at 060321 061304"
"Power loss from 010170 000000 to 060321 061311"
"Late probe turn on at 060321 061311"
"Power loss from 010170 000000 to 060321 061318"
"Late probe turn on at 060321 061318"
"Power loss from 010170 000000 to 060321 061324"
"Late probe turn on at 060321 061324"
"Power loss from 010170 000000 to 060321 061330"
"Late probe turn on at 060321 061330"
"Power loss from 010170 000000 to 060321 061336"
"Late probe turn on at 060321 061336"
"Power loss from 010170 000000 to 060321 061342"
"Late probe turn on at 060321 061342"
"Power loss from 010170 000000 to 060321 061348"
"Late probe turn on at 060321 061348"
"Power loss from 010170 000000 to 060321 061354"
"Late probe turn on at 060321 061354"
"Power loss from 010170 000000 to 060321 061359"
"Late probe turn on at 060321 061359"
"Power loss from 010170 000000 to 060321 061405"
"Late probe turn on at 060321 061405"
"Power loss from 010170 000000 to 060321 061411"
"Late probe turn on at 060321 061411"
"Power loss from 010170 000000 to 060321 061415"
"Late probe turn on at 060321 061415"
"Power loss from 010170 000000 to 060321 061420"
"Late probe turn on at 060321 061420"
"Power loss from 010170 000000 to 060321 061425"
"Late probe turn on at 060321 061425"
"Power loss from 010170 000000 to 060321 061430"
"Late probe turn on at 060321 061430"
"Power loss from 010170 000000 to 060321 061434"
"Late probe turn on at 060321 061434"
"Power loss from 010170 000000 to 060321 061439"
"Late probe turn on at 060321 061439"
"Power loss from 010170 000000 to 060321 061444"
"Late probe turn on at 060321 061444"
"Power loss from 010170 000000 to 060321 061449"
"Late probe turn on at 060321 061449"
"Power loss from 010170 000000 to 060321 061453"
"Late probe turn on at 060321 061453"
"Power loss from 010170 000000 to 060321 061457"
"Late probe turn on at 060321 061457"
"Power loss from 010170 000000 to 060321 062805"
"Late probe turn on at 060321 062805"
"Power loss from 010170 000000 to 060321 062811"
"Late probe turn on at 060321 062811"
"Power loss from 010170 000000 to 060321 062818"
"Late probe turn on at 060321 062818"
"Power loss from 010170 000000 to 060321 062824"
"Late probe turn on at 060321 062824"
"Power loss from 010170 000000 to 060321 062830"
"Late probe turn on at 060321 062830"
"Power loss from 010170 000000 to 060321 062836"
"Late probe turn on at 060321 062836"
"Power loss from 010170 000000 to 060321 062842"
"Late probe turn on at 060321 062842"
"Power loss from 010170 000000 to 060321 062848"
"Late probe turn on at 060321 062848"
"Power loss from 010170 000000 to 060321 062854"
"Late probe turn on at 060321 062854"
"Power loss from 010170 000000 to 060321 062859"
"Late probe turn on at 060321 062859"
"Power loss from 010170 000000 to 060321 062905"
"Late probe turn on at 060321 062905"
"Power loss from 010170 000000 to 060321 062909"
"Late probe turn on at 060321 062909"
"Power loss from 010170 000000 to 060321 062915"
"Late probe turn on at 060321 062915"
"Power loss from 010170 000000 to 060321 062919"
"Late probe turn on at 060321 062919"
"Power loss from 010170 000000 to 060321 062925"
"Late probe turn on at 060321 062925"
"Power loss from 010170 000000 to 060321 062929"
"Late probe turn on at 060321 062929"
"Power loss from 010170 000000 to 060321 062933"
"Late probe turn on at 060321 062933"
"Power loss from 010170 000000 to 060321 062939"
"Late probe turn on at 060321 062939"
"Power loss from 010170 000000 to 060321 062943"
"Late probe turn on at 060321 062943"
"Power loss from 010170 000000 to 060321 062948"
"Late probe turn on at 060321 062948"
"Power loss from 010170 000000 to 060321 062952"
"Late probe turn on at 060321 062952"
"Power loss from 010170 000000 to 060321 062956"
"Late probe turn on at 060321 062956"
"Power loss from 010170 000000 to 060321 064304"
"Late probe turn on at 060321 064304"
"Power loss from 010170 000000 to 060321 064311"
"Late probe turn on at 060321 064311"
"Power loss from 010170 000000 to 060321 064318"
"Late probe turn on at 060321 064318"
"Power loss from 010170 000000 to 060321 064324"
"Late probe turn on at 060321 064324"
"Power loss from 010170 000000 to 060321 064330"
"Late probe turn on at 060321 064330"
"Power loss from 010170 000000 to 060321 064336"
"Late probe turn on at 060321 064336"
"Power loss from 010170 000000 to 060321 064342"
"Late probe turn on at 060321 064342"
"Power loss from 010170 000000 to 060321 064349"
"Late probe turn on at 060321 064349"
"Power loss from 010170 000000 to 060321 064354"
"Late probe turn on at 060321 064354"
"Power loss from 010170 000000 to 060321 064400"
"Late probe turn on at 060321 064400"
"Power loss from 010170 000000 to 060321 064405"
"Late probe turn on at 060321 064405"
"Power loss from 010170 000000 to 060321 064410"
"Late probe turn on at 060321 064410"
"Power loss from 010170 000000 to 060321 064415"
"Late probe turn on at 060321 064415"
"Power loss from 010170 000000 to 060321 064420"
"Late probe turn on at 060321 064420"
"Power loss from 010170 000000 to 060321 064425"
"Late probe turn on at 060321 064425"
"Power loss from 010170 000000 to 060321 064430"
"Late probe turn on at 060321 064430"
"Power loss from 010170 000000 to 060321 064434"
"Late probe turn on at 060321 064434"
"Power loss from 010170 000000 to 060321 064438"
"Late probe turn on at 060321 064438"
"Power loss from 010170 000000 to 060321 064442"
"Late probe turn on at 060321 064442"
"Power loss from 010170 000000 to 060321 064447"
"Late probe turn on at 060321 064447"
"Power loss from 010170 000000 to 060321 064451"
"Late probe turn on at 060321 064451"
"Power loss from 010170 000000 to 060321 064455"
"Late probe turn on at 060321 064455"
"Power loss from 010170 000000 to 060321 064500"
"Late probe turn on at 060321 064500"
6/3/2021,06:45:00,"","55.00","#","NAN","","NAN","","NAN","","NAN","","0",""
"Power loss from 010170 000000 to 060321 065805"
"Late probe turn on at 060321 065805"
"Power loss from 010170 000000 to 060321 065811"
"Late probe turn on at 060321 065811"
"Power loss from 010170 000000 to 060321 065818"
"Late probe turn on at 060321 065818"
"Power loss from 010170 000000 to 060321 065824"
"Late probe turn on at 060321 065824"
"Power loss from 010170 000000 to 060321 065830"
"Late probe turn on at 060321 065830"
"Power loss from 010170 000000 to 060321 065836"
"Late probe turn on at 060321 065836"
"Power loss from 010170 000000 to 060321 065842"
"Late probe turn on at 060321 065842"
"Power loss from 010170 000000 to 060321 065848"
"Late probe turn on at 060321 065848"
"Power loss from 010170 000000 to 060321 065854"
"Late probe turn on at 060321 065854"
"Power loss from 010170 000000 to 060321 065859"
"Late probe turn on at 060321 065859"
"Power loss from 010170 000000 to 060321 065904"
"Late probe turn on at 060321 065904"
"Power loss from 010170 000000 to 060321 065909"
"Late probe turn on at 060321 065909"
"Power loss from 010170 000000 to 060321 065913"
"Late probe turn on at 060321 065913"
"Power loss from 010170 000000 to 060321 065919"
"Late probe turn on at 060321 065919"
"Power loss from 010170 000000 to 060321 065923"
"Late probe turn on at 060321 065923"
"Power loss from 010170 000000 to 060321 065928"
"Late probe turn on at 060321 065928"
"Power loss from 010170 000000 to 060321 065932"
"Late probe turn on at 060321 065932"
"Power loss from 010170 000000 to 060321 065936"
"Late probe turn on at 060321 065936"
"Power loss from 010170 000000 to 060321 065941"
"Late probe turn on at 060321 065941"
"Power loss from 010170 000000 to 060321 065945"
"Late probe turn on at 060321 065945"
"Power loss from 010170 000000 to 060321 065949"
"Late probe turn on at 060321 065949"
"Power loss from 010170 000000 to 060321 065954"
"Late probe turn on at 060321 065954"
"Power loss from 010170 000000 to 060321 065958"
"Late probe turn on at 060321 065958"
"Power loss from 010170 000000 to 060321 071304"
"Late probe turn on at 060321 071304"
"Power loss from 010170 000000 to 060321 071311"
"Late probe turn on at 060321 071311"
"Power loss from 010170 000000 to 060321 071318"
"Late probe turn on at 060321 071318"
"Power loss from 010170 000000 to 060321 071324"
"Late probe turn on at 060321 071324"
"Power loss from 010170 000000 to 060321 071330"
"Late probe turn on at 060321 071330"
"Power loss from 010170 000000 to 060321 071336"
"Late probe turn on at 060321 071336"
"Power loss from 010170 000000 to 060321 071342"
"Late probe turn on at 060321 071342"
"Power loss from 010170 000000 to 060321 071348"
"Late probe turn on at 060321 071348"
"Power loss from 010170 000000 to 060321 071353"
"Late probe turn on at 060321 071353"
"Power loss from 010170 000000 to 060321 071359"
"Late probe turn on at 060321 071359"
"Power loss from 010170 000000 to 060321 071403"
"Late probe turn on at 060321 071403"
"Power loss from 010170 000000 to 060321 071409"
"Late probe turn on at 060321 071409"
"Power loss from 010170 000000 to 060321 071413"
"Late probe turn on at 060321 071413"
"Power loss from 010170 000000 to 060321 071419"
"Late probe turn on at 060321 071419"
"Power loss from 010170 000000 to 060321 071423"
"Late probe turn on at 060321 071423"
"Power loss from 010170 000000 to 060321 071427"
"Late probe turn on at 060321 071427"
"Power loss from 010170 000000 to 060321 071432"
"Late probe turn on at 060321 071432"
"Power loss from 010170 000000 to 060321 071436"
"Late probe turn on at 060321 071436"
"Power loss from 010170 000000 to 060321 071440"
"Late probe turn on at 060321 071440"
"Power loss from 010170 000000 to 060321 071445"
"Late probe turn on at 060321 071445"
"Power loss from 010170 000000 to 060321 071449"
"Late probe turn on at 060321 071449"
"Power loss from 010170 000000 to 060321 071453"
"Late probe turn on at 060321 071453"
"Power loss from 010170 000000 to 060321 071458"
"Late probe turn on at 060321 071458"
"Power loss from 010170 000000 to 060321 072805"
"Late probe turn on at 060321 072805"
"Power loss from 010170 000000 to 060321 072811"
"Late probe turn on at 060321 072811"
"Power loss from 010170 000000 to 060321 072818"
"Late probe turn on at 060321 072818"
"Power loss from 010170 000000 to 060321 072824"
"Late probe turn on at 060321 072824"
"Power loss from 010170 000000 to 060321 072830"
"Late probe turn on at 060321 072830"
"Power loss from 010170 000000 to 060321 072836"
"Late probe turn on at 060321 072836"
"Power loss from 010170 000000 to 060321 072842"
"Late probe turn on at 060321 072842"
"Power loss from 010170 000000 to 060321 072847"
"Late probe turn on at 060321 072847"
"Power loss from 010170 000000 to 060321 072853"
"Late probe turn on at 060321 072853"
"Power loss from 010170 000000 to 060321 072859"
"Late probe turn on at 060321 072859"
"Power loss from 010170 000000 to 060321 072903"
"Late probe turn on at 060321 072903"
"Power loss from 010170 000000 to 060321 072909"
"Late probe turn on at 060321 072909"
"Power loss from 010170 000000 to 060321 072913"
"Late probe turn on at 060321 072913"
"Power loss from 010170 000000 to 060321 072917"
"Late probe turn on at 060321 072917"
"Power loss from 010170 000000 to 060321 072923"
"Late probe turn on at 060321 072923"
"Power loss from 010170 000000 to 060321 072927"
"Late probe turn on at 060321 072927"
"Power loss from 010170 000000 to 060321 072931"
"Late probe turn on at 060321 072931"
"Power loss from 010170 000000 to 060321 072935"
"Late probe turn on at 060321 072935"
"Power loss from 010170 000000 to 060321 072940"
"Late probe turn on at 060321 072940"
"Power loss from 010170 000000 to 060321 072944"
"Late probe turn on at 060321 072944"
"Power loss from 010170 000000 to 060321 072948"
"Late probe turn on at 060321 072948"
"Power loss from 010170 000000 to 060321 072953"
"Late probe turn on at 060321 072953"
"Power loss from 010170 000000 to 060321 072957"
"Late probe turn on at 060321 072957"
"Power loss from 010170 000000 to 060321 074304"
"Late probe turn on at 060321 074304"
"Power loss from 010170 000000 to 060321 074311"
"Late probe turn on at 060321 074311"
"Power loss from 010170 000000 to 060321 074318"
"Late probe turn on at 060321 074318"
"Power loss from 010170 000000 to 060321 074324"
"Late probe turn on at 060321 074324"
"Power loss from 010170 000000 to 060321 074330"
"Late probe turn on at 060321 074330"
"Power loss from 010170 000000 to 060321 074336"
"Late probe turn on at 060321 074336"
"Power loss from 010170 000000 to 060321 074342"
"Late probe turn on at 060321 074342"
"Power loss from 010170 000000 to 060321 074347"
"Late probe turn on at 060321 074347"
"Power loss from 010170 000000 to 060321 074353"
"Late probe turn on at 060321 074353"
"Power loss from 010170 000000 to 060321 074357"
"Late probe turn on at 060321 074357"
"Power loss from 010170 000000 to 060321 074403"
"Late probe turn on at 060321 074403"
"Power loss from 010170 000000 to 060321 074407"
"Late probe turn on at 060321 074407"
"Power loss from 010170 000000 to 060321 074413"
"Late probe turn on at 060321 074413"
"Power loss from 010170 000000 to 060321 074417"
"Late probe turn on at 060321 074417"
"Power loss from 010170 000000 to 060321 074422"
"Late probe turn on at 060321 074422"
"Power loss from 010170 000000 to 060321 074426"
"Late probe turn on at 060321 074426"
"Power loss from 010170 000000 to 060321 074430"
"Late probe turn on at 060321 074430"
"Power loss from 010170 000000 to 060321 074434"
"Late probe turn on at 060321 074434"
"Power loss from 010170 000000 to 060321 074439"
"Late probe turn on at 060321 074439"
"Power loss from 010170 000000 to 060321 074443"
"Late probe turn on at 060321 074443"
"Power loss from 010170 000000 to 060321 074447"
"Late probe turn on at 060321 074447"
"Power loss from 010170 000000 to 060321 074451"
"Late probe turn on at 060321 074451"
"Power loss from 010170 000000 to 060321 074456"
"Late probe turn on at 060321 074456"
"Power loss from 010170 000000 to 060321 074500"
"Late probe turn on at 060321 074500"
6/3/2021,07:45:00,"","55.00","#","NAN","","NAN","","NAN","","NAN","","0",""
"Power loss from 010170 000000 to 060321 075804"
"Late probe turn on at 060321 075804"
"Power loss from 010170 000000 to 060321 075812"
"Late probe turn on at 060321 075812"
"Power loss from 010170 000000 to 060321 075818"
"Late probe turn on at 060321 075818"
"Power loss from 010170 000000 to 060321 075824"
"Late probe turn on at 060321 075824"
"Power loss from 010170 000000 to 060321 075830"
"Late probe turn on at 060321 075830"
"Power loss from 010170 000000 to 060321 075836"
"Late probe turn on at 060321 075836"
"Power loss from 010170 000000 to 060321 075842"
"Late probe turn on at 060321 075842"
"Power loss from 010170 000000 to 060321 075847"
"Late probe turn on at 060321 075847"
"Power loss from 010170 000000 to 060321 075853"
"Late probe turn on at 060321 075853"
"Power loss from 010170 000000 to 060321 075857"
"Late probe turn on at 060321 075857"
"Power loss from 010170 000000 to 060321 075903"
"Late probe turn on at 060321 075903"
"Power loss from 010170 000000 to 060321 075907"
"Late probe turn on at 060321 075907"
"Power loss from 010170 000000 to 060321 075912"
"Late probe turn on at 060321 075912"
"Power loss from 010170 000000 to 060321 075916"
"Late probe turn on at 060321 075916"
"Power loss from 010170 000000 to 060321 075920"
"Late probe turn on at 060321 075920"
"Power loss from 010170 000000 to 060321 075924"
"Late probe turn on at 060321 075924"
"Power loss from 010170 000000 to 060321 075929"
"Late probe turn on at 060321 075929"
"Power loss from 010170 000000 to 060321 075933"
"Late probe turn on at 060321 075933"
"Power loss from 010170 000000 to 060321 075937"
"Late probe turn on at 060321 075937"
"Power loss from 010170 000000 to 060321 075941"
"Late probe turn on at 060321 075941"
"Power loss from 010170 000000 to 060321 075946"
"Late probe turn on at 060321 075946"
"Power loss from 010170 000000 to 060321 075950"
"Late probe turn on at 060321 075950"
"Power loss from 010170 000000 to 060321 075954"
"Late probe turn on at 060321 075954"
"Power loss from 010170 000000 to 060321 075959"
"Late probe turn on at 060321 075959"
"Power loss from 010170 000000 to 060321 081304"
"Late probe turn on at 060321 081304"
"Power loss from 010170 000000 to 060321 081311"
"Late probe turn on at 060321 081311"
"Power loss from 010170 000000 to 060321 081317"
"Late probe turn on at 060321 081317"
"Power loss from 010170 000000 to 060321 081323"
"Late probe turn on at 060321 081323"
"Power loss from 010170 000000 to 060321 081330"
"Late probe turn on at 060321 081330"
"Power loss from 010170 000000 to 060321 081336"
"Late probe turn on at 060321 081336"
"Power loss from 010170 000000 to 060321 081341"
"Late probe turn on at 060321 081341"
"Power loss from 010170 000000 to 060321 081347"
"Late probe turn on at 060321 081347"
"Power loss from 010170 000000 to 060321 081352"
"Late probe turn on at 060321 081352"
"Power loss from 010170 000000 to 060321 081357"
"Late probe turn on at 060321 081357"
"Power loss from 010170 000000 to 060321 081402"
"Late probe turn on at 060321 081402"
"Power loss from 010170 000000 to 060321 081406"
"Late probe turn on at 060321 081406"
"Power loss from 010170 000000 to 060321 081411"
"Late probe turn on at 060321 081411"
"Power loss from 010170 000000 to 060321 081415"
"Late probe turn on at 060321 081415"
"Power loss from 010170 000000 to 060321 081419"
"Late probe turn on at 060321 081419"
"Power loss from 010170 000000 to 060321 081424"
"Late probe turn on at 060321 081424"
"Power loss from 010170 000000 to 060321 081428"
"Late probe turn on at 060321 081428"
"Power loss from 010170 000000 to 060321 081432"
"Late probe turn on at 060321 081432"
"Power loss from 010170 000000 to 060321 081437"
"Late probe turn on at 060321 081437"
"Power loss from 010170 000000 to 060321 081441"
"Late probe turn on at 060321 081441"
"Power loss from 010170 000000 to 060321 081445"
"Late probe turn on at 060321 081445"
"Power loss from 010170 000000 to 060321 081449"
"Late probe turn on at 060321 081449"
"Power loss from 010170 000000 to 060321 081454"
"Late probe turn on at 060321 081454"
"Power loss from 010170 000000 to 060321 081458"
"Late probe turn on at 060321 081458"
"Power loss from 010170 000000 to 060321 082804"
"Late probe turn on at 060321 082804"
"Power loss from 010170 000000 to 060321 082811"
"Late probe turn on at 060321 082811"
"Power loss from 010170 000000 to 060321 082817"
"Late probe turn on at 060321 082817"
"Power loss from 010170 000000 to 060321 082823"
"Late probe turn on at 060321 082823"
"Power loss from 010170 000000 to 060321 082830"
"Late probe turn on at 060321 082830"
"Power loss from 010170 000000 to 060321 082836"
"Late probe turn on at 060321 082836"
"Power loss from 010170 000000 to 060321 082841"
"Late probe turn on at 060321 082841"
"Power loss from 010170 000000 to 060321 082847"
"Late probe turn on at 060321 082847"
"Power loss from 010170 000000 to 060321 082851"
"Late probe turn on at 060321 082851"
"Power loss from 010170 000000 to 060321 082857"
"Late probe turn on at 060321 082857"
"Power loss from 010170 000000 to 060321 082901"
"Late probe turn on at 060321 082901"
"Power loss from 010170 000000 to 060321 082905"
"Late probe turn on at 060321 082905"
"Power loss from 010170 000000 to 060321 082910"
"Late probe turn on at 060321 082910"
"Power loss from 010170 000000 to 060321 082914"
"Late probe turn on at 060321 082914"
"Power loss from 010170 000000 to 060321 082918"
"Late probe turn on at 060321 082918"
"Power loss from 010170 000000 to 060321 082922"
"Late probe turn on at 060321 082922"
"Power loss from 010170 000000 to 060321 082927"
"Late probe turn on at 060321 082927"
"Power loss from 010170 000000 to 060321 082931"
"Late probe turn on at 060321 082931"
"Power loss from 010170 000000 to 060321 082935"
"Late probe turn on at 060321 082935"
"Power loss from 010170 000000 to 060321 082940"
"Late probe turn on at 060321 082940"
"Power loss from 010170 000000 to 060321 082944"
"Late probe turn on at 060321 082944"
"Power loss from 010170 000000 to 060321 082948"
"Late probe turn on at 060321 082948"
"Power loss from 010170 000000 to 060321 082952"
"Late probe turn on at 060321 082952"
"Power loss from 010170 000000 to 060321 082957"
"Late probe turn on at 060321 082957"
"Power loss from 010170 000000 to 060321 084304"
"Late probe turn on at 060321 084304"
"Power loss from 010170 000000 to 060321 084311"
"Late probe turn on at 060321 084311"
"Power loss from 010170 000000 to 060321 084317"
"Late probe turn on at 060321 084317"
"Power loss from 010170 000000 to 060321 084323"
"Late probe turn on at 060321 084323"
"Power loss from 010170 000000 to 060321 084330"
"Late probe turn on at 060321 084330"
"Power loss from 010170 000000 to 060321 084335"
"Late probe turn on at 060321 084335"
"Power loss from 010170 000000 to 060321 084341"
"Late probe turn on at 060321 084341"
"Power loss from 010170 000000 to 060321 084346"
"Late probe turn on at 060321 084346"
"Power loss from 010170 000000 to 060321 084351"
"Late probe turn on at 060321 084351"
"Power loss from 010170 000000 to 060321 084356"
"Late probe turn on at 060321 084356"
"Power loss from 010170 000000 to 060321 084400"
"Late probe turn on at 060321 084400"
"Power loss from 010170 000000 to 060321 084405"
"Late probe turn on at 060321 084405"
"Power loss from 010170 000000 to 060321 084409"
"Late probe turn on at 060321 084409"
"Power loss from 010170 000000 to 060321 084413"
"Late probe turn on at 060321 084413"
"Power loss from 010170 000000 to 060321 084418"
"Late probe turn on at 060321 084418"
"Power loss from 010170 000000 to 060321 084422"
"Late probe turn on at 060321 084422"
"Power loss from 010170 000000 to 060321 084426"
"Late probe turn on at 060321 084426"
"Power loss from 010170 000000 to 060321 084431"
"Late probe turn on at 060321 084431"
"Power loss from 010170 000000 to 060321 084435"
"Late probe turn on at 060321 084435"
"Power loss from 010170 000000 to 060321 084439"
"Late probe turn on at 060321 084439"
"Power loss from 010170 000000 to 060321 084443"
"Late probe turn on at 060321 084443"
"Power loss from 010170 000000 to 060321 084448"
"Late probe turn on at 060321 084448"
"Power loss from 010170 000000 to 060321 084452"
