Mini Sonde 5 64819
"Log File Name : Vogel_Lake_64819"
"Setup Date (M/D/YYYY) : 5/27/2021"
"Setup Time (HH:MM:SS) : 10:24:42"
"Starting Date (M/D/YYYY) : 5/27/2021"
"Starting Time (HH:MM:SS) : 12:00:00"
"Stopping Date (M/D/YYYY) : 9/27/2021"
"Stopping Time (HH:MM:SS) : 12:00:00"
"Interval (HH:MM:SS) : 00:15:00"
"Sensor warmup (HH:MM:SS) : 00:02:00"
"Circltr warmup (HH:MM:SS) : 00:02:00"

"Date","Time","","Temp","","pH","","SpCond","","TurbSC","","LDO","","IBatt",""
"M/D/YYYY","HH:MM:SS","","°C","","Units","","µS/cm","","NTU","","mg/l","","%Left",""

"Power loss from 010170 000000 to 060221 115822"
"Late probe turn on at 060221 115822"
"Power loss from 010170 000000 to 060221 115831"
"Late probe turn on at 060221 115831"
"Power loss from 010170 000000 to 060221 115841"
"Late probe turn on at 060221 115841"
"Power loss from 010170 000000 to 060221 115851"
"Late probe turn on at 060221 115851"
"Power loss from 010170 000000 to 060221 115859"
"Late probe turn on at 060221 115859"
"Power loss from 010170 000000 to 060221 115907"
"Late probe turn on at 060221 115907"
"Power loss from 010170 000000 to 060221 115915"
"Late probe turn on at 060221 115915"
"Power loss from 010170 000000 to 060221 115925"
"Late probe turn on at 060221 115925"
"Power loss from 010170 000000 to 060221 115933"
"Late probe turn on at 060221 115933"
"Power loss from 010170 000000 to 060221 115941"
"Late probe turn on at 060221 115941"
"Power loss from 010170 000000 to 060221 115949"
"Late probe turn on at 060221 115949"
"Power loss from 010170 000000 to 060221 115958"
"Late probe turn on at 060221 115958"
6/2/2021,12:00:02,"","55.00","#","NAN","","NAN","","NAN","","NAN","","0",""
"Power loss from 010170 000000 to 060221 121311"
"Late probe turn on at 060221 121311"
"Power loss from 010170 000000 to 060221 121326"
"Late probe turn on at 060221 121326"
"Power loss from 010170 000000 to 060221 121336"
"Late probe turn on at 060221 121336"
"Power loss from 010170 000000 to 060221 121344"
"Late probe turn on at 060221 121344"
"Power loss from 010170 000000 to 060221 121354"
"Late probe turn on at 060221 121354"
"Power loss from 010170 000000 to 060221 121402"
"Late probe turn on at 060221 121402"
"Power loss from 010170 000000 to 060221 121411"
"Late probe turn on at 060221 121411"
"Power loss from 010170 000000 to 060221 121419"
"Late probe turn on at 060221 121419"
"Power loss from 010170 000000 to 060221 121428"
"Late probe turn on at 060221 121428"
"Power loss from 010170 000000 to 060221 121436"
"Late probe turn on at 060221 121436"
"Power loss from 010170 000000 to 060221 121444"
"Late probe turn on at 060221 121444"
"Power loss from 010170 000000 to 060221 121452"
"Late probe turn on at 060221 121452"
"Power loss from 010170 000000 to 060221 122811"
"Late probe turn on at 060221 122811"
"Power loss from 010170 000000 to 060221 122825"
"Late probe turn on at 060221 122825"
"Power loss from 010170 000000 to 060221 122834"
"Late probe turn on at 060221 122834"
"Power loss from 010170 000000 to 060221 122843"
"Late probe turn on at 060221 122843"
"Power loss from 010170 000000 to 060221 122853"
"Late probe turn on at 060221 122853"
"Power loss from 010170 000000 to 060221 122901"
"Late probe turn on at 060221 122901"
"Power loss from 010170 000000 to 060221 122909"
"Late probe turn on at 060221 122909"
"Power loss from 010170 000000 to 060221 122917"
"Late probe turn on at 060221 122917"
"Power loss from 010170 000000 to 060221 122926"
"Late probe turn on at 060221 122926"
"Power loss from 010170 000000 to 060221 122934"
"Late probe turn on at 060221 122934"
"Power loss from 010170 000000 to 060221 122942"
"Late probe turn on at 060221 122942"
"Power loss from 010170 000000 to 060221 122950"
"Late probe turn on at 060221 122950"
"Power loss from 010170 000000 to 060221 122958"
"Late probe turn on at 060221 122958"
6/2/2021,12:30:02,"","55.00","#","NAN","","NAN","","NAN","","NAN","","0",""
"Power loss from 010170 000000 to 060221 124311"
"Late probe turn on at 060221 124311"
"Power loss from 010170 000000 to 060221 124325"
"Late probe turn on at 060221 124325"
"Power loss from 010170 000000 to 060221 124334"
"Late probe turn on at 060221 124334"
"Power loss from 010170 000000 to 060221 124343"
"Late probe turn on at 060221 124343"
"Power loss from 010170 000000 to 060221 124352"
"Late probe turn on at 060221 124352"
"Power loss from 010170 000000 to 060221 124400"
"Late probe turn on at 060221 124400"
"Power loss from 010170 000000 to 060221 124408"
"Late probe turn on at 060221 124408"
"Power loss from 010170 000000 to 060221 124416"
"Late probe turn on at 060221 124416"
"Power loss from 010170 000000 to 060221 124426"
"Late probe turn on at 060221 124426"
"Power loss from 010170 000000 to 060221 124434"
"Late probe turn on at 060221 124434"
"Power loss from 010170 000000 to 060221 124441"
"Late probe turn on at 060221 124441"
"Power loss from 010170 000000 to 060221 124449"
"Late probe turn on at 060221 124449"
"Power loss from 010170 000000 to 060221 124457"
"Late probe turn on at 060221 124457"
6/2/2021,12:45:01,"","55.00","#","NAN","","NAN","","NAN","","NAN","","0",""
"Power loss from 010170 000000 to 060221 125811"
"Late probe turn on at 060221 125811"
"Power loss from 010170 000000 to 060221 125824"
"Late probe turn on at 060221 125824"
"Power loss from 010170 000000 to 060221 125833"
"Late probe turn on at 060221 125833"
"Power loss from 010170 000000 to 060221 125842"
"Late probe turn on at 060221 125842"
"Power loss from 010170 000000 to 060221 125851"
"Late probe turn on at 060221 125851"
"Power loss from 010170 000000 to 060221 125859"
"Late probe turn on at 060221 125859"
"Power loss from 010170 000000 to 060221 125908"
"Late probe turn on at 060221 125908"
"Power loss from 010170 000000 to 060221 125916"
"Late probe turn on at 060221 125916"
"Power loss from 010170 000000 to 060221 125925"
"Late probe turn on at 060221 125925"
"Power loss from 010170 000000 to 060221 125932"
"Late probe turn on at 060221 125932"
"Power loss from 010170 000000 to 060221 125940"
"Late probe turn on at 060221 125940"
"Power loss from 010170 000000 to 060221 125948"
"Late probe turn on at 060221 125948"
"Power loss from 010170 000000 to 060221 125955"
"Late probe turn on at 060221 125955"
6/2/2021,13:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN","","0",""
"Power loss from 010170 000000 to 060221 131311"
"Late probe turn on at 060221 131311"
"Power loss from 010170 000000 to 060221 131321"
"Late probe turn on at 060221 131321"
"Power loss from 010170 000000 to 060221 131331"
"Late probe turn on at 060221 131331"
"Power loss from 010170 000000 to 060221 131339"
"Late probe turn on at 060221 131339"
"Power loss from 010170 000000 to 060221 131349"
"Late probe turn on at 060221 131349"
"Power loss from 010170 000000 to 060221 131357"
"Late probe turn on at 060221 131357"
"Power loss from 010170 000000 to 060221 131405"
"Late probe turn on at 060221 131405"
"Power loss from 010170 000000 to 060221 131413"
"Late probe turn on at 060221 131413"
"Power loss from 010170 000000 to 060221 131422"
"Late probe turn on at 060221 131422"
"Power loss from 010170 000000 to 060221 131430"
"Late probe turn on at 060221 131430"
"Power loss from 010170 000000 to 060221 131437"
"Late probe turn on at 060221 131437"
"Power loss from 010170 000000 to 060221 131445"
"Late probe turn on at 060221 131445"
"Power loss from 010170 000000 to 060221 131453"
"Late probe turn on at 060221 131453"
"Power loss from 010170 000000 to 060221 132811"
"Late probe turn on at 060221 132811"
"Power loss from 010170 000000 to 060221 132822"
"Late probe turn on at 060221 132822"
"Power loss from 010170 000000 to 060221 132830"
"Late probe turn on at 060221 132830"
"Power loss from 010170 000000 to 060221 132839"
"Late probe turn on at 060221 132839"
"Power loss from 010170 000000 to 060221 132847"
"Late probe turn on at 060221 132847"
"Power loss from 010170 000000 to 060221 132855"
"Late probe turn on at 060221 132855"
"Power loss from 010170 000000 to 060221 132903"
"Late probe turn on at 060221 132903"
"Power loss from 010170 000000 to 060221 132911"
"Late probe turn on at 060221 132911"
"Power loss from 010170 000000 to 060221 132920"
"Late probe turn on at 060221 132920"
"Power loss from 010170 000000 to 060221 132928"
"Late probe turn on at 060221 132928"
"Power loss from 010170 000000 to 060221 132935"
"Late probe turn on at 060221 132935"
"Power loss from 010170 000000 to 060221 132943"
"Late probe turn on at 060221 132943"
"Power loss from 010170 000000 to 060221 132950"
"Late probe turn on at 060221 132950"
"Power loss from 010170 000000 to 060221 132958"
"Late probe turn on at 060221 132958"
6/2/2021,13:30:02,"","55.00","#","NAN","","NAN","","NAN","","NAN","","0",""
"Power loss from 010170 000000 to 060221 134311"
"Late probe turn on at 060221 134311"
"Power loss from 010170 000000 to 060221 134321"
"Late probe turn on at 060221 134321"
"Power loss from 010170 000000 to 060221 134330"
"Late probe turn on at 060221 134330"
"Power loss from 010170 000000 to 060221 134338"
"Late probe turn on at 060221 134338"
"Power loss from 010170 000000 to 060221 134346"
"Late probe turn on at 060221 134346"
"Power loss from 010170 000000 to 060221 134356"
"Late probe turn on at 060221 134356"
"Power loss from 010170 000000 to 060221 134404"
"Late probe turn on at 060221 134404"
"Power loss from 010170 000000 to 060221 134411"
"Late probe turn on at 060221 134411"
"Power loss from 010170 000000 to 060221 134419"
"Late probe turn on at 060221 134419"
"Power loss from 010170 000000 to 060221 134426"
"Late probe turn on at 060221 134426"
"Power loss from 010170 000000 to 060221 134435"
"Late probe turn on at 060221 134435"
"Power loss from 010170 000000 to 060221 134443"
"Late probe turn on at 060221 134443"
"Power loss from 010170 000000 to 060221 134450"
"Late probe turn on at 060221 134450"
"Power loss from 010170 000000 to 060221 134457"
"Late probe turn on at 060221 134457"
6/2/2021,13:45:01,"","55.00","#","NAN","","NAN","","NAN","","NAN","","0",""
"Power loss from 010170 000000 to 060221 135816"
"Late probe turn on at 060221 135816"
"Power loss from 010170 000000 to 060221 135824"
"Late probe turn on at 060221 135824"
"Power loss from 010170 000000 to 060221 135832"
"Late probe turn on at 060221 135832"
"Power loss from 010170 000000 to 060221 135840"
"Late probe turn on at 060221 135840"
"Power loss from 010170 000000 to 060221 135850"
"Late probe turn on at 060221 135850"
"Power loss from 010170 000000 to 060221 135857"
"Late probe turn on at 060221 135857"
"Power loss from 010170 000000 to 060221 135905"
"Late probe turn on at 060221 135905"
"Power loss from 010170 000000 to 060221 135913"
"Late probe turn on at 060221 135913"
"Power loss from 010170 000000 to 060221 135921"
"Late probe turn on at 060221 135921"
"Power loss from 010170 000000 to 060221 135929"
"Late probe turn on at 060221 135929"
"Power loss from 010170 000000 to 060221 135937"
"Late probe turn on at 060221 135937"
"Power loss from 010170 000000 to 060221 135944"
"Late probe turn on at 060221 135944"
"Power loss from 010170 000000 to 060221 135951"
"Late probe turn on at 060221 135951"
"Power loss from 010170 000000 to 060221 135959"
"Late probe turn on at 060221 135959"
6/2/2021,14:00:02,"","55.00","#","NAN","","NAN","","NAN","","NAN","","0",""
"Power loss from 010170 000000 to 060221 141316"
"Late probe turn on at 060221 141316"
"Power loss from 010170 000000 to 060221 141324"
"Late probe turn on at 060221 141324"
"Power loss from 010170 000000 to 060221 141332"
"Late probe turn on at 060221 141332"
"Power loss from 010170 000000 to 060221 141340"
"Late probe turn on at 060221 141340"
"Power loss from 010170 000000 to 060221 141350"
"Late probe turn on at 060221 141350"
"Power loss from 010170 000000 to 060221 141357"
"Late probe turn on at 060221 141357"
"Power loss from 010170 000000 to 060221 141405"
"Late probe turn on at 060221 141405"
"Power loss from 010170 000000 to 060221 141412"
"Late probe turn on at 060221 141412"
"Power loss from 010170 000000 to 060221 141420"
"Late probe turn on at 060221 141420"
"Power loss from 010170 000000 to 060221 141428"
"Late probe turn on at 060221 141428"
"Power loss from 010170 000000 to 060221 141435"
"Late probe turn on at 060221 141435"
"Power loss from 010170 000000 to 060221 141443"
"Late probe turn on at 060221 141443"
"Power loss from 010170 000000 to 060221 141450"
"Late probe turn on at 060221 141450"
"Power loss from 010170 000000 to 060221 141457"
"Late probe turn on at 060221 141457"
6/2/2021,14:15:01,"","55.00","#","NAN","","NAN","","NAN","","NAN","","0",""
"Power loss from 010170 000000 to 060221 142814"
"Late probe turn on at 060221 142814"
"Power loss from 010170 000000 to 060221 142822"
"Late probe turn on at 060221 142822"
"Power loss from 010170 000000 to 060221 142831"
"Late probe turn on at 060221 142831"
"Power loss from 010170 000000 to 060221 142839"
"Late probe turn on at 060221 142839"
"Power loss from 010170 000000 to 060221 142848"
"Late probe turn on at 060221 142848"
"Power loss from 010170 000000 to 060221 142856"
"Late probe turn on at 060221 142856"
"Power loss from 010170 000000 to 060221 142903"
"Late probe turn on at 060221 142903"
"Power loss from 010170 000000 to 060221 142911"
"Late probe turn on at 060221 142911"
"Power loss from 010170 000000 to 060221 142918"
"Late probe turn on at 060221 142918"
"Power loss from 010170 000000 to 060221 142926"
"Late probe turn on at 060221 142926"
"Power loss from 010170 000000 to 060221 142933"
"Late probe turn on at 060221 142933"
"Power loss from 010170 000000 to 060221 142941"
"Late probe turn on at 060221 142941"
"Power loss from 010170 000000 to 060221 142948"
"Late probe turn on at 060221 142948"
"Power loss from 010170 000000 to 060221 142955"
"Late probe turn on at 060221 142955"
6/2/2021,14:30:00,"","55.00","#","NAN","","NAN","","NAN","","NAN","","0",""
"Power loss from 010170 000000 to 060221 144314"
"Late probe turn on at 060221 144314"
"Power loss from 010170 000000 to 060221 144322"
"Late probe turn on at 060221 144322"
"Power loss from 010170 000000 to 060221 144330"
"Late probe turn on at 060221 144330"
"Power loss from 010170 000000 to 060221 144338"
"Late probe turn on at 060221 144338"
"Power loss from 010170 000000 to 060221 144347"
"Late probe turn on at 060221 144347"
"Power loss from 010170 000000 to 060221 144355"
"Late probe turn on at 060221 144355"
"Power loss from 010170 000000 to 060221 144402"
"Late probe turn on at 060221 144402"
"Power loss from 010170 000000 to 060221 144409"
"Late probe turn on at 060221 144409"
"Power loss from 010170 000000 to 060221 144417"
"Late probe turn on at 060221 144417"
"Power loss from 010170 000000 to 060221 144425"
"Late probe turn on at 060221 144425"
"Power loss from 010170 000000 to 060221 144432"
"Late probe turn on at 060221 144432"
"Power loss from 010170 000000 to 060221 144440"
"Late probe turn on at 060221 144440"
"Power loss from 010170 000000 to 060221 144447"
"Late probe turn on at 060221 144447"
"Power loss from 010170 000000 to 060221 144454"
"Late probe turn on at 060221 144454"
"Power loss from 010170 000000 to 060221 145814"
"Late probe turn on at 060221 145814"
"Power loss from 010170 000000 to 060221 145822"
"Late probe turn on at 060221 145822"
"Power loss from 010170 000000 to 060221 145830"
"Late probe turn on at 060221 145830"
"Power loss from 010170 000000 to 060221 145838"
"Late probe turn on at 060221 145838"
"Power loss from 010170 000000 to 060221 145848"
"Late probe turn on at 060221 145848"
"Power loss from 010170 000000 to 060221 145855"
"Late probe turn on at 060221 145855"
"Power loss from 010170 000000 to 060221 145903"
"Late probe turn on at 060221 145903"
"Power loss from 010170 000000 to 060221 145910"
"Late probe turn on at 060221 145910"
"Power loss from 010170 000000 to 060221 145917"
"Late probe turn on at 060221 145917"
"Power loss from 010170 000000 to 060221 145925"
"Late probe turn on at 060221 145925"
"Power loss from 010170 000000 to 060221 145932"
"Late probe turn on at 060221 145932"
"Power loss from 010170 000000 to 060221 145940"
"Late probe turn on at 060221 145940"
"Power loss from 010170 000000 to 060221 145947"
"Late probe turn on at 060221 145947"
"Power loss from 010170 000000 to 060221 145954"
"Late probe turn on at 060221 145954"
"Power loss from 010170 000000 to 060221 151314"
"Late probe turn on at 060221 151314"
"Power loss from 010170 000000 to 060221 151322"
"Late probe turn on at 060221 151322"
"Power loss from 010170 000000 to 060221 151330"
"Late probe turn on at 060221 151330"
"Power loss from 010170 000000 to 060221 151338"
"Late probe turn on at 060221 151338"
"Power loss from 010170 000000 to 060221 151347"
"Late probe turn on at 060221 151347"
"Power loss from 010170 000000 to 060221 151354"
"Late probe turn on at 060221 151354"
"Power loss from 010170 000000 to 060221 151402"
"Late probe turn on at 060221 151402"
"Power loss from 010170 000000 to 060221 151409"
"Late probe turn on at 060221 151409"
"Power loss from 010170 000000 to 060221 151416"
"Late probe turn on at 060221 151416"
"Power loss from 010170 000000 to 060221 151424"
"Late probe turn on at 060221 151424"
"Power loss from 010170 000000 to 060221 151431"
"Late probe turn on at 060221 151431"
"Power loss from 010170 000000 to 060221 151438"
"Late probe turn on at 060221 151438"
"Power loss from 010170 000000 to 060221 151445"
"Late probe turn on at 060221 151445"
"Power loss from 010170 000000 to 060221 151452"
"Late probe turn on at 060221 151452"
"Power loss from 010170 000000 to 060221 151459"
"Late probe turn on at 060221 151459"
6/2/2021,15:15:03,"","55.00","#","NAN","","NAN","","NAN","","NAN","","0",""
"Power loss from 010170 000000 to 060221 152809"
"Late probe turn on at 060221 152809"
"Power loss from 010170 000000 to 060221 152818"
"Late probe turn on at 060221 152818"
"Power loss from 010170 000000 to 060221 152828"
"Late probe turn on at 060221 152828"
"Power loss from 010170 000000 to 060221 152836"
"Late probe turn on at 060221 152836"
"Power loss from 010170 000000 to 060221 152844"
"Late probe turn on at 060221 152844"
"Power loss from 010170 000000 to 060221 152851"
"Late probe turn on at 060221 152851"
"Power loss from 010170 000000 to 060221 152858"
"Late probe turn on at 060221 152858"
"Power loss from 010170 000000 to 060221 152907"
"Late probe turn on at 060221 152907"
"Power loss from 010170 000000 to 060221 152914"
"Late probe turn on at 060221 152914"
"Power loss from 010170 000000 to 060221 152921"
"Late probe turn on at 060221 152921"
"Power loss from 010170 000000 to 060221 152928"
"Late probe turn on at 060221 152928"
"Power loss from 010170 000000 to 060221 152935"
"Late probe turn on at 060221 152935"
"Power loss from 010170 000000 to 060221 152943"
"Late probe turn on at 060221 152943"
"Power loss from 010170 000000 to 060221 152950"
"Late probe turn on at 060221 152950"
"Power loss from 010170 000000 to 060221 152957"
"Late probe turn on at 060221 152957"
6/2/2021,15:30:01,"","55.00","#","NAN","","NAN","","NAN","","NAN","","0",""
"Power loss from 010170 000000 to 060221 154309"
"Late probe turn on at 060221 154309"
"Power loss from 010170 000000 to 060221 154319"
"Late probe turn on at 060221 154319"
"Power loss from 010170 000000 to 060221 154327"
"Late probe turn on at 060221 154327"
"Power loss from 010170 000000 to 060221 154335"
"Late probe turn on at 060221 154335"
"Power loss from 010170 000000 to 060221 154342"
"Late probe turn on at 060221 154342"
"Power loss from 010170 000000 to 060221 154351"
"Late probe turn on at 060221 154351"
"Power loss from 010170 000000 to 060221 154358"
"Late probe turn on at 060221 154358"
"Power loss from 010170 000000 to 060221 154405"
"Late probe turn on at 060221 154405"
"Power loss from 010170 000000 to 060221 154412"
"Late probe turn on at 060221 154412"
"Power loss from 010170 000000 to 060221 154419"
"Late probe turn on at 060221 154419"
"Power loss from 010170 000000 to 060221 154426"
"Late probe turn on at 060221 154426"
"Power loss from 010170 000000 to 060221 154434"
"Late probe turn on at 060221 154434"
"Power loss from 010170 000000 to 060221 154441"
"Late probe turn on at 060221 154441"
"Power loss from 010170 000000 to 060221 154448"
"Late probe turn on at 060221 154448"
"Power loss from 010170 000000 to 060221 154455"
"Late probe turn on at 060221 154455"
6/2/2021,15:45:00,"","55.00","#","NAN","","NAN","","NAN","","NAN","","0",""
"Power loss from 010170 000000 to 060221 155812"
"Late probe turn on at 060221 155812"
"Power loss from 010170 000000 to 060221 155820"
"Late probe turn on at 060221 155820"
"Power loss from 010170 000000 to 060221 155828"
"Late probe turn on at 060221 155828"
"Power loss from 010170 000000 to 060221 155835"
"Late probe turn on at 060221 155835"
"Power loss from 010170 000000 to 060221 155844"
"Late probe turn on at 060221 155844"
"Power loss from 010170 000000 to 060221 155851"
"Late probe turn on at 060221 155851"
"Power loss from 010170 000000 to 060221 155859"
"Late probe turn on at 060221 155859"
"Power loss from 010170 000000 to 060221 155906"
"Late probe turn on at 060221 155906"
"Power loss from 010170 000000 to 060221 155913"
"Late probe turn on at 060221 155913"
"Power loss from 010170 000000 to 060221 155920"
"Late probe turn on at 060221 155920"
"Power loss from 010170 000000 to 060221 155928"
"Late probe turn on at 060221 155928"
"Power loss from 010170 000000 to 060221 155935"
"Late probe turn on at 060221 155935"
"Power loss from 010170 000000 to 060221 155942"
"Late probe turn on at 060221 155942"
"Power loss from 010170 000000 to 060221 155949"
"Late probe turn on at 060221 155949"
"Power loss from 010170 000000 to 060221 155956"
"Late probe turn on at 060221 155956"
6/2/2021,16:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN","","0",""
"Power loss from 010170 000000 to 060221 161312"
"Late probe turn on at 060221 161312"
"Power loss from 010170 000000 to 060221 161320"
"Late probe turn on at 060221 161320"
"Power loss from 010170 000000 to 060221 161328"
"Late probe turn on at 060221 161328"
"Power loss from 010170 000000 to 060221 161335"
"Late probe turn on at 060221 161335"
"Power loss from 010170 000000 to 060221 161344"
"Late probe turn on at 060221 161344"
"Power loss from 010170 000000 to 060221 161351"
"Late probe turn on at 060221 161351"
"Power loss from 010170 000000 to 060221 161358"
"Late probe turn on at 060221 161358"
"Power loss from 010170 000000 to 060221 161405"
"Late probe turn on at 060221 161405"
"Power loss from 010170 000000 to 060221 161413"
"Late probe turn on at 060221 161413"
"Power loss from 010170 000000 to 060221 161420"
"Late probe turn on at 060221 161420"
"Power loss from 010170 000000 to 060221 161427"
"Late probe turn on at 060221 161427"
"Power loss from 010170 000000 to 060221 161434"
"Late probe turn on at 060221 161434"
"Power loss from 010170 000000 to 060221 161441"
"Late probe turn on at 060221 161441"
"Power loss from 010170 000000 to 060221 161448"
"Late probe turn on at 060221 161448"
"Power loss from 010170 000000 to 060221 161455"
"Late probe turn on at 060221 161455"
6/2/2021,16:15:00,"","55.00","#","NAN","","NAN","","NAN","","NAN","","0",""
"Power loss from 010170 000000 to 060221 162812"
"Late probe turn on at 060221 162812"
"Power loss from 010170 000000 to 060221 162820"
"Late probe turn on at 060221 162820"
"Power loss from 010170 000000 to 060221 162828"
"Late probe turn on at 060221 162828"
"Power loss from 010170 000000 to 060221 162835"
"Late probe turn on at 060221 162835"
"Power loss from 010170 000000 to 060221 162843"
"Late probe turn on at 060221 162843"
"Power loss from 010170 000000 to 060221 162850"
"Late probe turn on at 060221 162850"
"Power loss from 010170 000000 to 060221 162858"
"Late probe turn on at 060221 162858"
"Power loss from 010170 000000 to 060221 162905"
"Late probe turn on at 060221 162905"
"Power loss from 010170 000000 to 060221 162912"
"Late probe turn on at 060221 162912"
"Power loss from 010170 000000 to 060221 162919"
"Late probe turn on at 060221 162919"
"Power loss from 010170 000000 to 060221 162927"
"Late probe turn on at 060221 162927"
"Power loss from 010170 000000 to 060221 162933"
"Late probe turn on at 060221 162933"
"Power loss from 010170 000000 to 060221 162940"
"Late probe turn on at 060221 162940"
"Power loss from 010170 000000 to 060221 162947"
"Late probe turn on at 060221 162947"
"Power loss from 010170 000000 to 060221 162954"
"Late probe turn on at 060221 162954"
"Power loss from 010170 000000 to 060221 164312"
"Late probe turn on at 060221 164312"
"Power loss from 010170 000000 to 060221 164320"
"Late probe turn on at 060221 164320"
"Power loss from 010170 000000 to 060221 164328"
"Late probe turn on at 060221 164328"
"Power loss from 010170 000000 to 060221 164335"
"Late probe turn on at 060221 164335"
"Power loss from 010170 000000 to 060221 164343"
"Late probe turn on at 060221 164343"
"Power loss from 010170 000000 to 060221 164350"
"Late probe turn on at 060221 164350"
"Power loss from 010170 000000 to 060221 164357"
"Late probe turn on at 060221 164357"
"Power loss from 010170 000000 to 060221 164404"
"Late probe turn on at 060221 164404"
"Power loss from 010170 000000 to 060221 164412"
"Late probe turn on at 060221 164412"
"Power loss from 010170 000000 to 060221 164419"
"Late probe turn on at 060221 164419"
"Power loss from 010170 000000 to 060221 164426"
"Late probe turn on at 060221 164426"
"Power loss from 010170 000000 to 060221 164433"
"Late probe turn on at 060221 164433"
"Power loss from 010170 000000 to 060221 164440"
"Late probe turn on at 060221 164440"
"Power loss from 010170 000000 to 060221 164447"
"Late probe turn on at 060221 164447"
"Power loss from 010170 000000 to 060221 164454"
"Late probe turn on at 060221 164454"
"Power loss from 010170 000000 to 060221 165812"
"Late probe turn on at 060221 165812"
"Power loss from 010170 000000 to 060221 165820"
"Late probe turn on at 060221 165820"
"Power loss from 010170 000000 to 060221 165827"
"Late probe turn on at 060221 165827"
"Power loss from 010170 000000 to 060221 165835"
"Late probe turn on at 060221 165835"
"Power loss from 010170 000000 to 060221 165843"
"Late probe turn on at 060221 165843"
"Power loss from 010170 000000 to 060221 165850"
"Late probe turn on at 060221 165850"
"Power loss from 010170 000000 to 060221 165857"
"Late probe turn on at 060221 165857"
"Power loss from 010170 000000 to 060221 165904"
"Late probe turn on at 060221 165904"
"Power loss from 010170 000000 to 060221 165911"
"Late probe turn on at 060221 165911"
"Power loss from 010170 000000 to 060221 165918"
"Late probe turn on at 060221 165918"
"Power loss from 010170 000000 to 060221 165926"
"Late probe turn on at 060221 165926"
"Power loss from 010170 000000 to 060221 165933"
"Late probe turn on at 060221 165933"
"Power loss from 010170 000000 to 060221 165940"
"Late probe turn on at 060221 165940"
"Power loss from 010170 000000 to 060221 165947"
"Late probe turn on at 060221 165947"
"Power loss from 010170 000000 to 060221 165953"
"Late probe turn on at 060221 165953"
"Power loss from 010170 000000 to 060221 170000"
"Late probe turn on at 060221 170000"
6/2/2021,17:00:00,"","55.00","#","NAN","","NAN","","NAN","","NAN","","0",""
"Power loss from 010170 000000 to 060221 171311"
"Late probe turn on at 060221 171311"
"Power loss from 010170 000000 to 060221 171320"
"Late probe turn on at 060221 171320"
"Power loss from 010170 000000 to 060221 171327"
"Late probe turn on at 060221 171327"
"Power loss from 010170 000000 to 060221 171335"
"Late probe turn on at 060221 171335"
"Power loss from 010170 000000 to 060221 171343"
"Late probe turn on at 060221 171343"
"Power loss from 010170 000000 to 060221 171350"
"Late probe turn on at 060221 171350"
"Power loss from 010170 000000 to 060221 171357"
"Late probe turn on at 060221 171357"
"Power loss from 010170 000000 to 060221 171405"
"Late probe turn on at 060221 171405"
"Power loss from 010170 000000 to 060221 171412"
"Late probe turn on at 060221 171412"
"Power loss from 010170 000000 to 060221 171419"
"Late probe turn on at 060221 171419"
"Power loss from 010170 000000 to 060221 171426"
"Late probe turn on at 060221 171426"
"Power loss from 010170 000000 to 060221 171433"
"Late probe turn on at 060221 171433"
"Power loss from 010170 000000 to 060221 171440"
"Late probe turn on at 060221 171440"
"Power loss from 010170 000000 to 060221 171447"
"Late probe turn on at 060221 171447"
"Power loss from 010170 000000 to 060221 171454"
"Late probe turn on at 060221 171454"
"Power loss from 010170 000000 to 060221 172812"
"Late probe turn on at 060221 172812"
"Power loss from 010170 000000 to 060221 172820"
"Late probe turn on at 060221 172820"
"Power loss from 010170 000000 to 060221 172828"
"Late probe turn on at 060221 172828"
"Power loss from 010170 000000 to 060221 172835"
"Late probe turn on at 060221 172835"
"Power loss from 010170 000000 to 060221 172843"
"Late probe turn on at 060221 172843"
"Power loss from 010170 000000 to 060221 172850"
"Late probe turn on at 060221 172850"
"Power loss from 010170 000000 to 060221 172857"
"Late probe turn on at 060221 172857"
"Power loss from 010170 000000 to 060221 172904"
"Late probe turn on at 060221 172904"
"Power loss from 010170 000000 to 060221 172911"
"Late probe turn on at 060221 172911"
"Power loss from 010170 000000 to 060221 172918"
"Late probe turn on at 060221 172918"
"Power loss from 010170 000000 to 060221 172926"
"Late probe turn on at 060221 172926"
"Power loss from 010170 000000 to 060221 172933"
"Late probe turn on at 060221 172933"
"Power loss from 010170 000000 to 060221 172940"
"Late probe turn on at 060221 172940"
"Power loss from 010170 000000 to 060221 172947"
"Late probe turn on at 060221 172947"
"Power loss from 010170 000000 to 060221 172953"
"Late probe turn on at 060221 172953"
"Power loss from 010170 000000 to 060221 173000"
"Late probe turn on at 060221 173000"
6/2/2021,17:30:00,"","55.00","#","NAN","","NAN","","NAN","","NAN","","0",""
"Power loss from 010170 000000 to 060221 174311"
"Late probe turn on at 060221 174311"
"Power loss from 010170 000000 to 060221 174320"
"Late probe turn on at 060221 174320"
"Power loss from 010170 000000 to 060221 174328"
"Late probe turn on at 060221 174328"
"Power loss from 010170 000000 to 060221 174335"
"Late probe turn on at 060221 174335"
"Power loss from 010170 000000 to 060221 174343"
"Late probe turn on at 060221 174343"
